"NetC","ARPA Puglia","","","","","","","","","",""
"Stat","Foggia Via Rosati","","","","","","","","","",""
,SO2,NO2,NOx,CO,PM10,
30/04/2011 19.00,"6,25733353","10,6874108","10,5277741","0,81275992","23,52458","0,38106482"
30/04/2011 20.00,"5,95601372","16,63344018","16,63716858","0,84700277","23,4926796","0,42587689"
30/04/2011 21.00,"6,01555602","22,01784632","22,28078456","0,86935912","23,46891975","0,4983239"
30/04/2011 22.00,"6,02277367","18,58741049","17,85206102","0,83483784","23,46146011","0,49810423"
30/04/2011 23.00,"6,17794346","11,32406474","10,77618687","0,79336733","23,44449043","0,41938029"
01/05/2011 0.00,"6,03901211","8,61309347","7,85086894","0,77342253","23,42753029","0,39636965"
01/05/2011 1.00,"6,35476518","17,448673","16,57377239","0,80098993","23,5082798","0,33988649"
01/05/2011 2.00,"6,68675771","15,24884052","14,26172463","0,78412539","23,47706985","0,33019753"
01/05/2011 3.00,"6,52076195","10,11286627","9,47460817","0,78708682","23,47978973","0,33867524"
01/05/2011 4.00,"6,51354431","4,0775465","2,79722923","0,75406839","23,42617035","0,32293106"
01/05/2011 5.00,"7,11257358","1,96829119","1,19160429","0,75209371","23,44992065","0,31478286"
01/05/2011 6.00,"7,15046496","1,31739668","0,22124326","0,72717087","18,91642952","0,24905211"
01/05/2011 7.00,"6,0570547","1,71077921","0,73359234","0,73684852","18,82345963","0,24420713"
01/05/2011 8.00,"6,97183807","9,21999095","11,9005117","0,78921993","18,83568001","0,24552923"
01/05/2011 9.00,"6,50091418","9,12293783","9,74113332","0,82994134","18,81599998","0,31808607"
01/05/2011 10.00,"6,3998732","8,51086648","9,0023652","0,84901822","18,87029076","0,3472638"
01/05/2011 11.00,"5,58432666","3,04621178","3,04952146","0,80158291","18,81665993","0,36488028"
01/05/2011 12.00,"5,51576357","3,07597398","3,82581066","0,80557187","18,91101074","0,41761885"
01/05/2011 13.00,"5,60778275","3,43441662","3,85039325","0,79281396","18,8635006","0,35893388"
01/05/2011 14.00,"5,35157096","2,3189692","1,74794466","0,7599528","18,86009979","0,32865575"
01/05/2011 15.00,"5,39487482",,,"0,72701359","18,84313965","0,29760674"
01/05/2011 16.00,"5,05025216",,,"0,72266814","18,73999023","0,23528905"
01/05/2011 17.00,"5,26316009","1,02106536","0,04398938","0,72760541","18,81735039","0,2030288"
01/05/2011 18.00,"5,8387343","1,67842817","0,94189709","0,74585281","18,93272972","0,23782138"
01/05/2011 19.00,"5,24872581","3,82262336","3,23324362","0,77192085","18,80174065","0,24288604"
01/05/2011 20.00,"5,78460549","13,01794186","13,35864114","0,82453108","18,83160973","0,28824831"
01/05/2011 21.00,"5,44900362","24,62659824","25,14398544","0,89447885","18,82957077","0,42598672"
01/05/2011 22.00,"5,31187643","39,94781752","40,01638184","0,96881051","18,82278061","0,52408858"
01/05/2011 23.00,"5,22707388","33,72616952","33,40629192","0,87879795","18,84313965","0,69716977"
02/05/2011 0.00,"5,10438199","31,38787","31,02436056","0,85908964","18,85061073","0,61921672"
02/05/2011 1.00,"5,19279285","29,37048056","29,67752864","0,88085301","18,85466957","0,65400931"
02/05/2011 2.00,"5,00514516","22,84732928","23,99508376","0,83989394","18,82752991","0,61503278"
02/05/2011 3.00,,"15,89843487","15,63963802","0,81098213","18,83093071","0,57902895"
02/05/2011 4.00,"5,29202967","5,24346115","4,67843456",,"18,79224014","0,53829098"
02/05/2011 5.00,"4,82471411",,,"0,74684073","18,78545952","0,50438013"
02/05/2011 6.00,"4,33213829","64,94574528","64,93140528","0,76544345","10,93533039","0,45835682"
02/05/2011 7.00,"4,37905047","48,59059288","50,57522976","0,871886","10,76294994","0,42466564"
02/05/2011 8.00,"6,45761134","84,58512096","126,43031168","1,1947308","10,78466988","0,71038162"
02/05/2011 9.00,"6,46302381","92,10727312","137,373376","1,37368995","10,78398991","1,14418602"
02/05/2011 10.00,"5,67273752","65,94732736","79,42599048","1,12952226","10,73579979","1,38244776"
02/05/2011 11.00,"4,86080032","50,8033696","59,20494616","0,99424712","10,85593033","1,25219651"
02/05/2011 12.00,"4,59917605","23,3817524","25,33547224","0,80778421","10,83557034","1,00897994"
02/05/2011 13.00,"4,05427559","19,17101216","20,76571576","0,81110213","10,80366993","0,71941055"
02/05/2011 14.00,"4,73991156","20,81311424","23,31842696","0,85604899","10,76906013","0,59884825"
02/05/2011 15.00,"4,7290856","8,42675569","9,69714394","0,77377669","10,84438992","0,57935948"
02/05/2011 16.00,"4,6695433","11,01091546","11,96908367","0,76556228","10,79687977","0,43765781"
02/05/2011 17.00,"5,48869917","13,12923174","13,66010045","0,7915511","10,78466988","0,44481444"
02/05/2011 18.00,"5,11701109","16,95176906","17,51825833","0,804782","10,78874016","0,47564276"
02/05/2011 19.00,"4,99792751","23,89936904","24,13093136","0,867226","10,76702023","0,47905582"
02/05/2011 20.00,"5,31909408","32,28461712","33,72326328","0,90921027","10,77313042","0,5502926"
02/05/2011 21.00,"5,96323137","30,83273992","32,2276204","0,89665157","10,76226997","0,77963627"
02/05/2011 22.00,"6,10757621","17,45902648","17,3953435","0,79399876","10,81182003","0,69805049"
02/05/2011 23.00,"6,15087905","15,14272834","14,22032218","0,79281396","10,6950798","0,5358695"
03/05/2011 0.00,"6,22305148","5,54755519","4,64738368","0,76271735","10,74666023","0,41651845"
03/05/2011 1.00,"6,54421804","5,93964521","5,58410498","0,74842047","10,75413036","0,32337142"
03/05/2011 2.00,"6,00292589",,,"0,72120723","10,83759975","0,26446678"
03/05/2011 3.00,"6,8744054",,,"0,72436671","10,72834015","0,24508785"
03/05/2011 4.00,"6,61097697",,,"0,73341177","10,77110004","0,23782138"
03/05/2011 5.00,"6,9339477",,,"0,72006204","10,78059959","0,23782138"
03/05/2011 6.00,"6,38002543",,,"0,73001463","20,86828041","0,21998524"
03/05/2011 7.00,"6,91049161","15,10260885","15,53483748","0,83187641","21,10037994","0,24398745"
03/05/2011 8.00,"6,08051079","27,29747104","32,1357488","0,88468353","21,05150986","0,38359715"
03/05/2011 9.00,"5,47967736","31,13942472","39,85852712","0,99353647","21,04541016","0,50933496"
03/05/2011 10.00,"6,98988168","10,40013662","12,73502131","0,864896","21,07459068","0,59598539"
03/05/2011 11.00,"5,27759438","5,06100282","6,03694115","0,79850265","21,01827049","0,51682109"
03/05/2011 12.00,"4,91312497","5,63166598","6,8416943","0,77113098","21,06781006","0,44393372"
03/05/2011 13.00,"5,60237027","1,7276029","2,02999526","0,75801774","20,96058083","0,3456122"
03/05/2011 14.00,"7,05122814","5,07653208","6,68384914","0,80229356","21,0752697","0,32557323"
03/05/2011 15.00,"5,90188491","1,98381854","2,28358382","0,74593203","21,0834198","0,30432301"
03/05/2011 16.00,"6,17253098","1,2462263","0,36097413","0,7390993","21,10445976","0,24585873"
03/05/2011 17.00,"6,64165071","5,23828346","5,2127812","0,75209371","21,01691055","0,24530854"
03/05/2011 18.00,"5,56087057","7,63998872","7,74348337","0,76935435","21,02098083","0,26853987"
03/05/2011 19.00,"6,1490749","11,68121869","12,61987302","0,82089628","21,06575966","0,32326159"
03/05/2011 20.00,"5,21805309","10,00158022","10,1046963","0,78961603","21,0705204","0,39647948"
03/05/2011 21.00,"5,71062789","16,02913154","16,52202029","0,82374005","21,13430977","0,38293711"
03/05/2011 22.00,"5,27579123","11,62945511","12,73890458","0,79502629","21,11124039","0,40429615"
03/05/2011 23.00,"5,26676841","2,86375345","1,88638302","0,74984177","21,07595062","0,39901181"
04/05/2011 0.00,"4,92936341",,,"0,74217956","21,02845001","0,33955596"
04/05/2011 1.00,"4,70743468",,,"0,71650762","21,11803055","0,29562563"
04/05/2011 2.00,"4,63526226",,,"0,69533724","21,04948044","0,24387762"
04/05/2011 3.00,,,,"0,70493451","21,08410072","0,22064527"
04/05/2011 4.00,"5,05927397",,,,"21,0705204","0,21844346"
04/05/2011 5.00,"5,08994669",,,"0,69513919","21,12549973","0,20346916"
04/05/2011 6.00,"4,59556773","61,14908688","60,70450864","0,69983997","18,17465973","0,18354104"
04/05/2011 7.00,"4,77960609","41,47736016","43,14097224","0,74111359","18,09864998","0,20368985"
04/05/2011 8.00,"4,76517181","38,41959416","39,97110568","0,80655979","18,10066986","0,25973163"
04/05/2011 9.00,"4,45663536","42,43882848","48,31105848","0,94854883","18,19771957","0,37346783"
04/05/2011 10.00,"4,70923884","24,07923088","27,09376656","0,82038368","18,08847046","0,54368617"
04/05/2011 11.00,"5,00694932","15,80527076","17,80548279","0,80900862","18,12647057","0,4868735"
04/05/2011 12.00,"4,23831496","12,95194727","15,44168293","0,80071382","18,12985992","0,46232108"
04/05/2011 13.00,"4,61180617","12,25576513","13,88522315","0,78617928","18,11901093","0,47817509"
04/05/2011 14.00,"4,33394245","8,75026035","10,20561357","0,78862811","18,10272026","0,40980218"
04/05/2011 15.00,"3,57974339","4,45928303","5,28652895","0,73297723","18,08711052","0,38304695"
04/05/2011 16.00,"4,44400524","4,63397674","5,3343997","0,72863294","18,12104034","0,32491218"
04/05/2011 17.00,"4,24011911","6,32396868","7,17549891","0,73036996","18,13529968","0,32370195"
04/05/2011 18.00,"4,29966141","9,67678114","10,55753055","0,74909151","18,18552017","0,32799572"
04/05/2011 19.00,"3,77280355","14,5526469","15,29677627","0,7964872","18,12578964","0,38139534"
04/05/2011 20.00,"3,79084716","19,14124232","20,40216808","0,80016161","18,08711052","0,48081828"
04/05/2011 21.00,"4,07953583","22,65450408","23,28607592","0,83029667","18,05994987","0,5388422"
04/05/2011 22.00,"3,93880032","20,26186552","19,70868568","0,78803513","18,1020298","0,51792251"
04/05/2011 23.00,"4,25996587","8,78519833","8,16397423","0,73400476","18,17329979","0,43600621"
05/05/2011 0.00,"3,71687058","3,66087007","3,10515683","0,71753399","18,08711052","0,37875317"
05/05/2011 1.00,"3,57072158",,,"0,69462659","18,17057991","0,32237985"
05/05/2011 2.00,"3,87745386","1,11811848","0,1474955","0,69968153","18,08778954","0,30388265"
05/05/2011 3.00,"3,91354007","1,24752073","0,3014593","0,70122166","18,05385971","0,31731519"
05/05/2011 4.00,"3,77641288","1,30833954","0,37261821","0,68613374","18,10000038","0,31852643"
05/05/2011 5.00,"3,89910478","1,03012442","0,02328816","0,66950686","18,09729004","0,30190154"
05/05/2011 6.00,"3,94782111","1,28763449","0,40884487","0,67203375","14,33952045","0,31610496"
05/05/2011 7.00,"3,98210316","10,20862114","12,11399033","0,71101698","14,21872044","0,26303485"
05/05/2011 8.00,"3,6013943","13,10334326","15,24631668","0,77330254","14,20446014","0,30652583"
05/05/2011 9.00,"3,89910478","14,7092225","17,9788553","0,78874578","14,19631958","0,38756141"
05/05/2011 10.00,"5,44539531","9,45679598","11,06470767","0,73799372","14,24925995","0,50415944"
05/05/2011 11.00,"5,31368059","6,98133149","8,17949967","0,7090423","14,31305027","0,45318232"
05/05/2011 12.00,"4,89508237","6,1324532","7,12503932","0,68111842","14,26893997","0,40044273"
05/05/2011 13.00,"4,70382535","4,29882417","5,10151236","0,66685998","14,2601099","0,35508047"
05/05/2011 14.00,"4,94560286","6,21785842","6,95943144","0,68328998","14,18817997","0,35089653"
05/05/2011 15.00,"5,58613082","1,82724104","1,56292807","0,63151039","14,15423965","0,30024993"
05/05/2011 16.00,"5,83151665","2,0782809","1,9174339","0,6356974","14,10402012","0,23639046"
05/05/2011 17.00,"6,87079708","1,48562018","0,81251587","0,64766428","14,15221024","0,20567198"
05/05/2011 18.00,"7,98946657","4,88889796","5,57116839","0,66196232","14,21193027","0,22438885"
05/05/2011 19.00,"8,62999555","8,15759771","8,56635081","0,68953088","14,20038986","0,28604651"
05/05/2011 20.00,"9,7324266","16,32934231","16,86876149","0,71911373","14,21938992","0,40000237"
05/05/2011 21.00,"9,62597212","36,64678776","38,49096912","0,84103913","14,17866993","0,42598672"
05/05/2011 22.00,"10,27551375","24,04169832","24,20727752","0,76623332","14,2092104","0,58112092"
05/05/2011 23.00,"9,41667251","11,76533139","11,45543826","0,69047919","14,20718002","0,45978875"
06/05/2011 0.00,"9,68010195",,,"0,6477435","14,2241497","0,39647948"
06/05/2011 1.00,"8,94214031",,,"0,63309013","14,16714001","0,29826779"
06/05/2011 2.00,"9,69814454",,,"0,61875247","14,16714001","0,24123443"
06/05/2011 3.00,,,,"0,62479649","14,18410015","0,22075612"
06/05/2011 4.00,"9,20556873",,,,"14,18138981","0,21778241"
06/05/2011 5.00,"9,1839168",,,"0,6153565","14,22142982","0,18343121"
06/05/2011 6.00,"9,11715787",,,"0,62969299","23,72071075","0,18376071"
06/05/2011 7.00,"9,03776882",,,"0,7025649","23,97723961","0,22284809"
06/05/2011 8.00,"9,39682575",,,"0,84044731","24,10144043","0,36058549"
06/05/2011 9.00,"8,8555336",,,"0,78278214","23,97182083","0,54170505"
06/05/2011 10.00,"9,10994124",,,"0,75351501","23,95553017","0,55910084"
06/05/2011 11.00,"9,00709508",,,"0,72132606","24,04783058","0,56889963"
06/05/2011 12.00,"8,65886411",,,"0,7874037","24,03222084","0,47465221"
06/05/2011 13.00,"8,40265333",,,"0,75707059","24,03627968","0,41167346"
06/05/2011 14.00,"7,63943144",,,"0,75142267","23,97315979","0,36598067"
06/05/2011 15.00,"6,05885988",,,"0,70852854","23,98336029","0,36730175"
06/05/2011 16.00,"6,33131011",,,"0,7131897","23,95824051","0,26743947"
06/05/2011 17.00,"6,22124732",,,"0,71828425","23,97723961","0,24453765"
06/05/2011 18.00,"8,61916958",,,"0,7531993","24,00370979","0,28714792"
06/05/2011 19.00,"8,69675448",,,"0,79443447","23,98945999","0,34660275"
06/05/2011 20.00,"8,06163899",,,"0,83385225","23,96706963","0,42818853"
06/05/2011 21.00,"9,02694285",,,"0,88642054","24,00575066","0,52298717"
06/05/2011 22.00,"8,79418715",,,"0,84806991","23,95281982","0,54390686"
06/05/2011 23.00,"8,21500463",,,"0,85312601","23,97385025","0,58277253"
07/05/2011 0.00,"8,09050756",,,"0,76635098","24,00032043","0,54181489"
07/05/2011 1.00,"7,48245648",,,"0,74387813","24,07294083","0,42697728"
07/05/2011 2.00,"7,56545486",,,"0,72965931",,"0,34440095"
07/05/2011 3.00,"8,05622652",,,"0,71421607",,"0,30069029"
07/05/2011 4.00,"8,04540056",,,"0,69592906",,"0,26479629"
07/05/2011 5.00,"8,03457459",,,"0,69656049",,"0,24002319"
07/05/2011 6.00,"8,17350696",,,"0,73254268",,"0,24960231"
07/05/2011 7.00,"8,24207005",,,"0,84913705",,"0,30531459"
07/05/2011 8.00,"8,35934947",,,"0,92070416",,"0,52618055"
07/05/2011 9.00,"9,37336966",,,"0,89724339",,"0,62483158"
07/05/2011 10.00,"9,38780394",,,"0,80051577",,"0,58299322"
07/05/2011 11.00,"7,94075024",,,"0,74830164",,"0,46936686"
07/05/2011 12.00,"8,88981566",,,"0,7175736",,"0,37181622"
07/05/2011 13.00,"9,63679809",,,"0,72464398",,"0,29166136"
07/05/2011 14.00,"8,13381142",,,"0,70205114",,"0,32359109"
07/05/2011 15.00,"8,82125257",,,"0,65931544",,"0,28681739"
07/05/2011 16.00,"9,41486835",,,"0,6754705",,"0,24883142"
07/05/2011 17.00,"9,05220208",,,"0,69818101",,"0,24321657"
07/05/2011 18.00,"10,80598095",,,"0,72527541",,"0,25125392"
07/05/2011 19.00,"11,72076228",,,"0,80971927",,"0,26688826"
07/05/2011 20.00,"10,61653419",,,"0,83993355",,"0,38161501"
07/05/2011 21.00,"10,58225112",,,"0,86663302",,"0,43369355"
07/05/2011 22.00,"10,66524849",,,"1,00238348",,"0,4822492"
07/05/2011 23.00,"10,1816955",,,"0,87307081",,"0,71830913"
08/05/2011 0.00,"10,36934217",,,"0,92275806",,"0,76521317"
08/05/2011 1.00,"9,66025418",,,"0,77555448",,"0,75849691"
08/05/2011 2.00,"8,91868422",,,"0,78215071",,"0,60171008"
08/05/2011 3.00,,,,"0,7650089",,"0,5636153"
08/05/2011 4.00,"9,12257034",,,,,"0,5075725"
08/05/2011 5.00,"9,41667251",,,"0,71686178",,"0,51957411"
08/05/2011 6.00,"9,77031595",,,"0,69798296",,"0,35948509"
08/05/2011 7.00,"9,3030014",,,"0,71871879",,"0,28230293"
08/05/2011 8.00,"9,71257883",,,"0,94009792",,"0,36190759"
08/05/2011 9.00,"10,48301226",,,"0,7964872",,"0,60215045"
08/05/2011 10.00,"9,47982414",,,"0,71840308",,"0,55546709"
08/05/2011 11.00,"10,18530585",,,"0,714611",,"0,38018409"
08/05/2011 12.00,"10,0012675",,,"0,71978477",,"0,34407042"
08/05/2011 13.00,"8,91868422",,,"0,73763723",,"0,30718587"
08/05/2011 14.00,"9,46899817",,,"0,6942701",,"0,30718587"
08/05/2011 15.00,"9,17670017",,,"0,67266518",,"0,27767863"
08/05/2011 16.00,"8,67510255",,,"0,66950686",,"0,20060732"
08/05/2011 17.00,"9,03415948",,,"0,66263336",,"0,16119043"
08/05/2011 18.00,"9,97059478",,,"0,69588945",,"0,16581473"
08/05/2011 19.00,"10,32242796",,,"0,73878359",,"0,18255048"
08/05/2011 20.00,"10,84748472",,,"0,82291057",,"0,28208326"
08/05/2011 21.00,"9,78475125",,,"0,88649976",,"0,38260659"
08/05/2011 22.00,"8,97642236",,,"0,81939576",,"0,4776249"
08/05/2011 23.00,"8,09231273",,,"0,78898344",,"0,37974373"
09/05/2011 0.00,"8,02014031",,,"0,7571102",,"0,61811531"
09/05/2011 1.00,"6,80764647",,,"0,75197488",,"0,41883009"
09/05/2011 2.00,"7,04220633",,,"0,73518956",,"0,32546339"
09/05/2011 3.00,"7,27676619",,,"0,72752736",,"0,32237985"
09/05/2011 4.00,"7,53117281",,,"0,73905969",,"0,30090996"
09/05/2011 5.00,"5,85316858",,,"0,73349099",,"0,29881799"
09/05/2011 6.00,"6,40889501",,,"0,72191788",,"0,30421318"
09/05/2011 7.00,"5,68717282",,,"0,75892644",,"0,34252865"
09/05/2011 8.00,"6,36559115",,,"0,79502629",,"0,38139534"
09/05/2011 9.00,"7,74227659",,,"0,7791089",,"0,45835682"
09/05/2011 10.00,"7,66830001",,,"0,80667746",,"0,50360925"
09/05/2011 11.00,"10,22860971",,,"0,78898344",,"0,49634278"
09/05/2011 12.00,"10,4324877",,,"0,71678373",,"0,47652349"
09/05/2011 13.00,"9,52493114",,,"0,74956566",,"0,40771022"
09/05/2011 14.00,"9,29578477",,,"0,7455767",,"0,43677709"
09/05/2011 15.00,"10,14200402",,,"0,6989301",,"0,51836287"
09/05/2011 16.00,"9,18211264",,,"0,69107101",,"0,40605861"
09/05/2011 17.00,"10,67426928",,,"0,71062204",,"0,34682344"
09/05/2011 18.00,"10,18349559",,,"0,71141191",,"0,36190759"
09/05/2011 19.00,"10,37836296",,,"0,76236319",,"0,37401802"
09/05/2011 20.00,"10,32062787",,,"0,75991319",,"0,47344096"
09/05/2011 21.00,"10,41805647",,,"0,78898344",,"0,51296768"
09/05/2011 22.00,"10,32603831",,,"0,79565772",,"0,55238457"
09/05/2011 23.00,"10,33144875",,,"0,73123905",,"0,50426928"
10/05/2011 0.00,"10,16546011",,,"0,6817114",,"0,44459375"
10/05/2011 1.00,"10,00848515",,,"0,68589725",,"0,35640155"
10/05/2011 2.00,"9,67468846",,,"0,66903271",,"0,29705655"
10/05/2011 3.00,,,,"0,6704144",,"0,24596959"
10/05/2011 4.00,"10,32603831",,,,,"0,25510733"
10/05/2011 5.00,"10,36212147",,,"0,69130751",,"0,26699911"
10/05/2011 6.00,"9,69453623",,,"0,69889166","15,23536015","0,26787983"
10/05/2011 7.00,"9,60612537",,,"0,76702319","15,49664021","0,2890192"
10/05/2011 8.00,"9,71979647",,,"0,9287613","15,53328991","0,40671864"
10/05/2011 9.00,"8,72201574",,,"0,89700573","15,46677971","0,58299322"
10/05/2011 10.00,"7,7458849",,,"0,76804955","15,49596024","0,62571332"
