"NetC","Provincia di Lecce","","","","","","","","","",""
"Stat","Galatina","","","","","","","","","",""
,SO2,NO2,NOX,CO,O3,PM2.5
16/04/2011 19.00,"0,7","47,6","52,9","0,3","42,4","6,7"
16/04/2011 20.00,1,"47,8","54,9","0,3","35,9","6,7"
16/04/2011 21.00,"1,4","45,1","52,3","0,3","37,3","6,7"
16/04/2011 22.00,"1,7","42,2",50,"0,3","35,4","6,7"
16/04/2011 23.00,"1,5","40,6",48,"0,3","43,9","6,7"
17/04/2011 0.00,"0,9",36,"41,5","0,2","61,4","6,7"
17/04/2011 1.00,1,"34,1","38,5","0,2",60,"12,6"
17/04/2011 2.00,"1,3","34,7","39,2","0,3","53,1","12,6"
17/04/2011 3.00,"1,8","36,6","42,1","0,3",44,"12,6"
17/04/2011 4.00,"1,3","35,2","41,3","0,3","40,2","12,6"
17/04/2011 5.00,"0,8","36,5","44,3","0,3","26,9","12,6"
17/04/2011 6.00,"0,9","38,2","48,4","0,3","16,4","12,6"
17/04/2011 7.00,"1,4",41,"52,1","0,3","48,9","12,6"
17/04/2011 8.00,"1,7","40,5","49,1","0,2",57,"12,6"
17/04/2011 9.00,"1,2","41,4","48,3","0,2","62,7","12,6"
17/04/2011 10.00,"0,8","43,6",49,"0,2","72,3","12,6"
17/04/2011 11.00,"1,1","41,4","47,4","0,2","72,6","12,6"
17/04/2011 12.00,"1,5",36,"42,2","0,2","75,7","12,6"
17/04/2011 13.00,"1,3","34,6","39,6","0,2","78,1","12,6"
17/04/2011 14.00,1,"32,9","37,1","0,2","82,7","12,6"
17/04/2011 15.00,"0,8","35,9","40,3","0,2","78,9","12,6"
17/04/2011 16.00,"1,2","31,5","35,5","0,2","80,6","12,6"
17/04/2011 17.00,"1,8","28,8","32,7","0,2",82,"12,6"
17/04/2011 18.00,"2,4","25,8","29,1","0,3","79,3","12,6"
17/04/2011 19.00,"2,6","29,7",33,"0,3","76,5","12,6"
17/04/2011 20.00,"2,1","29,4","32,7","0,3","81,4","12,6"
17/04/2011 21.00,"2,3","28,7","32,2","0,3","80,8","12,6"
17/04/2011 22.00,1,"24,9","28,2","0,3","82,3","12,6"
17/04/2011 23.00,"1,3","23,1","26,4","0,3",82,"12,6"
18/04/2011 0.00,"1,4","21,4","24,6","0,2",81,"12,6"
18/04/2011 1.00,"2,4","22,1","25,4","0,2","78,8","14,4"
18/04/2011 2.00,"1,4",,,"0,2",79,"14,4"
18/04/2011 3.00,"1,3","22,3","25,6",,"76,3","14,4"
18/04/2011 4.00,,"22,9","26,3","0,2","72,8","14,4"
18/04/2011 5.00,"1,9","26,5",30,"0,2",,"14,4"
18/04/2011 6.00,"1,4","33,2","37,7","0,3","54,2","14,4"
18/04/2011 7.00,"1,3","37,4",44,"0,3","51,3","14,4"
18/04/2011 8.00,2,"38,8","49,1","0,3",61,"14,4"
18/04/2011 9.00,"1,9","26,6","32,5","0,2","78,1","14,4"
18/04/2011 10.00,"2,6","23,1","28,5","0,2","85,8","14,4"
18/04/2011 11.00,"2,5","22,4","27,2","0,2","93,8","14,4"
18/04/2011 12.00,"0,7",22,"26,9","0,2","95,3","14,4"
18/04/2011 13.00,"1,1","24,7","30,6","0,2","92,8","14,4"
18/04/2011 14.00,"1,7","19,6",24,"0,2","96,5","14,4"
18/04/2011 15.00,"1,8","18,7","23,1","0,2","97,7","14,4"
18/04/2011 16.00,"1,7","18,9","23,3","0,2","95,9","14,4"
18/04/2011 17.00,2,"19,2","23,8","0,2","98,6","14,4"
18/04/2011 18.00,"2,3","22,8","26,5","0,2","93,3","14,4"
18/04/2011 19.00,"2,7","28,1","31,4","0,3",83,"14,4"
18/04/2011 20.00,"2,3","31,5","35,7","0,3","77,3","14,4"
18/04/2011 21.00,"2,1","29,8",33,"0,2","79,5","14,4"
18/04/2011 22.00,"1,7","27,6","30,7","0,2","81,5","14,4"
18/04/2011 23.00,2,"26,4","29,8","0,2","84,2","14,4"
19/04/2011 0.00,"1,3","24,3","27,5","0,2","83,6","14,4"
19/04/2011 1.00,"1,2","25,1","28,2","0,2","81,4","20,5"
19/04/2011 2.00,"1,2","26,5","29,8","0,2","77,3","20,5"
19/04/2011 3.00,2,"29,1","32,6","0,2","74,5","20,5"
19/04/2011 4.00,"1,7","30,7","34,1","0,2","72,3","20,5"
19/04/2011 5.00,1,"33,9","37,4","0,2","65,7","20,5"
19/04/2011 6.00,"1,1","42,9","47,8","0,3","55,5","20,5"
19/04/2011 7.00,"2,2","51,2",60,"0,4","50,1","20,5"
19/04/2011 8.00,"3,6","48,3","60,5","0,4","58,6","20,5"
19/04/2011 9.00,"3,9","31,3","37,5","0,3",84,"20,5"
19/04/2011 10.00,"6,4","32,7","37,1","0,2","95,8","20,5"
19/04/2011 11.00,"6,4","31,5","36,9","0,3","99,2","20,5"
19/04/2011 12.00,"3,4","31,8","36,7","0,2","101,3","20,5"
19/04/2011 13.00,"3,8","33,3","39,6","0,3","103,1","20,5"
19/04/2011 14.00,"4,4","31,1","35,5","0,2",109,"20,5"
19/04/2011 15.00,"4,4","23,4","26,9","0,2","109,3","20,5"
19/04/2011 16.00,"5,2","15,2","19,5","0,2","113,1","20,5"
19/04/2011 17.00,"5,4","28,4",33,"0,3","102,3","20,5"
19/04/2011 18.00,"3,7","26,8","30,8","0,3","95,1","20,5"
19/04/2011 19.00,"6,6","42,1","46,1","0,3","75,1","20,5"
19/04/2011 20.00,"6,2","51,1","59,2","0,4","62,9","20,5"
19/04/2011 21.00,"2,6","31,4","34,7","0,3","86,2","20,5"
19/04/2011 22.00,"2,7",30,"33,4","0,3",84,"20,5"
19/04/2011 23.00,"1,4","29,6",33,"0,3","83,6","20,5"
20/04/2011 0.00,"1,6",32,"35,4","0,3",78,"20,5"
20/04/2011 1.00,2,"30,5","33,9","0,2","78,9","23,9"
20/04/2011 2.00,"2,6",,,"0,2","80,7","23,9"
20/04/2011 3.00,"3,1","33,9","37,3",,"72,8","23,9"
20/04/2011 4.00,,"32,6",36,"0,2","79,4","23,9"
20/04/2011 5.00,"2,5","34,2","37,5","0,3",,"23,9"
20/04/2011 6.00,"2,7","40,8","45,1","0,3","67,8","23,9"
20/04/2011 7.00,"2,3","46,6","53,8","0,3","58,2","23,9"
20/04/2011 8.00,"2,6","44,3","55,1","0,5",63,"23,9"
20/04/2011 9.00,"4,8","35,5","41,6","0,3",83,"23,9"
20/04/2011 10.00,3,"34,1","38,9","0,3","93,8","23,9"
20/04/2011 11.00,"4,5","37,2","41,6","0,2","99,5","23,9"
20/04/2011 12.00,"3,9","36,3","41,6","0,3","104,7","23,9"
20/04/2011 13.00,"4,4","39,8",47,"0,3","103,2","23,9"
20/04/2011 14.00,"5,6","34,7","38,7","0,2","110,3","23,9"
20/04/2011 15.00,"6,1","32,4","36,2","0,2","111,9","23,9"
20/04/2011 16.00,"5,8","32,4","36,7","0,2","112,5","23,9"
20/04/2011 17.00,"4,3","26,7","30,5","0,2","112,7","23,9"
20/04/2011 18.00,"4,5","28,5","32,3","0,2","106,4","23,9"
20/04/2011 19.00,"3,9","37,2","41,7","0,3","85,5","23,9"
20/04/2011 20.00,"3,6","55,9",60,"0,4",59,"23,9"
20/04/2011 21.00,"3,8","43,7","47,2","0,3",75,"23,9"
20/04/2011 22.00,"2,8","40,3","43,7","0,3","76,9","23,9"
20/04/2011 23.00,"2,5",43,"46,7","0,3","67,1","23,9"
21/04/2011 0.00,"1,6","43,5","47,6","0,3","55,1","23,9"
21/04/2011 1.00,"1,2","41,8","45,9","0,2","66,5","29,5"
21/04/2011 2.00,"1,1","42,9","47,5","0,2","54,6","29,5"
21/04/2011 3.00,"0,9","43,7","48,6","0,2","54,7","29,5"
21/04/2011 4.00,"1,5","49,3","54,6","0,2","45,3","29,5"
21/04/2011 5.00,"1,2","51,5","57,9","0,2","26,9","29,5"
21/04/2011 6.00,"2,6","60,2","85,5","0,2","22,3","29,5"
21/04/2011 7.00,"1,2","59,4","77,1","0,4",48,"29,5"
21/04/2011 8.00,"2,3","41,6","49,3","0,4","83,7","29,5"
21/04/2011 9.00,3,"30,5","36,5","0,3","101,6","29,5"
21/04/2011 10.00,"2,4","32,8","37,8","0,3","110,1","29,5"
21/04/2011 11.00,"1,7","35,8","40,2","0,2","115,1","29,5"
21/04/2011 12.00,2,"29,8",34,"0,2","119,6","29,5"
21/04/2011 13.00,"2,2","23,1","26,7","0,2","123,1","29,5"
21/04/2011 14.00,"2,4","25,6",29,"0,2","126,8","29,5"
21/04/2011 15.00,"2,9","23,7","27,1","0,2","129,5","29,5"
21/04/2011 16.00,"3,3","22,8","25,9","0,2","136,6","29,5"
21/04/2011 17.00,"3,7","18,7","21,6","0,2",139,"29,5"
21/04/2011 18.00,"4,2","17,8","20,8","0,2","136,1","29,5"
21/04/2011 19.00,"4,4","16,8","19,7","0,3","123,5","29,5"
21/04/2011 20.00,"3,8","22,4","25,3","0,3","106,4","29,5"
21/04/2011 21.00,"1,4","45,7","48,9","0,3","65,1","29,5"
21/04/2011 22.00,"1,4","43,4","46,9","0,4","61,8","29,5"
21/04/2011 23.00,"1,4","64,2","69,4","0,5","28,8","29,5"
22/04/2011 0.00,"1,6","58,8","65,3","0,4","33,7","29,5"
22/04/2011 1.00,"2,2","55,1",62,"0,4","23,9",25
22/04/2011 2.00,"2,2",,,"0,4","17,7",25
22/04/2011 3.00,"1,1","56,1",66,,"16,5",25
22/04/2011 4.00,,"55,2","65,1","0,3","21,3",25
22/04/2011 5.00,"1,2","54,3","63,5","0,3",,25
22/04/2011 6.00,"1,9","69,6","88,3","0,3","12,3",25
22/04/2011 7.00,"2,9","61,2",79,"0,4","27,7",25
22/04/2011 8.00,3,"42,7","52,4","0,3","67,4",25
22/04/2011 9.00,"1,8","35,9","41,3","0,2","97,6",25
22/04/2011 10.00,"1,8","34,7","38,5","0,2","113,1",25
22/04/2011 11.00,"1,9","31,4","34,8","0,2","123,1",25
22/04/2011 12.00,"2,7","29,1","32,5","0,2","123,2",25
22/04/2011 13.00,"2,4","22,6","25,5","0,2","121,8",25
22/04/2011 14.00,"2,4","21,6","24,5","0,2","118,6",25
22/04/2011 15.00,"2,2","22,1","25,1","0,2","116,4",25
22/04/2011 16.00,"2,6","22,5","25,4","0,2","115,9",25
22/04/2011 17.00,2,"23,3","26,5","0,2","113,6",25
22/04/2011 18.00,"1,8","21,4","24,6","0,2","107,9",25
22/04/2011 19.00,3,"18,6","21,3","0,2","95,3",25
22/04/2011 20.00,"1,9","32,9","35,8","0,3",73,25
22/04/2011 21.00,"1,6","41,5","44,7","0,3","59,2",25
22/04/2011 22.00,"1,6","50,2","54,3","0,3","45,6",25
22/04/2011 23.00,"1,2","42,7",47,"0,3","54,2",25
23/04/2011 0.00,"1,6","46,8","51,8","0,3","47,2",25
23/04/2011 1.00,"1,6","48,8","53,8","0,3","48,3","18,3"
23/04/2011 2.00,"2,2","49,5","54,6","0,3","41,2","18,3"
23/04/2011 3.00,"2,2",46,"51,4","0,2",48,"18,3"
23/04/2011 4.00,"1,5","46,4","51,9","0,2","48,8","18,3"
23/04/2011 5.00,"1,1","44,4","49,6","0,2","51,7","18,3"
23/04/2011 6.00,"1,4","49,2","54,9","0,2","47,2","18,3"
23/04/2011 7.00,"2,6","51,1","60,7","0,3","39,2","18,3"
23/04/2011 8.00,"2,4","28,4","33,2","0,2","90,4","18,3"
23/04/2011 9.00,"3,1","26,2",30,"0,2","103,8","18,3"
23/04/2011 10.00,"2,2","27,5",31,"0,2","107,7","18,3"
23/04/2011 11.00,"2,4","26,1","29,5","0,2","113,3","18,3"
23/04/2011 12.00,"2,3","23,8","27,1","0,2","116,3","18,3"
23/04/2011 13.00,"2,7","21,2","24,5","0,2","114,5","18,3"
23/04/2011 14.00,"3,2","15,9","18,7","0,2","115,3","18,3"
23/04/2011 15.00,3,"17,4","20,3","0,2","114,2","18,3"
23/04/2011 16.00,"3,3",17,"19,9","0,2","116,1","18,3"
23/04/2011 17.00,3,"21,1",24,"0,2","111,5","18,3"
23/04/2011 18.00,"2,5","21,8","24,9","0,2","106,6","18,3"
23/04/2011 19.00,"2,8","19,8","22,5","0,2","94,8","18,3"
23/04/2011 20.00,"2,3",25,"27,8","0,3","84,2","18,3"
23/04/2011 21.00,"1,9","28,9","31,9","0,2","80,1","18,3"
23/04/2011 22.00,"1,9","32,3","35,3","0,2","76,2","18,3"
23/04/2011 23.00,"1,5","29,5","32,8","0,2","81,9","18,3"
24/04/2011 0.00,"1,3","33,7",37,"0,2","76,6","18,3"
24/04/2011 1.00,"1,1","34,5","37,9","0,2","74,1","15,8"
24/04/2011 2.00,"1,1",,,"0,2","52,8","15,8"
24/04/2011 3.00,"1,7","41,4","46,1",,"51,8","15,8"
24/04/2011 4.00,,"34,8",39,"0,2","66,9","15,8"
24/04/2011 5.00,"0,8","41,4",46,"0,2",,"15,8"
24/04/2011 6.00,1,"42,7","48,5","0,2","39,1","15,8"
24/04/2011 7.00,"1,6","36,4","42,1","0,2","58,5","15,8"
24/04/2011 8.00,"2,5","26,3","29,7","0,2","97,9","15,8"
24/04/2011 9.00,"1,4","23,2","26,2","0,1","101,4","15,8"
24/04/2011 10.00,"2,1",23,"26,1","0,2","102,6","15,8"
24/04/2011 11.00,"1,9","23,2","26,4","0,1",102,"15,8"
24/04/2011 12.00,"2,1","19,2","22,4","0,1","103,6","15,8"
24/04/2011 13.00,"1,8","21,4","24,4","0,1",106,"15,8"
24/04/2011 14.00,"1,5","19,4","22,6","0,1","106,4","15,8"
24/04/2011 15.00,"1,7","19,7","22,9","0,1","104,2","15,8"
24/04/2011 16.00,"2,1","17,7","20,9","0,1","106,1","15,8"
24/04/2011 17.00,"2,2","19,8","22,9","0,1","103,3","15,8"
24/04/2011 18.00,"1,7","18,1","21,3","0,1","99,3","15,8"
24/04/2011 19.00,"2,2","15,8","19,1","0,1",85,"15,8"
24/04/2011 20.00,"1,5","21,1","24,4","0,2","78,7","15,8"
24/04/2011 21.00,"1,5","24,7","28,1","0,2","73,5","15,8"
24/04/2011 22.00,"1,9","29,2","32,7","0,2","62,1","15,8"
24/04/2011 23.00,"1,8","36,9",41,"0,2","44,5","15,8"
25/04/2011 0.00,"1,3","34,1","38,7","0,2","45,6","15,8"
25/04/2011 1.00,"1,1","36,7","41,6","0,2","44,7","17,9"
25/04/2011 2.00,1,"37,9","43,2","0,2","40,7","17,9"
25/04/2011 3.00,"1,3","38,2","44,4","0,2","43,8","17,9"
25/04/2011 4.00,"0,9","38,4","45,4","0,2","48,9","17,9"
25/04/2011 5.00,"2,2","38,7","44,3","0,2","59,2","17,9"
25/04/2011 6.00,"1,1","36,5","41,8","0,2","64,9","17,9"
25/04/2011 7.00,"1,1","33,4","38,2","0,2","69,9","17,9"
25/04/2011 8.00,"1,9","40,1",45,"0,2","73,6","17,9"
25/04/2011 9.00,"1,8","34,9","39,1","0,2","91,2","17,9"
25/04/2011 10.00,"2,5","31,3","35,7","0,2","95,6","17,9"
25/04/2011 11.00,"2,6","34,8","39,3","0,2","96,7","17,9"
25/04/2011 12.00,"2,6","40,9","45,3","0,2","97,8","17,9"
25/04/2011 13.00,3,32,"36,2","0,2","99,9","17,9"
25/04/2011 14.00,"3,3","26,9","30,9","0,2","101,5","17,9"
25/04/2011 15.00,"2,9","14,8","18,1","0,1","101,2","17,9"
25/04/2011 16.00,"3,9","18,6","22,4","0,2","98,3","17,9"
25/04/2011 17.00,"3,7","16,9","20,3","0,2","96,3","17,9"
25/04/2011 18.00,3,"16,2","19,4","0,2","87,9","17,9"
25/04/2011 19.00,"2,7",16,19,"0,2","81,9","17,9"
25/04/2011 20.00,"1,6","20,7","23,7","0,2","75,3","17,9"
25/04/2011 21.00,"1,9","27,5","31,7","0,2","58,1","17,9"
25/04/2011 22.00,"2,6","30,7","36,4","0,3","45,7","17,9"
25/04/2011 23.00,"1,7","31,8","38,2","0,3","38,5","17,9"
26/04/2011 0.00,2,"26,9","33,4","0,2","49,5","17,9"
26/04/2011 1.00,3,"20,9","25,7","0,2","82,4","12,1"
26/04/2011 2.00,"2,6",,,"0,1","95,4","12,1"
26/04/2011 3.00,"2,5",28,"32,5",,"81,5","12,1"
26/04/2011 4.00,,"31,2","36,9","0,2",70,"12,1"
26/04/2011 5.00,"1,6","35,6","41,8","0,2",,"12,1"
26/04/2011 6.00,"1,8",41,"48,4","0,2","57,3","12,1"
26/04/2011 7.00,"1,3","40,2","48,3","0,2","54,3","12,1"
26/04/2011 8.00,"1,5","44,3",53,"0,2","64,2","12,1"
26/04/2011 9.00,"1,9",44,"51,7","0,2","71,4","12,1"
26/04/2011 10.00,"1,6","39,2","45,8","0,2",72,"12,1"
26/04/2011 11.00,"1,8","43,2","50,5","0,2","74,8","12,1"
26/04/2011 12.00,"2,6","40,6",46,"0,2","81,7","12,1"
26/04/2011 13.00,"2,7","41,1","46,4","0,2","80,4","12,1"
26/04/2011 14.00,"3,1","41,6",47,"0,2","78,2","12,1"
26/04/2011 15.00,"2,6","36,4","41,5","0,2","79,3","12,1"
26/04/2011 16.00,"3,8","33,1","38,1","0,2","76,6","12,1"
26/04/2011 17.00,"3,6","32,5","37,9","0,2","67,4","12,1"
26/04/2011 18.00,"2,7",32,38,"0,2","62,2","12,1"
26/04/2011 19.00,"2,3","34,2","40,6","0,2","50,1","12,1"
26/04/2011 20.00,"3,6","38,4","46,5","0,2","43,4","12,1"
26/04/2011 21.00,"2,4","29,4","36,4","0,2","50,6","12,1"
26/04/2011 22.00,"2,8","29,8","36,6","0,2","40,9","12,1"
26/04/2011 23.00,"2,6","29,4","36,5","0,2","38,5","12,1"
27/04/2011 0.00,"2,9","27,8","35,3","0,2","37,3","12,1"
27/04/2011 1.00,"2,7","25,2","32,6","0,2","35,1","11,6"
27/04/2011 2.00,"2,8","22,6","29,8","0,2","50,9","11,6"
27/04/2011 3.00,"2,7","23,3","30,3","0,2","46,6","11,6"
27/04/2011 4.00,"3,3","24,9","31,9","0,2","45,7","11,6"
27/04/2011 5.00,"2,3","25,6","32,9","0,2","44,6","11,6"
27/04/2011 6.00,"2,7","31,8","41,3","0,2","33,2","11,6"
27/04/2011 7.00,"3,1","42,1",58,"0,3","24,5","11,6"
27/04/2011 8.00,3,"37,8","55,4","0,3",40,"11,6"
27/04/2011 9.00,"2,5","31,5","42,1","0,2","52,3","11,6"
27/04/2011 10.00,"2,6","25,2","33,5","0,2","68,1","11,6"
27/04/2011 11.00,"2,9","20,3",27,"0,2","79,4","11,6"
27/04/2011 12.00,3,"18,9","25,4","0,2","73,5","11,6"
27/04/2011 13.00,"3,3","12,3","17,8","0,2","85,8","11,6"
27/04/2011 14.00,"2,1","24,1","30,8","0,2","84,4","11,6"
27/04/2011 15.00,"2,8","21,6","27,6","0,2",86,"11,6"
27/04/2011 16.00,"3,1","24,5","31,4","0,2","86,9","11,6"
27/04/2011 17.00,"3,8","27,4","34,6","0,2","87,1","11,6"
27/04/2011 18.00,3,"27,7","34,1","0,2","83,8","11,6"
27/04/2011 19.00,3,"31,7","39,3","0,3","76,2","11,6"
27/04/2011 20.00,"2,4","37,7","45,9","0,3","64,3","11,6"
27/04/2011 21.00,"1,7","38,9","45,5","0,3",54,"11,6"
27/04/2011 22.00,"1,6","35,3","42,1","0,3","54,5","11,6"
27/04/2011 23.00,"1,9","33,1","40,7","0,3","52,3","11,6"
28/04/2011 0.00,"1,8","26,1","32,7","0,2","60,7","11,6"
28/04/2011 1.00,"2,4","25,9","32,9","0,2",60,"13,6"
28/04/2011 2.00,"1,5",,,"0,2",54,"13,6"
28/04/2011 3.00,"1,5","26,7","34,5",,"53,9","13,6"
28/04/2011 4.00,,"27,9","36,2","0,2","52,4","13,6"
28/04/2011 5.00,"1,7","29,6","37,9","0,2",,"13,6"
28/04/2011 6.00,"1,5","36,6","46,9","0,3","44,4","13,6"
28/04/2011 7.00,"1,8","37,7","49,2","0,3","51,4","13,6"
28/04/2011 8.00,"1,8","35,8","46,4","0,3",70,"13,6"
28/04/2011 9.00,"2,7","25,2","31,5","0,2","88,2","13,6"
28/04/2011 10.00,"3,7","31,7","38,6","0,2","88,3","13,6"
28/04/2011 11.00,"2,5","28,2","34,9","0,2","92,6","13,6"
28/04/2011 12.00,3,"29,3",36,"0,2",96,"13,6"
28/04/2011 13.00,"2,9","35,4","43,7","0,2","92,3","13,6"
28/04/2011 14.00,"2,9","29,4","35,7","0,2","97,6","13,6"
28/04/2011 15.00,"2,9","28,7","34,4","0,2","96,8","13,6"
28/04/2011 16.00,"3,3","27,6","34,2","0,2","95,8","13,6"
28/04/2011 17.00,"2,7","23,3","29,3","0,2","92,2","13,6"
28/04/2011 18.00,"3,7","27,3","33,8","0,2","87,7","13,6"
28/04/2011 19.00,"2,8","41,7","49,4","0,3","70,8","13,6"
28/04/2011 20.00,"2,2","39,5","46,7","0,3","63,4","13,6"
28/04/2011 21.00,"2,5",37,"44,6","0,2","60,1","13,6"
28/04/2011 22.00,"2,3","31,1","38,4","0,2","54,3","13,6"
28/04/2011 23.00,"2,1","30,4","37,8","0,2","42,9","13,6"
29/04/2011 0.00,"2,9","33,8","43,1","0,3","35,5","13,6"
29/04/2011 1.00,"2,1","38,7","49,4","0,2","29,9","21,8"
29/04/2011 2.00,"1,9","35,7","46,7","0,2",29,"21,8"
29/04/2011 3.00,"1,6","44,2","58,6","0,2","10,5","21,8"
29/04/2011 4.00,"1,4","28,5","38,1","0,2","46,9","21,8"
29/04/2011 5.00,"1,8","34,2","44,9","0,3","30,3","21,8"
29/04/2011 6.00,2,"35,9","47,9","0,3",28,"21,8"
29/04/2011 7.00,"2,4","41,3","52,7","0,3","57,6","21,8"
29/04/2011 8.00,"3,2","47,1","59,4","0,3","71,8","21,8"
29/04/2011 9.00,"4,7","40,2","49,1","0,3",83,"21,8"
29/04/2011 10.00,"5,5","32,7","39,6","0,3","94,4","21,8"
29/04/2011 11.00,"5,5","30,6",37,"0,3","98,9","21,8"
29/04/2011 12.00,"4,3","25,6","31,2","0,2","106,2","21,8"
29/04/2011 13.00,"3,9","25,5","30,3","0,2","109,1","21,8"
29/04/2011 14.00,"3,6","28,7",34,"0,2","101,8","21,8"
29/04/2011 15.00,"3,8","40,7","47,3","0,2","92,3","21,8"
29/04/2011 16.00,"4,2","36,5","42,8","0,2",102,"21,8"
29/04/2011 17.00,"3,2","44,7","52,4","0,3","87,2","21,8"
29/04/2011 18.00,"3,3","38,6","44,8","0,2","91,5","21,8"
29/04/2011 19.00,"3,7",35,"40,7","0,3","85,5","21,8"
29/04/2011 20.00,"2,3","38,5","44,8","0,3","68,4","21,8"
29/04/2011 21.00,"2,9",34,"40,1","0,3","57,8","21,8"
29/04/2011 22.00,"2,9","37,6","45,4","0,3","48,7","21,8"
29/04/2011 23.00,"1,5",32,"40,2","0,2","56,5","21,8"
30/04/2011 0.00,"2,7","37,1","46,5","0,2","44,8","21,8"
30/04/2011 1.00,"2,6","39,6","51,5","0,2","24,2","19,3"
30/04/2011 2.00,"2,8",,,"0,2","23,1","19,3"
30/04/2011 3.00,"2,3","37,4","51,4",,"27,2","19,3"
30/04/2011 4.00,,"39,5","53,5","0,2","31,4","19,3"
30/04/2011 5.00,"2,4","42,4","55,9","0,2",,"19,3"
30/04/2011 6.00,"1,8","41,8","54,8","0,2",39,"19,3"
30/04/2011 7.00,"1,6","38,4","51,2","0,2","48,4","19,3"
30/04/2011 8.00,"1,6","30,8","40,1","0,2","68,5","19,3"
30/04/2011 9.00,"2,2","29,2","35,5","0,2","84,8","19,3"
30/04/2011 10.00,"2,6","38,4","44,7","0,2","84,3","19,3"
30/04/2011 11.00,"1,5","35,2","40,2","0,2","83,5","19,3"
30/04/2011 12.00,"1,5","34,4","39,4","0,2","82,2","19,3"
30/04/2011 13.00,"2,1","36,8","43,6","0,2","80,2","19,3"
30/04/2011 14.00,"2,7","36,4","41,5","0,2",84,"19,3"
30/04/2011 15.00,"2,2","36,5","41,5","0,2",83,"19,3"
30/04/2011 16.00,2,"34,4","39,1","0,2","84,2","19,3"
30/04/2011 17.00,"1,9","33,9","38,8","0,2","84,4","19,3"
30/04/2011 18.00,"2,4","38,3",43,"0,2","82,5","19,3"
30/04/2011 19.00,"2,1","34,1","38,1","0,2",88,"19,3"
30/04/2011 20.00,"2,4","28,7","32,4","0,2","91,7","19,3"
30/04/2011 21.00,"2,6","27,6","31,1","0,1","89,7","19,3"
30/04/2011 22.00,"2,6","27,5","31,1","0,1",94,"19,3"
30/04/2011 23.00,"2,5","26,1","29,7","0,1","97,1","19,3"
01/05/2011 0.00,"2,3","26,5","30,5","0,1","95,4","19,3"
01/05/2011 1.00,"2,8",28,32,"0,1","97,1","15,5"
01/05/2011 2.00,"1,9","32,3","36,7","0,1","88,1","15,5"
01/05/2011 3.00,2,"30,5","34,9","0,1","84,3","15,5"
01/05/2011 4.00,"2,1","29,5","34,2","0,1","83,6","15,5"
01/05/2011 5.00,"2,6","27,7","32,6","0,1","78,6","15,5"
01/05/2011 6.00,"2,7",25,"30,1","0,2","73,2","15,5"
01/05/2011 7.00,3,"30,9","36,6","0,2","77,8","15,5"
01/05/2011 8.00,"2,7","28,8","33,3","0,2","84,5","15,5"
01/05/2011 9.00,"2,5","25,4","29,4","0,2",86,"15,5"
01/05/2011 10.00,"2,1","25,2","29,1","0,2","86,5","15,5"
01/05/2011 11.00,"2,9","19,5","23,6","0,2",88,"15,5"
01/05/2011 12.00,"2,9","18,8","23,2","0,2","88,7","15,5"
01/05/2011 13.00,"2,6","16,9","21,7","0,2","90,7","15,5"
01/05/2011 14.00,"2,8","17,1","22,1","0,2","92,1","15,5"
01/05/2011 15.00,"2,5","10,7","14,3","0,2",94,"15,5"
01/05/2011 16.00,"2,3","9,3","12,6","0,2","91,1","15,5"
01/05/2011 17.00,"3,1","17,1","21,1","0,2","82,6","15,5"
01/05/2011 18.00,"2,7","26,6","31,4","0,2",76,"15,5"
01/05/2011 19.00,"2,7","29,9","35,1","0,2","76,2","15,5"
01/05/2011 20.00,"2,5","30,3","35,4","0,2","73,2","15,5"
01/05/2011 21.00,"2,6","27,4","33,5","0,2","72,5","15,5"
01/05/2011 22.00,"1,9","28,9","35,1","0,2","69,6","15,5"
01/05/2011 23.00,"2,2","26,8","33,1","0,2","64,8","15,5"
02/05/2011 0.00,"2,3","29,5","37,7","0,2",47,"15,5"
02/05/2011 1.00,"2,5","32,6","42,8","0,2","37,6","11,3"
02/05/2011 2.00,"1,9",,,"0,2","54,9","11,3"
02/05/2011 3.00,"2,1",32,"42,8",,38,"11,3"
02/05/2011 4.00,,"36,5","49,4","0,2","29,6","11,3"
02/05/2011 5.00,"2,8","39,2","54,5","0,2",,"11,3"
02/05/2011 6.00,"3,4","47,2","78,4","0,2",11,"11,3"
02/05/2011 7.00,"2,3","41,9","60,7","0,2","32,3","11,3"
02/05/2011 8.00,"2,9","36,6","48,6","0,3","68,8","11,3"
02/05/2011 9.00,"2,5","33,6",43,"0,2","80,4","11,3"
02/05/2011 10.00,"3,3","26,7","34,2","0,2","91,4","11,3"
02/05/2011 11.00,"2,7","21,4","27,2","0,2","94,2","11,3"
02/05/2011 12.00,2,"17,2","22,2","0,2","97,2","11,3"
02/05/2011 13.00,"1,7","22,4","28,4","0,2",86,"11,3"
02/05/2011 14.00,"2,7","22,7","27,7","0,2","91,2","11,3"
02/05/2011 15.00,"1,9","20,6","25,1","0,2",98,"11,3"
02/05/2011 16.00,"2,8","23,9","28,6","0,2","94,6","11,3"
02/05/2011 17.00,"1,9","25,3","30,2","0,2",93,"11,3"
02/05/2011 18.00,"3,1","25,7","30,1","0,2","91,3","11,3"
02/05/2011 19.00,"2,4","25,7","29,9","0,2","86,4","11,3"
02/05/2011 20.00,"2,7","25,3","30,1","0,2","84,8","11,3"
