STATTE,,,,
,,,,,,,,,
,SO2,NO2,PM10,O3
07/11/2011 17.00,"4,27","8,70","33,70","81,18"
07/11/2011 18.00,"4,27","16,65","33,70","68,85"
07/11/2011 19.00,"4,17","16,73","33,70","65,46"
07/11/2011 20.00,"3,81","12,53","33,70","70,10"
07/11/2011 21.00,"3,86","10,63","33,70","71,42"
07/11/2011 22.00,"3,95","6,68","33,70","74,55"
07/11/2011 23.00,"3,75","4,06","33,70","75,52"
08/11/2011 0.00,"3,82","3,28","33,70","75,56"
08/11/2011 1.00,,"2,95","40,40","70,92"
08/11/2011 2.00,"3,93",,"40,40","61,95"
08/11/2011 3.00,"3,92","3,82","40,40","56,16"
08/11/2011 4.00,"4,03","7,13","40,40","56,63"
08/11/2011 5.00,"3,82","3,32","40,40","59,84"
08/11/2011 6.00,"3,86","2,08","40,40","60,88"
08/11/2011 7.00,"3,71","4,86","40,40","60,74"
08/11/2011 8.00,"3,75","11,07","40,40","50,96"
08/11/2011 9.00,"3,69","17,02","40,40","50,55"
08/11/2011 10.00,"3,64","20,69","40,40","50,91"
08/11/2011 11.00,"3,69","15,09","40,40","70,96"
08/11/2011 12.00,"3,69","20,30","40,40","65,10"
08/11/2011 13.00,"3,70","16,63","40,40","68,85"
08/11/2011 14.00,"3,63","12,78","40,40","71,54"
08/11/2011 15.00,"3,53","12,38","40,40","69,11"
08/11/2011 16.00,"3,68","17,18","40,40","60,54"
08/11/2011 17.00,"3,54","17,86","40,40","59,38"
08/11/2011 18.00,"3,58","20,48","40,40","47,95"
08/11/2011 19.00,"3,73","21,92","40,40","54,64"
08/11/2011 20.00,"3,60","16,57","40,40","56,40"
08/11/2011 21.00,"3,54","10,53","40,40","60,30"
08/11/2011 22.00,"3,49","8,10","40,40","65,33"
08/11/2011 23.00,"3,67","2,79","40,40","70,03"
09/11/2011 0.00,"3,63","3,24","40,40","64,21"
09/11/2011 1.00,"3,54","4,83","19,70","60,41"
09/11/2011 2.00,"3,59","3,29","19,70","62,60"
09/11/2011 3.00,"3,47","1,89","19,70","68,27"
09/11/2011 4.00,"3,49","1,45","19,70","70,99"
09/11/2011 5.00,"3,58","1,57","19,70","69,37"
09/11/2011 6.00,"3,59","1,95","19,70","66,47"
09/11/2011 7.00,"3,78","4,23","19,70","61,75"
09/11/2011 8.00,"4,05","12,21","19,70","58,16"
09/11/2011 9.00,"3,89","14,19","19,70","55,94"
09/11/2011 10.00,"3,96","13,72","19,70","53,86"
09/11/2011 11.00,"3,67","12,24","19,70","53,41"
09/11/2011 12.00,"3,91","12,95","19,70","52,76"
09/11/2011 13.00,"3,85","16,32","19,70","51,65"
09/11/2011 14.00,"3,80","15,80","19,70","52,87"
09/11/2011 15.00,"3,85","10,55","19,70","54,06"
09/11/2011 16.00,"3,82","8,97","19,70","58,22"
09/11/2011 17.00,"3,79","11,57","19,70","50,88"
09/11/2011 18.00,"3,70","14,59","19,70","49,21"
09/11/2011 19.00,"3,74","20,75","19,70","46,27"
09/11/2011 20.00,"3,73","19,69","19,70","41,76"
09/11/2011 21.00,"3,65","13,70","19,70","45,10"
09/11/2011 22.00,"3,56","13,98","19,70","50,01"
09/11/2011 23.00,"3,52","8,80","19,70","57,67"
10/11/2011 0.00,"3,39","6,76","19,70","53,25"
10/11/2011 1.00,,"6,92","10,20","49,49"
10/11/2011 2.00,"3,39",,"10,20","48,55"
10/11/2011 3.00,"3,50","2,02","10,20","46,64"
10/11/2011 4.00,"3,52","5,43","10,20","41,62"
10/11/2011 5.00,"3,51","4,34","10,20","44,45"
10/11/2011 6.00,"3,59","3,34","10,20","44,90"
10/11/2011 7.00,"3,51","5,52","10,20","52,70"
10/11/2011 8.00,"3,73","13,86","10,20","49,71"
10/11/2011 9.00,"3,51","19,92","10,20","46,17"
10/11/2011 10.00,"3,64","14,25","10,20","37,01"
10/11/2011 11.00,"3,58","12,84","10,20","37,57"
10/11/2011 12.00,"3,40","12,82","10,20","50,87"
10/11/2011 13.00,"3,56","11,78","10,20","33,41"
10/11/2011 14.00,"3,40","9,34","10,20","35,85"
10/11/2011 15.00,"3,62","13,61","10,20","32,79"
10/11/2011 16.00,"3,52","18,88","10,20","29,42"
10/11/2011 17.00,"3,54","15,49","10,20","50,57"
10/11/2011 18.00,"3,49","10,17","10,20","62,32"
10/11/2011 19.00,"3,37","9,26","10,20","61,94"
10/11/2011 20.00,"3,33","8,94","10,20","64,81"
10/11/2011 21.00,"3,59","7,59","10,20","68,35"
10/11/2011 22.00,"3,50","5,44","10,20","72,39"
10/11/2011 23.00,"3,48","4,46","10,20","72,58"
11/11/2011 0.00,"3,37","3,88","10,20","73,30"
11/11/2011 1.00,"3,43","2,72","25,30","75,96"
11/11/2011 2.00,"3,51","2,20","25,30","80,53"
11/11/2011 3.00,"3,48","2,11","25,30","76,66"
11/11/2011 4.00,"3,69","2,29","25,30","76,85"
11/11/2011 5.00,"3,46","2,25","25,30","76,43"
11/11/2011 6.00,"3,71","2,21","25,30","75,73"
11/11/2011 7.00,"3,67","3,67","25,30","72,93"
11/11/2011 8.00,"3,62","4,76","25,30","69,69"
11/11/2011 9.00,"3,60","8,67","25,30","66,39"
11/11/2011 10.00,"3,62","7,00","25,30","67,00"
11/11/2011 11.00,"3,63","7,64","25,30","73,21"
11/11/2011 12.00,"3,69","8,23","25,30","74,35"
11/11/2011 13.00,"3,71","8,37","25,30","77,57"
11/11/2011 14.00,"3,81","9,59","25,30","77,96"
11/11/2011 15.00,"3,62","6,47","25,30","82,29"
11/11/2011 16.00,"3,69","6,63","25,30","82,83"
11/11/2011 17.00,"3,73","9,82","25,30","79,78"
11/11/2011 18.00,"3,76","10,98","25,30","75,11"
11/11/2011 19.00,"3,88","11,82","25,30","74,92"
11/11/2011 20.00,"3,90","10,62","25,30","77,67"
11/11/2011 21.00,"3,81","8,93","25,30","75,37"
11/11/2011 22.00,"4,07","7,13","25,30","72,41"
11/11/2011 23.00,"3,95","6,23","25,30","72,63"
12/11/2011 0.00,"4,06","5,60","25,30","72,38"
12/11/2011 1.00,,"10,07","23,70",
12/11/2011 2.00,"3,99",,"23,70","55,39"
12/11/2011 3.00,"4,65","4,21","23,70",
12/11/2011 4.00,"3,99","4,01","23,70","54,31"
12/11/2011 5.00,"4,00","4,09","23,70","55,73"
12/11/2011 6.00,"3,92","4,52","23,70","48,35"
12/11/2011 7.00,"4,10","8,71","23,70","43,00"
12/11/2011 8.00,"4,13","6,61","23,70","40,04"
12/11/2011 9.00,"4,05","9,03","23,70","38,05"
12/11/2011 10.00,"4,09","8,45","23,70","46,78"
12/11/2011 11.00,"3,90","7,08","23,70","63,95"
12/11/2011 12.00,"3,80","9,36","23,70","60,45"
12/11/2011 13.00,"3,86","13,87","23,70","53,28"
12/11/2011 14.00,"3,85","15,26","23,70","51,28"
12/11/2011 15.00,"3,90","9,81","23,70","59,91"
12/11/2011 16.00,"3,99","6,33","23,70","69,50"
12/11/2011 17.00,"3,96","6,48","23,70","69,67"
12/11/2011 18.00,"3,87","8,24","23,70","69,60"
12/11/2011 19.00,"3,98","7,44","23,70","76,95"
12/11/2011 20.00,"4,04","6,01","23,70","79,35"
12/11/2011 21.00,"3,86","6,25","23,70","77,74"
12/11/2011 22.00,"3,87","6,05","23,70","76,59"
12/11/2011 23.00,"3,94","7,10","23,70","71,82"
13/11/2011 0.00,"3,95","5,80","23,70","70,06"
13/11/2011 1.00,"4,05","5,49","21,20","67,91"
13/11/2011 2.00,"4,01","5,77","21,20","60,00"
13/11/2011 3.00,"3,91","5,46","21,20","49,18"
13/11/2011 4.00,"3,93","4,31","21,20","45,44"
13/11/2011 5.00,"3,98","4,76","21,20","47,91"
13/11/2011 6.00,"3,93","4,16","21,20","48,40"
13/11/2011 7.00,"3,96","7,10","21,20","53,50"
13/11/2011 8.00,"4,01","6,79","21,20","56,75"
13/11/2011 9.00,"4,15","5,28","21,20","63,49"
13/11/2011 10.00,"4,11","4,20","21,20","70,97"
13/11/2011 11.00,"4,29","3,98","21,20","75,12"
13/11/2011 12.00,"4,26","4,76","21,20","79,16"
13/11/2011 13.00,"4,15","4,58","21,20","80,01"
13/11/2011 14.00,"4,34","4,13","21,20","81,00"
13/11/2011 15.00,"4,51","2,92","21,20","81,77"
13/11/2011 16.00,"4,46","3,74","21,20","80,77"
13/11/2011 17.00,"4,42","6,33","21,20","74,65"
13/11/2011 18.00,"4,35","7,02","21,20","64,85"
13/11/2011 19.00,"4,48","8,93","21,20","54,28"
13/11/2011 20.00,"4,73","13,38","21,20","51,12"
13/11/2011 21.00,"4,59","14,65","21,20","53,90"
13/11/2011 22.00,"4,42","10,13","21,20","53,60"
13/11/2011 23.00,"4,33","9,26","21,20","58,52"
14/11/2011 0.00,"4,30","9,03","21,20","62,58"
14/11/2011 1.00,,"10,12","19,90","56,95"
14/11/2011 2.00,"4,25",,"19,90","57,48"
14/11/2011 3.00,"4,24","4,84","19,90","61,71"
14/11/2011 4.00,"4,52","4,13","19,90","67,27"
14/11/2011 5.00,"4,34","3,06","19,90","63,41"
14/11/2011 6.00,"4,39","3,90","19,90","64,83"
14/11/2011 7.00,"4,64","6,60","19,90","64,52"
14/11/2011 8.00,"4,59","13,21","19,90","53,07"
14/11/2011 9.00,"4,64","22,34","19,90","46,34"
14/11/2011 10.00,"4,54","13,16","19,90",
14/11/2011 11.00,"4,64","7,86","19,90","73,29"
14/11/2011 12.00,"4,84","7,01","19,90","78,14"
14/11/2011 13.00,"4,43","7,05","19,90","78,97"
14/11/2011 14.00,"4,75","6,41","19,90","81,94"
14/11/2011 15.00,"4,64","5,04","19,90","83,73"
14/11/2011 16.00,"4,55","6,77","19,90","83,57"
14/11/2011 17.00,"4,67","10,58","19,90","79,29"
14/11/2011 18.00,"4,63","18,25","19,90","65,01"
14/11/2011 19.00,"4,58","9,39","19,90","63,23"
14/11/2011 20.00,"4,58","15,77","19,90","60,70"
14/11/2011 21.00,"4,70","17,47","19,90","54,14"
14/11/2011 22.00,"4,85","16,53","19,90","48,97"
14/11/2011 23.00,"4,92","11,80","19,90","54,31"
15/11/2011 0.00,"4,73","8,93","19,90","58,85"
15/11/2011 1.00,"4,83","7,39","17,40","61,05"
15/11/2011 2.00,"4,80","6,23","17,40","60,19"
15/11/2011 3.00,"4,92","4,03","17,40","63,14"
15/11/2011 4.00,"4,72","3,07","17,40","63,57"
15/11/2011 5.00,"4,73","4,76","17,40","62,48"
15/11/2011 6.00,"4,55","4,02","17,40","63,02"
15/11/2011 7.00,"4,57","5,81","17,40","63,36"
15/11/2011 8.00,"4,73","10,19","17,40","61,54"
15/11/2011 9.00,"4,67","15,07","17,40","59,51"
15/11/2011 10.00,"4,62","7,00","17,40","68,31"
15/11/2011 11.00,"4,75","6,38","17,40","65,75"
15/11/2011 12.00,"4,96","4,48","17,40","72,55"
15/11/2011 13.00,"5,07","5,73","17,40","76,18"
15/11/2011 14.00,"5,02","7,69","17,40","74,10"
15/11/2011 15.00,"4,99","8,15","17,40","77,10"
15/11/2011 16.00,"4,83","10,96","17,40","73,16"
15/11/2011 17.00,"5,13","15,08","17,40","66,24"
15/11/2011 18.00,"5,13","18,78","17,40","62,82"
15/11/2011 19.00,"5,05","19,71","17,40","58,67"
15/11/2011 20.00,"4,95","20,97","17,40","59,28"
15/11/2011 21.00,"5,22","24,65","17,40","53,39"
15/11/2011 22.00,"5,17","26,06","17,40","45,69"
15/11/2011 23.00,"5,20","12,69","17,40","47,79"
16/11/2011 0.00,"5,10","8,47","17,40","51,64"
16/11/2011 1.00,,"8,64","21,10","45,99"
16/11/2011 2.00,,,"21,10","52,92"
16/11/2011 3.00,,"8,13","21,10","47,62"
16/11/2011 4.00,,"6,07","21,10","50,89"
16/11/2011 5.00,,"6,90","21,10","51,62"
16/11/2011 6.00,,"8,79","21,10","49,12"
16/11/2011 7.00,,"10,89","21,10","43,11"
16/11/2011 8.00,,"26,85","21,10","35,57"
16/11/2011 9.00,,"29,86","21,10","35,66"
16/11/2011 10.00,,"9,50","21,10","54,02"
16/11/2011 11.00,,"4,95","21,10","62,68"
16/11/2011 12.00,,"5,46","21,10","67,22"
16/11/2011 13.00,,"5,81","21,10","68,23"
16/11/2011 14.00,"3,25","12,07","21,10","67,39"
16/11/2011 15.00,"3,08","14,65","21,10","64,58"
16/11/2011 16.00,"2,99","13,88","21,10","56,54"
16/11/2011 17.00,"3,15","30,24","21,10","50,24"
16/11/2011 18.00,"3,41","35,04","21,10","52,01"
16/11/2011 19.00,"3,18","41,06","21,10","53,38"
16/11/2011 20.00,"3,70","38,34","21,10","47,16"
16/11/2011 21.00,"3,48","37,36","21,10","47,20"
16/11/2011 22.00,"3,51","27,41","21,10","52,77"
16/11/2011 23.00,"3,01","13,21","21,10","59,59"
17/11/2011 0.00,"3,02","10,27","21,10","61,83"
17/11/2011 1.00,"3,07","7,45","22,30","59,06"
17/11/2011 2.00,"2,83","4,79","22,30","62,79"
17/11/2011 3.00,"2,91","3,99","22,30","63,02"
17/11/2011 4.00,"2,87","4,75","22,30","63,51"
17/11/2011 5.00,"2,85","5,08","22,30","64,10"
17/11/2011 6.00,"2,94","6,07","22,30","64,90"
17/11/2011 7.00,"2,94","11,08","22,30","57,54"
17/11/2011 8.00,"3,11","19,23","22,30","49,06"
17/11/2011 9.00,"3,74","22,38","22,30","45,92"
17/11/2011 10.00,"3,14","11,90","22,30","61,69"
17/11/2011 11.00,"3,06","9,28","22,30","70,72"
17/11/2011 12.00,"3,27","9,98","22,30","77,80"
17/11/2011 13.00,"3,34","10,24","22,30","77,91"
17/11/2011 14.00,"3,36","12,30","22,30","78,89"
17/11/2011 15.00,"3,23","11,50","22,30","81,90"
17/11/2011 16.00,"3,27","11,51","22,30","81,05"
17/11/2011 17.00,"3,29","23,99","22,30","65,93"
17/11/2011 18.00,"3,38","22,36","22,30","64,31"
17/11/2011 19.00,"3,47","22,64","22,30","65,38"
17/11/2011 20.00,"3,36","20,77","22,30","67,59"
17/11/2011 21.00,"3,49","19,95","22,30","67,44"
17/11/2011 22.00,"3,20","15,14","22,30","68,84"
17/11/2011 23.00,"3,21","13,05","22,30","66,68"
18/11/2011 0.00,"3,51","16,50","22,30","52,19"
18/11/2011 1.00,,"13,21","28,60","50,56"
18/11/2011 2.00,"3,05",,"28,60","42,52"
18/11/2011 3.00,"3,02","11,24","28,60","44,37"
18/11/2011 4.00,"3,24","9,05","28,60","50,09"
18/11/2011 5.00,"2,93","7,68","28,60","61,17"
18/11/2011 6.00,"3,26","6,74","28,60","60,80"
18/11/2011 7.00,"3,57","9,99","28,60","60,87"
18/11/2011 8.00,"3,53","18,54","28,60","50,71"
18/11/2011 9.00,"3,51","15,79","28,60","48,91"
18/11/2011 10.00,"3,34","8,88","28,60","65,29"
18/11/2011 11.00,"3,33","10,54","28,60","71,89"
18/11/2011 12.00,"3,38","6,80","28,60","70,34"
18/11/2011 13.00,"3,41","6,29","28,60","71,27"
18/11/2011 14.00,"3,27","6,40","28,60","72,77"
18/11/2011 15.00,"3,13","5,48","28,60","79,08"
18/11/2011 16.00,"3,54","8,32","28,60","82,39"
18/11/2011 17.00,"3,77","19,58","28,60","73,03"
18/11/2011 18.00,"3,78","36,11","28,60","55,17"
18/11/2011 19.00,"3,68","36,32","28,60","58,73"
18/11/2011 20.00,"3,59","38,35","28,60","60,49"
18/11/2011 21.00,"3,66","29,50","28,60","65,04"
18/11/2011 22.00,"3,55","17,67","28,60","70,86"
18/11/2011 23.00,"3,18","13,84","28,60","72,64"
19/11/2011 0.00,"3,40","9,74","28,60","72,96"
19/11/2011 1.00,"3,36","6,38","27,10","71,89"
19/11/2011 2.00,"3,06","4,55","27,10","72,47"
19/11/2011 3.00,"2,99","4,01","27,10","70,62"
19/11/2011 4.00,"3,19","4,58","27,10","68,63"
19/11/2011 5.00,"2,92","3,51","27,10","68,48"
19/11/2011 6.00,"3,02","4,24","27,10","71,02"
19/11/2011 7.00,"3,00","8,63","27,10","68,88"
19/11/2011 8.00,"3,21","19,26","27,10","61,22"
19/11/2011 9.00,"3,93","55,70","27,10","37,75"
19/11/2011 10.00,"3,44","12,99","27,10","56,86"
19/11/2011 11.00,"3,59","15,45","27,10","67,00"
19/11/2011 12.00,"4,00","16,50","27,10","71,51"
19/11/2011 13.00,"4,29","19,79","27,10","70,03"
19/11/2011 14.00,"4,29","17,18","27,10","77,90"
19/11/2011 15.00,"4,04","13,82","27,10","87,08"
19/11/2011 16.00,"3,87","13,09","27,10","85,41"
19/11/2011 17.00,"3,70","10,01","27,10","75,74"
19/11/2011 18.00,"3,89","48,90","27,10","48,85"
19/11/2011 19.00,"3,75","54,24","27,10","40,13"
19/11/2011 20.00,"3,80","51,76","27,10","37,81"
19/11/2011 21.00,"3,86","48,84","27,10","42,32"
19/11/2011 22.00,"3,66","33,07","27,10","54,50"
19/11/2011 23.00,"3,62","23,91","27,10","58,60"
20/11/2011 0.00,"3,55","22,84","27,10","57,90"
20/11/2011 1.00,,"15,93","26,40","62,48"
20/11/2011 2.00,"3,10",,"26,40","63,76"
20/11/2011 3.00,"3,34","11,43","26,40","67,59"
20/11/2011 4.00,"3,15","10,64","26,40","64,77"
20/11/2011 5.00,"3,33","10,26","26,40","61,34"
20/11/2011 6.00,"3,31","10,00","26,40","57,89"
20/11/2011 7.00,"3,24","9,95","26,40","63,07"
20/11/2011 8.00,"3,35","15,37","26,40","64,47"
20/11/2011 9.00,"3,63","20,81","26,40","56,07"
20/11/2011 10.00,"3,37","13,98","26,40","61,95"
20/11/2011 11.00,"3,54","6,11","26,40","64,77"
20/11/2011 12.00,"3,30","5,35","26,40","78,21"
20/11/2011 13.00,"3,39","9,91","26,40","78,05"
20/11/2011 14.00,"3,39","8,87","26,40","85,28"
20/11/2011 15.00,"3,76","7,23","26,40","88,37"
20/11/2011 16.00,"3,51","11,85","26,40","76,93"
20/11/2011 17.00,"3,60","12,86","26,40","66,03"
20/11/2011 18.00,"3,73","23,44","26,40","65,45"
20/11/2011 19.00,"3,62","21,95","26,40","63,48"
20/11/2011 20.00,"3,73","27,54","26,40","55,68"
20/11/2011 21.00,"3,71","28,28","26,40","53,37"
20/11/2011 22.00,"3,48","24,69","26,40","55,11"
20/11/2011 23.00,"3,56","19,67","26,40","53,42"
21/11/2011 0.00,"3,49","16,01","26,40","58,37"
21/11/2011 1.00,"3,39","10,84","27,20","63,35"
21/11/2011 2.00,"3,20","6,68","27,20","67,18"
21/11/2011 3.00,"3,07","5,67","27,20","69,04"
21/11/2011 4.00,"3,14","4,75","27,20","70,40"
21/11/2011 5.00,"3,18","5,58","27,20","69,39"
21/11/2011 6.00,"3,44","6,17","27,20","73,28"
21/11/2011 7.00,"3,36","13,22","27,20","68,22"
21/11/2011 8.00,"3,49","38,37","27,20","43,09"
21/11/2011 9.00,"3,43","32,41","27,20","55,09"
21/11/2011 10.00,"3,55","17,28","27,20","70,47"
21/11/2011 11.00,"3,28","22,45","27,20","64,43"
21/11/2011 12.00,"3,28","14,13","27,20","74,23"
21/11/2011 13.00,"3,58","18,30","27,20","70,61"
21/11/2011 14.00,"3,32","19,04","27,20","71,12"
21/11/2011 15.00,"3,45","19,24","27,20","70,00"
21/11/2011 16.00,"3,67","25,77","27,20","62,24"
21/11/2011 17.00,"3,45","32,02","27,20","60,51"
21/11/2011 18.00,"3,81","29,80","27,20","61,85"
21/11/2011 19.00,"3,58","26,15","27,20","65,02"
21/11/2011 20.00,"3,56","23,79","27,20","59,55"
21/11/2011 21.00,"3,55","17,45","27,20","65,26"
21/11/2011 22.00,"3,50","11,20","27,20","78,68"
21/11/2011 23.00,"3,20","8,15","27,20","82,86"
22/11/2011 0.00,"3,36","6,05","27,20","87,32"
22/11/2011 1.00,,"5,87","17,90","85,36"
22/11/2011 2.00,"3,33",,"17,90","80,68"
22/11/2011 3.00,"3,47","5,68","17,90","79,60"
22/11/2011 4.00,"3,30","5,22","17,90","78,52"
22/11/2011 5.00,"3,35","4,04","17,90","75,80"
22/11/2011 6.00,"9,40","5,38","17,90",
22/11/2011 7.00,"3,20","6,19","17,90","74,96"
22/11/2011 8.00,"3,16","10,24","17,90","74,02"
22/11/2011 9.00,"2,99","10,62","17,90","74,63"
22/11/2011 10.00,"2,98","12,36","17,90",
22/11/2011 11.00,"3,18","17,06","17,90","60,87"
22/11/2011 12.00,"3,12","13,31","17,90","63,18"
22/11/2011 13.00,"3,26","12,44","17,90","72,73"
22/11/2011 14.00,"2,94","13,06","17,90","69,28"
22/11/2011 15.00,"2,82","11,74","17,90","63,11"
22/11/2011 16.00,"2,94","11,46","17,90","56,44"
22/11/2011 17.00,"2,81","14,51","17,90","59,68"
22/11/2011 18.00,"2,70","9,75","17,90","61,35"
22/11/2011 19.00,"2,72","8,25","17,90","64,70"
22/11/2011 20.00,"2,60","22,73","17,90","52,18"
22/11/2011 21.00,"2,77","19,80","17,90","54,83"
22/11/2011 22.00,"2,77","16,31","17,90","59,20"
22/11/2011 23.00,"2,51","6,13","17,90","76,02"
23/11/2011 0.00,"2,51","4,53","17,90","81,22"
23/11/2011 1.00,"2,43","3,82","12,70",
23/11/2011 2.00,"2,46","2,70","12,70","83,88"
23/11/2011 3.00,"2,37","3,05","12,70","80,35"
23/11/2011 4.00,"2,58","2,97","12,70","77,15"
23/11/2011 5.00,"2,42","3,46","12,70","77,77"
23/11/2011 6.00,"2,70","3,21","12,70","75,52"
23/11/2011 7.00,"2,89","6,65","12,70","73,04"
23/11/2011 8.00,"2,88","8,03","12,70","69,50"
23/11/2011 9.00,"2,98","14,19","12,70","58,31"
23/11/2011 10.00,"2,91","11,03","12,70","66,11"
23/11/2011 11.00,"3,07","12,31","12,70","62,70"
23/11/2011 12.00,"2,82","10,09","12,70","67,30"
23/11/2011 13.00,"2,65","8,23","12,70",
23/11/2011 14.00,"2,63","9,91","12,70","67,38"
23/11/2011 15.00,"2,57","9,22","12,70","69,15"
23/11/2011 16.00,"2,54","9,17","12,70",
23/11/2011 17.00,"2,88","10,79","12,70","60,08"
23/11/2011 18.00,"2,94","10,71","12,70","61,24"
23/11/2011 19.00,"2,97","12,70","12,70","60,80"
23/11/2011 20.00,"2,70","14,02","12,70","59,27"
23/11/2011 21.00,"2,82","10,88","12,70","60,24"
23/11/2011 22.00,"2,67","9,02","12,70",
23/11/2011 23.00,"2,49","6,39","12,70","65,85"
24/11/2011 0.00,"2,53","6,39","12,70","63,40"
24/11/2011 1.00,,"5,49","13,90","62,26"
24/11/2011 2.00,"2,58",,"13,90","68,11"
24/11/2011 3.00,"2,60","3,86","13,90","64,82"
24/11/2011 4.00,"2,61","3,61","13,90","63,24"
24/11/2011 5.00,"2,50","3,32","13,90","68,40"
24/11/2011 6.00,"2,69","3,50","13,90","76,46"
24/11/2011 7.00,"2,61","8,00","13,90","65,89"
24/11/2011 8.00,"2,78","15,22","13,90","59,90"
24/11/2011 9.00,"2,75","19,64","13,90","47,22"
24/11/2011 10.00,"2,73","17,36","13,90","33,96"
24/11/2011 11.00,"2,86","16,25","13,90","37,87"
24/11/2011 12.00,"2,82","21,26","13,90","38,19"
24/11/2011 13.00,"2,71","16,62","13,90","47,01"
24/11/2011 14.00,"2,75","12,80","13,90","63,08"
24/11/2011 15.00,"2,89","14,21","13,90","52,52"
24/11/2011 16.00,"2,81","16,17","13,90","48,22"
24/11/2011 17.00,"3,19","20,41","13,90","42,39"
24/11/2011 18.00,"3,13","24,50","13,90","37,29"
24/11/2011 19.00,"3,20","24,77","13,90","38,20"
24/11/2011 20.00,"3,29","22,18","13,90","39,49"
24/11/2011 21.00,"3,38","22,12","13,90","35,61"
24/11/2011 22.00,"3,20","24,40","13,90","29,41"
24/11/2011 23.00,"3,25","19,82","13,90","33,71"
25/11/2011 0.00,"3,03","12,60","13,90","36,88"
25/11/2011 1.00,"2,92","10,39","23,30","36,19"
25/11/2011 2.00,"2,86","7,60","23,30","43,65"
25/11/2011 3.00,"3,01","6,28","23,30","43,52"
25/11/2011 4.00,"2,74","4,72","23,30","42,96"
25/11/2011 5.00,"3,00","5,32","23,30","40,79"
25/11/2011 6.00,"2,77","6,06","23,30","44,27"
25/11/2011 7.00,"2,68","9,72","23,30","44,01"
25/11/2011 8.00,"2,97","20,95","23,30","36,32"
25/11/2011 9.00,"2,81","21,28","23,30","32,37"
25/11/2011 10.00,"2,98","18,63","23,30","37,25"
25/11/2011 11.00,"2,90","13,00","23,30","44,81"
25/11/2011 12.00,"2,97","16,29","23,30","43,12"
25/11/2011 13.00,"3,34","9,84","23,30","52,11"
25/11/2011 14.00,"3,38","13,11","23,30","53,43"
25/11/2011 15.00,"3,16","18,66","23,30","46,77"
25/11/2011 16.00,"3,42","26,52","23,30","29,17"
25/11/2011 17.00,"3,20","21,24","23,30","28,96"
25/11/2011 18.00,"3,27","34,67","23,30","28,59"
25/11/2011 19.00,"3,69","27,31","23,30","25,41"
25/11/2011 20.00,"3,15","29,97","23,30","23,35"
25/11/2011 21.00,"3,54","30,48","23,30","26,06"
25/11/2011 22.00,"3,18","22,29","23,30","32,36"
25/11/2011 23.00,"3,37","16,92","23,30","34,58"
26/11/2011 0.00,"3,25","10,22","23,30","39,98"
26/11/2011 1.00,,"8,79","21,20","44,22"
26/11/2011 2.00,"3,15",,"21,20","45,77"
26/11/2011 3.00,"3,05","6,06","21,20","46,98"
26/11/2011 4.00,"3,18","5,70","21,20","47,40"
26/11/2011 5.00,"3,10","4,62","21,20","47,63"
26/11/2011 6.00,"2,97","6,92","21,20","37,91"
26/11/2011 7.00,"2,84","5,04","21,20","37,89"
26/11/2011 8.00,"3,10","6,40","21,20","36,26"
26/11/2011 9.00,"3,22","12,63","21,20","36,60"
26/11/2011 10.00,"3,52","9,84","21,20","42,46"
26/11/2011 11.00,"3,45","7,50","21,20","53,87"
26/11/2011 12.00,"3,40","7,30","21,20","61,25"
26/11/2011 13.00,"3,49","8,15","21,20","63,01"
26/11/2011 14.00,"3,51","9,17","21,20","69,24"
26/11/2011 15.00,"3,50","7,21","21,20","71,61"
26/11/2011 16.00,"3,53","7,92","21,20","71,65"
26/11/2011 17.00,"3,93","7,71","21,20","71,67"
26/11/2011 18.00,"4,02","8,12","21,20","71,55"
26/11/2011 19.00,"3,79","10,18","21,20","66,16"
26/11/2011 20.00,"3,50","10,50","21,20","65,00"
26/11/2011 21.00,"3,49","14,22","21,20","55,20"
26/11/2011 22.00,"3,39","13,43","21,20","50,10"
26/11/2011 23.00,"3,27","9,84","21,20","55,60"
27/11/2011 0.00,"3,33","6,69","21,20","52,96"
27/11/2011 1.00,"3,76","5,43","24,90","51,17"
27/11/2011 2.00,"3,05","8,07","24,90","45,19"
27/11/2011 3.00,"3,02","6,10","24,90","50,08"
27/11/2011 4.00,"3,06","4,89","24,90","55,74"
27/11/2011 5.00,"3,14","4,60","24,90","56,66"
27/11/2011 6.00,"3,16","4,09","24,90","54,36"
27/11/2011 7.00,"3,38","5,63","24,90","49,32"
27/11/2011 8.00,"3,50","7,72","24,90","45,75"
27/11/2011 9.00,"3,61","8,98","24,90","46,03"
27/11/2011 10.00,"3,45","8,77","24,90","47,29"
27/11/2011 11.00,"3,22","6,90","24,90","54,78"
27/11/2011 12.00,"3,32","6,07","24,90","71,23"
27/11/2011 13.00,"3,30","6,39","24,90","69,60"
27/11/2011 14.00,"3,39","6,22","24,90","73,19"
27/11/2011 15.00,"3,43","6,34","24,90","76,89"
27/11/2011 16.00,"3,41","7,44","24,90","75,80"
27/11/2011 17.00,"3,41","11,05","24,90","67,66"
27/11/2011 18.00,"3,88","20,65","24,90","52,39"
27/11/2011 19.00,"4,00","20,73","24,90","43,27"
27/11/2011 20.00,"3,72","18,25","24,90","49,07"
27/11/2011 21.00,"3,54","26,54","24,90","50,65"
