Stat,TA-Talsano,,,,,
Parm,SO2,NOX,NO2,PM10,O3,IPA TOT
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,ug/m3 293K,ng/m3
05/03/2014 1.00,,"14,5","14,3","13,9","13,9","4,4"
05/03/2014 2.00,"2,0",,,"13,9","19,0","3,7"
05/03/2014 3.00,"2,0","8,4","8,2","13,9",,"2,5"
05/03/2014 4.00,"1,9","5,4","5,1","13,9","28,8","1,9"
05/03/2014 5.00,"2,0","4,2","4,2","13,9","40,5","1,5"
05/03/2014 6.00,"1,9","4,2","4,0","13,9","36,8","1,4"
05/03/2014 7.00,"1,9","5,7","5,3","13,9","33,1","2,1"
05/03/2014 8.00,"2,0","10,8","9,7","13,9","35,0","3,7"
05/03/2014 9.00,"1,9","16,3","12,4","13,9","37,0","5,1"
05/03/2014 10.00,"2,0","14,1","11,0","13,9","55,9","3,9"
05/03/2014 11.00,"2,0","6,0","4,5","13,9","76,3","1,9"
05/03/2014 12.00,"2,6","4,9","4,0","13,9","81,6","1,7"
05/03/2014 13.00,"2,9","6,6","6,1","13,9","77,4","2,8"
05/03/2014 14.00,"2,0","6,6","5,7","13,9","77,1","1,7"
05/03/2014 15.00,"2,0","6,6","5,7","13,9","68,8","1,9"
05/03/2014 16.00,"2,0","4,3","3,9","13,9","73,1","1,6"
05/03/2014 17.00,"1,9","5,3","4,5","13,9","67,6","1,9"
05/03/2014 18.00,"1,9","5,4","5,0","13,9","65,8","1,8"
05/03/2014 19.00,"1,9","6,4","6,3","13,9","61,2","1,7"
05/03/2014 20.00,"1,6","5,3","5,3","13,9","61,7","1,5"
05/03/2014 21.00,"1,6","6,4","6,4","13,9","62,5","2,0"
05/03/2014 22.00,"0,8","6,5","6,3","13,9","59,3","1,9"
05/03/2014 23.00,"0,9","6,1","6,1","13,9","55,9","1,9"
06/03/2014 0.00,"0,9","4,6","4,2","13,9","58,1","1,6"
06/03/2014 1.00,"0,2","2,8","2,7","10,7","61,8","1,4"
06/03/2014 2.00,,"2,0","2,0","10,7","62,5","1,2"
06/03/2014 3.00,,"1,6","1,6","10,7","67,0","1,0"
06/03/2014 4.00,,"1,2","1,2","10,7","59,5","1,0"
06/03/2014 5.00,,"0,9","0,9","10,7","59,5","0,9"
06/03/2014 6.00,,"1,7","1,4","10,7","54,4","1,0"
06/03/2014 7.00,,"4,4","4,2","10,7","52,0","1,6"
06/03/2014 8.00,,"8,7","7,7","10,7","50,9","3,1"
06/03/2014 9.00,,"10,8","8,6","10,7","60,6","3,2"
06/03/2014 10.00,"0,7","3,0","2,1","10,7","82,5","1,2"
06/03/2014 11.00,"0,4","2,3","1,8","10,7","82,2","1,2"
06/03/2014 12.00,"1,0","2,7","2,0","10,7","75,3","1,2"
06/03/2014 13.00,"2,0","3,5","2,6","10,7","72,1","1,4"
06/03/2014 14.00,"1,9","2,4","1,6","10,7","74,8","1,1"
06/03/2014 15.00,"1,0","1,9","1,6","10,7","79,4","1,0"
06/03/2014 16.00,"1,6","1,9","1,7","10,7","78,2","1,2"
06/03/2014 17.00,"1,9","2,1","1,8","10,7","78,9","1,3"
06/03/2014 18.00,"1,3","3,3","2,9","10,7","74,1","1,5"
06/03/2014 19.00,"2,0","6,7","6,7","10,7","66,9","2,7"
06/03/2014 20.00,"1,9","11,3","11,3","10,7","57,7","2,8"
06/03/2014 21.00,"1,6","11,5","11,4","10,7","54,6","3,3"
06/03/2014 22.00,"1,1","10,6","10,4","10,7","54,5","2,5"
06/03/2014 23.00,"1,3","8,6","8,4","10,7","52,8","2,1"
07/03/2014 0.00,"0,8","9,1","9,0","10,7","50,6","1,9"
07/03/2014 1.00,,"5,4","5,4","12,5","49,5","1,5"
07/03/2014 2.00,"0,3",,,"12,5","47,1","1,1"
07/03/2014 3.00,"0,5","3,0","3,0","12,5",,"0,9"
07/03/2014 4.00,"0,1","3,4","3,4","12,5","47,5","0,9"
07/03/2014 5.00,"0,1","4,1","4,1","12,5","44,3","0,9"
07/03/2014 6.00,"0,1","3,6","3,5","12,5","45,1","1,0"
07/03/2014 7.00,"0,8","5,7","5,5","12,5","39,6","1,2"
07/03/2014 8.00,"0,2","9,1","7,8","12,5","32,2","2,9"
07/03/2014 9.00,"0,1","14,9","11,9","12,5","34,3","4,4"
07/03/2014 10.00,"0,7","11,9","9,7","12,5","44,6","3,6"
07/03/2014 11.00,"1,4","7,1","6,2","12,5","52,1","1,9"
07/03/2014 12.00,"1,8","4,3","3,4","12,5","67,9","1,3"
07/03/2014 13.00,"2,0","4,9","3,7","12,5","74,5","1,6"
07/03/2014 14.00,"2,0","3,4","3,2","12,5","73,3","1,6"
07/03/2014 15.00,"1,1","11,7","9,5","12,5","66,9","4,2"
07/03/2014 16.00,"0,4","9,1","7,8","12,5","70,5","3,8"
07/03/2014 17.00,"0,7","7,9","7,3","12,5","72,9","2,9"
07/03/2014 18.00,"0,9","10,6","10,0","12,5","67,3","4,8"
07/03/2014 19.00,"0,7","14,6","14,5","12,5","53,9","5,9"
07/03/2014 20.00,"0,7","18,2","18,0","12,5","52,8","7,4"
07/03/2014 21.00,"0,7","11,1","10,7","12,5","53,2","2,7"
07/03/2014 22.00,"0,7","7,7","7,6","12,5","55,8","2,2"
07/03/2014 23.00,"0,7","4,1","4,0","12,5","68,8","1,2"
08/03/2014 0.00,"0,7","4,7","4,4","12,5","66,7","1,2"
08/03/2014 1.00,"0,6","8,5","8,5","15,4","52,3","1,6"
08/03/2014 2.00,"0,7","7,2","7,1","15,4","55,3","1,8"
08/03/2014 3.00,"0,7","5,5","5,5","15,4","53,3","1,3"
08/03/2014 4.00,"0,7","4,5","4,5","15,4","49,1","1,2"
08/03/2014 5.00,"0,7","4,3","4,1","15,4","47,2","1,1"
08/03/2014 6.00,"0,7","3,9","3,7","15,4","48,8","0,9"
08/03/2014 7.00,"0,7","5,5","4,8","15,4","45,9","1,6"
08/03/2014 8.00,"0,7","7,8","6,4","15,4","41,6","2,6"
08/03/2014 9.00,"0,7","9,6","7,1","15,4","45,1","3,5"
08/03/2014 10.00,"0,7","4,8","3,7","15,4","51,4","1,7"
08/03/2014 11.00,"0,7","3,4","2,5","15,4","57,9","1,2"
08/03/2014 12.00,"1,1","2,8","1,9","15,4","65,9","1,2"
08/03/2014 13.00,"1,9","2,7","1,8","15,4","70,8","1,1"
08/03/2014 14.00,"1,4","2,8","2,1","15,4","77,8","1,1"
08/03/2014 15.00,"0,7","2,1","1,6","15,4","81,1","1,1"
08/03/2014 16.00,"0,7","2,1","1,7","15,4","82,7","1,0"
08/03/2014 17.00,"0,7","2,2","2,1","15,4","85,4","1,2"
08/03/2014 18.00,"0,7","2,9","2,5","15,4","78,1","1,4"
08/03/2014 19.00,"0,7","8,7","8,5","15,4","65,5","2,3"
08/03/2014 20.00,"0,7","12,3","12,0","15,4","57,3","2,6"
08/03/2014 21.00,"0,7","11,6","11,4","15,4","55,7","2,8"
08/03/2014 22.00,"0,7","13,1","12,5","15,4","52,6","2,8"
08/03/2014 23.00,"0,7","11,4","11,3","15,4","55,3","2,5"
09/03/2014 0.00,"0,7","15,3","15,0","15,4","48,7","4,6"
09/03/2014 1.00,,"8,0","7,9","18,8","57,3","2,0"
09/03/2014 2.00,"0,6",,,"18,8","66,2","1,3"
09/03/2014 3.00,"0,6","4,2","3,9","18,8",,"1,0"
09/03/2014 4.00,"0,7","4,7","4,3","18,8","60,9","1,0"
09/03/2014 5.00,"0,7","4,3","4,3","18,8","59,2","1,0"
09/03/2014 6.00,"0,7","5,4","5,1","18,8","53,8","1,1"
09/03/2014 7.00,"0,7","10,4","9,9","18,8","42,1","1,9"
09/03/2014 8.00,"0,7","7,0","6,0","18,8","52,7","1,7"
09/03/2014 9.00,"0,7","3,1","2,5","18,8","71,7","1,3"
09/03/2014 10.00,"0,7","2,8","2,1","18,8","80,7","1,3"
09/03/2014 11.00,"0,7","2,4","1,7","18,8","84,1","1,3"
09/03/2014 12.00,"0,6","2,0","1,4","18,8","86,6","1,1"
09/03/2014 13.00,"0,6","1,9","1,4","18,8","88,6","1,1"
09/03/2014 14.00,"0,7","1,6","1,1","18,8","90,4","1,1"
09/03/2014 15.00,"0,6","0,9","0,7","18,8","92,9","1,1"
09/03/2014 16.00,"0,6","1,3","0,8","18,8","95,7","1,1"
09/03/2014 17.00,"0,7","1,7","1,1","18,8","96,4","1,1"
09/03/2014 18.00,"0,7","2,9","2,4","18,8","87,7","1,3"
09/03/2014 19.00,"0,7","6,6","6,2","18,8","76,7","2,0"
09/03/2014 20.00,"0,7","10,3","9,6","18,8","70,3","2,5"
09/03/2014 21.00,"0,7","11,0","10,6","18,8","68,0","2,7"
09/03/2014 22.00,"0,7","10,1","9,5","18,8","69,6","2,3"
09/03/2014 23.00,"0,7","7,3","7,1","18,8","72,1","1,7"
10/03/2014 0.00,"0,7","4,7","4,4","18,8","74,6","1,2"
10/03/2014 1.00,"0,7","6,2","5,9","18,4","74,7","1,4"
10/03/2014 2.00,"0,7","3,2","3,1","18,4","72,3","1,1"
10/03/2014 3.00,"0,7","1,9","1,8","18,4","76,8","1,0"
10/03/2014 4.00,"0,7","1,7","1,7","18,4","78,1","0,9"
10/03/2014 5.00,"0,7","1,9","1,7","18,4","73,5","0,9"
10/03/2014 6.00,"0,7","4,2","3,9","18,4","68,2","1,1"
10/03/2014 7.00,"0,7","6,5","6,2","18,4","62,9","1,5"
10/03/2014 8.00,"0,7","14,7","13,5","18,4","43,1","4,6"
10/03/2014 9.00,"0,7","22,6","20,1","18,4","41,7","7,0"
10/03/2014 10.00,"0,7","8,5","7,0","18,4","68,4","2,2"
10/03/2014 11.00,"0,7","5,1","4,1","18,4","77,3","1,8"
10/03/2014 12.00,,"4,9","3,7","18,4","73,7","1,8"
10/03/2014 13.00,"1,0","4,7","3,9","18,4","73,1","2,0"
10/03/2014 14.00,"0,7","5,1","4,5","18,4","71,5","3,0"
10/03/2014 15.00,"0,7","4,5","4,1","18,4","70,1","2,6"
10/03/2014 16.00,"0,7","3,4","2,8","18,4","70,8","1,5"
10/03/2014 17.00,"0,7","7,4","6,6","18,4","56,6","3,1"
10/03/2014 18.00,"0,7","13,0","12,1","18,4","45,5","4,8"
10/03/2014 19.00,"0,7","17,3","17,2","18,4","40,2","4,4"
10/03/2014 20.00,"0,7","10,8","10,7","18,4","47,3","3,4"
10/03/2014 21.00,"0,7","11,4","11,1","18,4","47,6","3,5"
10/03/2014 22.00,"0,7","13,9","13,6","18,4","41,7","2,8"
10/03/2014 23.00,"0,7","11,7","11,3","18,4","43,2","2,2"
11/03/2014 0.00,"0,7","8,6","8,6","18,4","38,1","2,2"
11/03/2014 1.00,,"12,6","12,4","22,4","50,3","2,2"
11/03/2014 2.00,"0,7",,,"22,4","50,6","2,3"
11/03/2014 3.00,"0,7","6,4","6,4","22,4",,"1,8"
11/03/2014 4.00,"0,7","6,4","6,4","22,4","50,3","1,5"
11/03/2014 5.00,"0,6","7,0","7,0","22,4","56,1","1,3"
11/03/2014 6.00,"0,7","11,4","11,2","22,4","46,7","1,2"
11/03/2014 7.00,"0,7","10,1","10,0","22,4","48,8","1,2"
11/03/2014 8.00,"0,7","28,9","24,8","22,4","33,1","7,0"
11/03/2014 9.00,"0,7","25,3","20,8","22,4","46,0","8,1"
11/03/2014 10.00,"0,7","9,6","8,1","22,4","72,4","2,6"
11/03/2014 11.00,"0,7","5,9","4,8","22,4","78,6","1,7"
11/03/2014 12.00,"0,5","7,8","7,0","22,4","72,9","2,0"
11/03/2014 13.00,"0,7","3,6","2,7","22,4","80,1","1,4"
11/03/2014 14.00,"0,7","3,2","2,7","22,4","80,4","1,4"
11/03/2014 15.00,"0,7","3,4","2,8","22,4","85,4","1,5"
11/03/2014 16.00,"0,6","2,2","2,1","22,4","87,8","1,2"
11/03/2014 17.00,"0,6","2,8","2,4","22,4","88,0","1,3"
11/03/2014 18.00,"0,7","3,7","3,3","22,4","86,6","1,8"
11/03/2014 19.00,"0,7","11,4","11,3","22,4","73,8","7,9"
11/03/2014 20.00,"0,7","26,7","25,9","22,4","56,8","10,8"
11/03/2014 21.00,"0,6","20,3","19,9","22,4","57,9","4,4"
11/03/2014 22.00,"0,7","21,6","21,2","22,4","49,2","4,0"
11/03/2014 23.00,"2,3","18,8","17,9","22,4","57,1","2,0"
12/03/2014 0.00,"2,2","18,5","17,6","22,4","53,2","2,0"
12/03/2014 1.00,"0,9","14,4","14,0","23,5","54,4","1,8"
12/03/2014 2.00,"2,0","14,4","14,4","23,5","53,1","2,1"
12/03/2014 3.00,"1,5","15,0","14,4","23,5","55,7","1,5"
12/03/2014 4.00,"2,6","17,5","16,9","23,5","55,4","1,3"
12/03/2014 5.00,"1,0","4,7","4,5","23,5","69,5","1,0"
12/03/2014 6.00,"0,7","4,6","4,5","23,5","72,8","1,0"
12/03/2014 7.00,"0,7","7,2","6,7","23,5","70,7","1,4"
12/03/2014 8.00,"0,7","29,4","26,1","23,5","36,7","7,6"
12/03/2014 9.00,"2,1","41,6","31,7","23,5","43,7","8,6"
12/03/2014 10.00,"2,6","21,9","16,8","23,5","64,1","3,4"
12/03/2014 11.00,"2,8","16,2","12,7","23,5","77,6","2,6"
12/03/2014 12.00,"2,6","5,3","4,4","23,5","95,7","1,4"
12/03/2014 13.00,"3,0","4,3","3,4","23,5","100,5","1,3"
12/03/2014 14.00,"2,6","2,7","2,1","23,5","106,3","1,3"
12/03/2014 15.00,"1,2","2,7","2,5","23,5","109,4","1,2"
12/03/2014 16.00,"1,0","3,6","3,0","23,5","110,0","1,4"
12/03/2014 17.00,"1,8","7,4","6,6","23,5","104,2","6,1"
12/03/2014 18.00,"1,5","8,2","7,5","23,5","91,9","3,7"
12/03/2014 19.00,"0,7","11,8","11,4","23,5","83,5","4,3"
12/03/2014 20.00,"0,7","13,0","12,8","23,5","78,2","5,8"
12/03/2014 21.00,"0,6","13,7","13,5","23,5","72,4","4,1"
12/03/2014 22.00,"0,7","22,5","22,4","23,5","65,2","5,3"
12/03/2014 23.00,"0,8","10,0","9,7","23,5","85,9","2,9"
13/03/2014 0.00,"0,9","9,2","9,0","23,5","87,6","2,6"
13/03/2014 1.00,,"11,0","10,9","39,0","78,0","2,2"
13/03/2014 2.00,"0,7",,,"39,0","77,0","1,5"
13/03/2014 3.00,"0,6","6,8","6,7","39,0",,"1,1"
13/03/2014 4.00,"0,7","5,0","5,0","39,0","77,2","1,1"
13/03/2014 5.00,"0,7","5,6","5,4","39,0","77,3","1,2"
13/03/2014 6.00,"0,7","6,3","6,3","39,0","67,7","1,5"
13/03/2014 7.00,"0,7","21,5","20,6","39,0","56,4","6,7"
13/03/2014 8.00,"2,4","22,6","18,8","39,0","45,3","7,1"
13/03/2014 9.00,"2,6","12,0","10,1","39,0","78,6","2,8"
13/03/2014 10.00,"3,1","10,6","9,0","39,0","87,1","2,1"
13/03/2014 11.00,"3,9","12,9","11,0","39,0","89,0","2,2"
13/03/2014 12.00,"4,1","13,6","11,7","39,0","86,1","2,6"
13/03/2014 13.00,"12,3","20,6","17,0","39,0","78,7",
13/03/2014 14.00,"6,0","12,6","10,8","39,0","101,3","2,9"
13/03/2014 15.00,"3,2","10,2","9,3","39,0","108,8","3,8"
13/03/2014 16.00,"2,6","11,1","9,6","39,0","114,3","2,7"
13/03/2014 17.00,"1,7","9,0","8,4","39,0","115,8","2,4"
13/03/2014 18.00,"0,5","9,1","8,8","39,0","108,5","3,1"
13/03/2014 19.00,"0,2","13,6","12,8","39,0","93,4","3,2"
13/03/2014 20.00,,"17,9","17,5","39,0","80,9","4,8"
13/03/2014 21.00,,"28,8","28,0","39,0","51,7","7,1"
13/03/2014 22.00,,"24,1","23,8","39,0","58,2","4,2"
13/03/2014 23.00,,"24,2","23,8","39,0","40,5","8,7"
14/03/2014 0.00,,"28,9","28,0","39,0","22,7","14,9"
14/03/2014 1.00,,"18,3","17,7","48,4","21,6","8,1"
14/03/2014 2.00,,"12,8","12,6","48,4","30,1","4,0"
14/03/2014 3.00,,"8,0","7,7","48,4","47,1","1,9"
14/03/2014 4.00,,"6,4","6,0","48,4","50,7","1,6"
14/03/2014 5.00,,"4,8","4,6","48,4","52,6","1,2"
14/03/2014 6.00,,"5,1","4,8","48,4","51,2","1,4"
14/03/2014 7.00,,"7,0","6,4","48,4","45,1","2,0"
14/03/2014 8.00,,"15,1","12,6","48,4","41,1","4,3"
14/03/2014 9.00,"0,4","19,1","15,3","48,4","60,1","4,1"
14/03/2014 10.00,"2,0","14,9","12,8","48,4","92,1","2,2"
14/03/2014 11.00,"3,8","12,1","10,6","48,4","107,4","1,8"
14/03/2014 12.00,"2,8","14,0","12,1","48,4","101,9","2,5"
14/03/2014 13.00,"3,7","12,5","10,9","48,4","104,8","2,6"
14/03/2014 14.00,"4,9","13,6","12,2","48,4","102,1","3,2"
14/03/2014 15.00,"3,2","18,0","15,4","48,4","100,8","3,0"
14/03/2014 16.00,"2,9","10,1","9,4","48,4","112,6","2,4"
14/03/2014 17.00,"2,5","11,9","11,3","48,4","111,2","3,1"
14/03/2014 18.00,"1,9","14,8","14,5","48,4","99,3","3,9"
14/03/2014 19.00,"0,7","14,2","13,9","48,4","75,0","4,0"
14/03/2014 20.00,"0,7","30,8","30,2","48,4","64,7","9,3"
14/03/2014 21.00,"0,8","31,6","31,1","48,4","59,6","8,7"
14/03/2014 22.00,"0,7","42,4","41,3","48,4","35,7","12,7"
14/03/2014 23.00,"0,7","34,1","33,2","48,4","30,2","9,6"
15/03/2014 0.00,"0,7","32,3","31,4","48,4","11,9","12,5"
15/03/2014 1.00,,"23,7","23,3","43,1","11,8","9,7"
15/03/2014 2.00,"0,7",,,"43,1","14,1","8,0"
15/03/2014 3.00,"0,7","15,0","14,8","43,1",,"5,6"
15/03/2014 4.00,"0,7","12,5","12,4","43,1","21,1","4,7"
15/03/2014 5.00,"0,7","10,6","10,5","43,1","16,6","4,5"
15/03/2014 6.00,"0,7","8,6","8,0","43,1","19,6","5,5"
15/03/2014 7.00,"0,7","7,9","7,2","43,1","24,2","3,5"
15/03/2014 8.00,"1,2","9,5","8,6","43,1","27,4","3,2"
15/03/2014 9.00,"1,1","29,5","24,4","43,1","32,3","9,9"
15/03/2014 10.00,"2,2","30,4","25,5","43,1","58,2","7,4"
15/03/2014 11.00,"2,1","13,3","12,5","43,1","85,3","2,8"
15/03/2014 12.00,"2,6","9,4","8,5","43,1","90,0","2,0"
15/03/2014 13.00,"2,6","6,7","5,8","43,1","86,5","2,1"
15/03/2014 14.00,"2,6","8,7","7,8","43,1","85,8","2,5"
15/03/2014 15.00,"3,4","14,2","12,6","43,1","81,0","2,5"
15/03/2014 16.00,"2,8","7,9","7,3","43,1","79,7","2,3"
15/03/2014 17.00,"2,6","9,7","8,9","43,1","80,0","3,8"
15/03/2014 18.00,"2,6","10,3","9,8","43,1","80,1","3,8"
15/03/2014 19.00,"2,7","12,9","12,8","43,1","68,6","4,0"
15/03/2014 20.00,"2,7","22,3","21,7","43,1","44,2","11,9"
15/03/2014 21.00,"2,6","29,5","28,7","43,1","25,4","15,0"
15/03/2014 22.00,"2,6","24,6","23,8","43,1","26,2","13,2"
15/03/2014 23.00,"2,7","22,7","22,0","43,1","23,4","9,9"
16/03/2014 0.00,"2,6","22,8","21,8","43,1","16,6","9,8"
16/03/2014 1.00,"2,6","20,6","20,0","26,7","17,8","8,1"
16/03/2014 2.00,"2,6","16,4","15,9","26,7","27,8","4,3"
16/03/2014 3.00,"2,6","12,5","11,7","26,7","29,2","3,2"
16/03/2014 4.00,"2,6","9,8","9,3","26,7","33,1","2,2"
16/03/2014 5.00,"2,7","10,6","10,4","26,7","28,0","2,6"
16/03/2014 6.00,"2,6","11,1","11,0","26,7","24,4","2,7"
16/03/2014 7.00,"2,6","14,4","10,6","26,7","5,1","9,0"
16/03/2014 8.00,"2,6","16,4","12,8","26,7","22,4","5,4"
16/03/2014 9.00,"3,5","24,4","18,8","26,7","54,5","5,8"
16/03/2014 10.00,"5,3","16,8","14,3","26,7","85,8","3,0"
16/03/2014 11.00,"6,6","17,9","15,0","26,7","90,6","2,5"
16/03/2014 12.00,"10,0","16,8","14,6","26,7","101,1","2,2"
16/03/2014 13.00,"8,1","10,1","9,0","26,7","111,2","2,0"
16/03/2014 14.00,"8,3","10,3","9,2","26,7","122,7","1,9"
16/03/2014 15.00,"4,4","4,5","4,0","26,7","130,5","1,4"
16/03/2014 16.00,"5,5","5,5","4,8","26,7","127,1","1,4"
16/03/2014 17.00,"5,0","6,8","6,4","26,7","124,9","4,4"
16/03/2014 18.00,"4,3","7,2","6,9","26,7","121,4","4,3"
16/03/2014 19.00,"4,1","9,6","9,5","26,7","113,5","2,5"
16/03/2014 20.00,"10,7","24,1","23,4","26,7","94,8","2,7"
16/03/2014 21.00,"6,5","15,6","15,2","26,7","104,9","3,1"
16/03/2014 22.00,"4,4","10,1","9,9","26,7","110,0","2,2"
16/03/2014 23.00,"3,9","12,8","12,4","26,7","97,4","3,2"
17/03/2014 0.00,"3,9","9,2","8,9","26,7","106,3","1,7"
17/03/2014 1.00,,"7,7","7,4","42,9","108,2","1,2"
17/03/2014 2.00,"3,0",,,"42,9","94,0","1,3"
17/03/2014 3.00,"3,8","16,1","15,9","42,9",,"1,4"
17/03/2014 4.00,"3,5","13,8","13,6","42,9","78,8","1,1"
17/03/2014 5.00,"2,7","9,3","8,7","42,9","83,0","1,2"
17/03/2014 6.00,"2,6","9,8","9,5","42,9","51,8","4,2"
17/03/2014 7.00,"2,6","8,8","8,5","42,9","48,5","2,4"
17/03/2014 8.00,"2,8","13,1","11,6","42,9","47,6","3,7"
17/03/2014 9.00,"3,4","30,6","24,9","42,9","60,7","8,9"
17/03/2014 10.00,"3,8","21,0","18,2","42,9","79,0","4,5"
17/03/2014 11.00,"3,7","10,4","9,4","42,9","105,0","2,4"
17/03/2014 12.00,"2,8","13,8","12,0","42,9","99,8","3,7"
17/03/2014 13.00,"3,0","11,5","10,6","42,9","105,9","2,6"
17/03/2014 14.00,"3,5","12,5","11,4","42,9","116,5","2,9"
17/03/2014 15.00,"4,9","16,6","14,5","42,9","122,7","3,7"
17/03/2014 16.00,"2,6","13,8","11,5","42,9","112,4","2,8"
17/03/2014 17.00,"2,0","8,1","7,5","42,9","106,0","2,8"
17/03/2014 18.00,"2,0","22,5","21,8","42,9","82,6","3,9"
17/03/2014 19.00,"2,0","21,5","21,2","42,9","79,3","3,0"
17/03/2014 20.00,"2,4","44,1","42,1","42,9","59,8","10,5"
17/03/2014 21.00,"2,9","52,9","50,3","42,9","48,4","11,3"
17/03/2014 22.00,"2,3","40,4","39,6","42,9","43,7","5,9"
17/03/2014 23.00,"2,0","42,9","42,0","42,9","27,4","4,9"
18/03/2014 0.00,"2,0","27,1","26,4","42,9","34,2","3,3"
18/03/2014 1.00,"2,0","26,9","26,2","45,9","36,8","2,9"
18/03/2014 2.00,"1,9","27,3","26,9","45,9","28,9","3,3"
18/03/2014 3.00,"1,8","17,4","17,3","45,9","24,4","3,3"
18/03/2014 4.00,"1,8","16,6","16,3","45,9","36,1","1,8"
18/03/2014 5.00,"2,0","16,4","16,3","45,9","41,9","1,7"
18/03/2014 6.00,"1,9","12,6","12,4","45,9","50,8","2,1"
18/03/2014 7.00,"1,7","13,3","12,4","45,9","24,1","2,9"
18/03/2014 8.00,"1,9","19,9","16,2","45,9","28,2","5,7"
18/03/2014 9.00,"2,4","24,3","19,0","45,9","46,1","4,3"
18/03/2014 10.00,"2,7","19,6","16,1","45,9","71,8","3,4"
18/03/2014 11.00,"2,9","42,3","32,6","45,9","52,6","9,1"
18/03/2014 12.00,"3,2","34,5","27,2","45,9","66,7","5,2"
18/03/2014 13.00,"3,4","12,4","11,2","45,9","106,7","2,8"
18/03/2014 14.00,"3,1","10,3","9,5","45,9","116,4","2,6"
18/03/2014 15.00,"2,2","13,1","11,5","45,9","115,9","3,4"
18/03/2014 16.00,"2,0","12,9","11,9","45,9","116,7","2,8"
18/03/2014 17.00,"2,0","12,6","12,0","45,9","114,8","3,1"
18/03/2014 18.00,"2,2","15,4","14,8","45,9","100,1","5,9"
18/03/2014 19.00,"2,0","14,0","13,5","45,9","89,9","5,6"
18/03/2014 20.00,"2,0","23,6","22,9","45,9","67,9","10,4"
18/03/2014 21.00,"2,0","21,6","21,2","45,9","45,9","7,8"
18/03/2014 22.00,,"18,3","18,1","45,9","53,9","3,7"
18/03/2014 23.00,"1,8","25,3","24,6","45,9","30,8","5,2"
19/03/2014 0.00,"2,0","25,5","24,8","45,9","25,3","6,2"
19/03/2014 1.00,,"24,6","23,8","63,9","26,6","5,7"
19/03/2014 2.00,"1,3",,,"63,9","24,7","5,5"
19/03/2014 3.00,"1,4","20,4","20,3","63,9",,"6,4"
19/03/2014 4.00,"1,6","14,7","14,7","63,9","34,5","2,6"
19/03/2014 5.00,"1,3","12,0","11,8","63,9","27,6","3,9"
19/03/2014 6.00,"1,6","11,9","11,4","63,9","28,8","3,1"
19/03/2014 7.00,"1,8","12,3","11,4","63,9","25,2","3,3"
19/03/2014 8.00,"2,0","25,9","21,9","63,9","32,7","7,6"
19/03/2014 9.00,"2,0","34,6","28,8","63,9","50,5","12,3"
19/03/2014 10.00,"1,9","15,9","14,0","63,9","77,5","5,3"
19/03/2014 11.00,"2,0","11,7","10,0","63,9","87,3","2,9"
19/03/2014 12.00,"2,0","9,5","8,1","63,9","87,0","2,5"
19/03/2014 13.00,"2,1","14,3","11,2","63,9","90,6","3,4"
19/03/2014 14.00,"2,2","10,0","8,1","63,9","93,5","3,4"
19/03/2014 15.00,"1,8","8,9","7,0","63,9","101,3","2,2"
19/03/2014 16.00,"2,0","6,5","5,9","63,9","101,7","2,1"
19/03/2014 17.00,"1,9","9,9","8,9","63,9","98,0","4,6"
19/03/2014 18.00,"1,8","13,2","11,6","63,9","92,7","8,5"
19/03/2014 19.00,"1,9","20,3","19,7","63,9","68,8","9,4"
19/03/2014 20.00,"1,9","38,2","37,6","63,9","53,2","15,0"
19/03/2014 21.00,"2,2","36,5","35,8","63,9","59,8","21,1"
19/03/2014 22.00,"2,7","39,7","38,9","63,9","50,8","19,7"
19/03/2014 23.00,"2,0","14,8","14,5","63,9","75,4","4,2"
20/03/2014 0.00,"1,9","12,9","12,8","63,9","86,9","4,8"
20/03/2014 1.00,"1,4","14,0","13,6","32,1","85,3","3,7"
20/03/2014 2.00,"1,9","14,6","14,4","32,1","76,3","2,8"
20/03/2014 3.00,"0,5","6,6","6,6","32,1","86,9","1,8"
20/03/2014 4.00,"0,1","5,9","5,9","32,1","88,5","1,8"
20/03/2014 5.00,"0,2","5,0","5,0","32,1","89,1","1,4"
20/03/2014 6.00,"0,8","5,4","5,4","32,1","85,7","1,4"
20/03/2014 7.00,,"9,4","8,9","32,1","76,1","2,5"
20/03/2014 8.00,"0,1","12,6","11,2","32,1","70,9","4,5"
20/03/2014 9.00,"0,4","7,1","6,2","32,1","79,5","2,2"
20/03/2014 10.00,"0,8","4,9","4,0","32,1","86,5","1,4"
20/03/2014 11.00,"0,1","3,9","3,2","32,1","92,0","1,4"
20/03/2014 12.00,,"2,9","2,5","32,1","94,6","1,2"
20/03/2014 13.00,"0,1","2,8","2,4","32,1","96,4","1,2"
20/03/2014 14.00,"0,3","2,8","2,1","32,1","96,6","1,1"
20/03/2014 15.00,"0,5","2,8","2,5","32,1","97,9","1,1"
20/03/2014 16.00,"0,1","2,7","2,4","32,1","97,4","1,1"
20/03/2014 17.00,"1,6","3,3","3,0","32,1","95,4","1,3"
20/03/2014 18.00,"1,4","4,9","4,4","32,1","85,8","2,1"
20/03/2014 19.00,"0,5","10,1","10,1","32,1","67,8","2,5"
20/03/2014 20.00,"0,2","16,2","15,7","32,1","61,7","2,3"
