Stat,BR-SISRI,,,,,,,  ,
,,,,,,,,,,,,,,,,,
Parm,SO2,NO2,NOX,CO,PM10,BENZENE,IPA TOT,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3,ug/m3 293K,ng/m3,,
Field,Aver,Aver,Aver,Aver,Aver,Aver,Aver,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,
18/04/2014 6.00,"0,6","20,4","27,5","0,3","13,7","0,7","6,4",,
18/04/2014 7.00,"0,3","20,3","28,2","0,3",,"0,8","6,3",,
18/04/2014 8.00,"0,4","14,3","21,5","0,3","7,8","0,6","4,7",,
18/04/2014 9.00,"0,3","10,7","16,5","0,3",,"0,8","3,6",,
18/04/2014 10.00,"0,2","12,8","19,5","0,2","9,0","0,7","7,4",,
18/04/2014 11.00,"1,7","8,4","13,1","0,3",,"0,8","2,8",,
18/04/2014 12.00,"1,9","12,9","18,0","0,4","12,2","0,6","4,6",,
18/04/2014 13.00,"2,3","15,2","20,6","0,5",,"0,6","5,1",,
18/04/2014 14.00,"2,8","12,0","16,0","0,5","6,3","0,8","4,1",,
18/04/2014 15.00,"1,4","9,9","13,5","0,5",,"0,8","3,8",,
18/04/2014 16.00,"1,2","11,9","15,9","0,5","2,9","0,8","4,6",,
18/04/2014 17.00,"0,3","12,2","15,5","0,4",,"0,8","5,0",,
18/04/2014 18.00,"0,1","10,5","13,4","0,3","1,5","0,9","4,2",,
18/04/2014 19.00,,"10,5","13,4","0,3",,"1,0","4,8",,
18/04/2014 20.00,"0,2","10,8","13,2","0,3","7,1","0,9","3,2",,
18/04/2014 21.00,"0,4","16,8","19,9","0,3",,"0,9","4,3",,
18/04/2014 22.00,"0,3","11,8","14,3","0,3","13,4","0,9","3,3",,
18/04/2014 23.00,"0,2","11,1","13,5","0,4",,"0,9","3,1",,
19/04/2014 0.00,"0,3","12,8","15,3","0,4","12,5","1,0","2,8",,
19/04/2014 1.00,"0,8","9,0","12,4","0,4",,"1,0","2,8",,
19/04/2014 2.00,"1,8","7,2","10,6","0,4","14,7","0,9","2,3",,
19/04/2014 3.00,"1,6","7,9","10,6","0,6",,"0,8","2,1",,
19/04/2014 4.00,"0,9","11,4","13,9","0,6","8,3","0,9","2,6",,
19/04/2014 5.00,,"14,0","16,3","0,5",,"1,0","3,3",,
19/04/2014 6.00,"0,3","16,3","20,5","0,4","7,1","1,1","6,0",,
19/04/2014 7.00,"0,6","11,9","17,2","0,3",,"1,0","4,5",,
19/04/2014 8.00,"0,3","9,9","15,0","0,3","21,5","0,7","4,1",,
19/04/2014 9.00,"0,3","4,6","8,3","0,2",,"0,6","2,7",,
19/04/2014 10.00,"0,3","5,8","9,9","0,3","5,9","0,5","2,4",,
19/04/2014 11.00,"0,6","5,7","9,4","0,3",,"0,9","2,2",,
19/04/2014 12.00,"0,8","2,7","5,4","0,3","3,7","0,8","1,9",,
19/04/2014 13.00,"0,3","2,6","5,6","0,3",,"0,6","1,9",,
19/04/2014 14.00,"0,6","4,8","8,1","0,3","2,4","0,6","2,0",,
19/04/2014 15.00,"0,7",,,"0,2",,"0,6","1,9",,
19/04/2014 16.00,"0,5",,,"0,2","3,4","0,5","2,1",,
19/04/2014 17.00,"0,1",,,"0,2",,"0,4","2,1",,
19/04/2014 18.00,"0,2","1,7","3,9","0,2","9,5","0,5","2,6",,
19/04/2014 19.00,"0,3","1,3","4,0","0,2",,"0,5","2,2",,
19/04/2014 20.00,"0,3","1,5","3,8","0,2","12,7","0,5","2,3",,
19/04/2014 21.00,"0,3","4,0","8,0","0,2",,"0,5","2,6",,
19/04/2014 22.00,,"2,5","5,0","0,2","19,5","0,5","2,1",,
19/04/2014 23.00,"0,3","2,9","5,5","0,2",,"0,6","2,1",,
20/04/2014 0.00,"0,1","2,1","4,2","0,2","25,4","0,5","1,9",,
20/04/2014 1.00,,"1,6","4,4","0,2",,"0,6","2,0",,
20/04/2014 2.00,"0,3",,,"0,2","22,2","0,5","1,9",,
20/04/2014 3.00,"0,5",,,,,"0,4","2,0",,
20/04/2014 4.00,"0,2",,,"0,2","25,2","0,4","2,2",,
20/04/2014 5.00,"0,4",,,"0,2",,"0,3","2,3",,
20/04/2014 6.00,"0,3",,,"0,2","29,1","0,3","2,2",,
20/04/2014 7.00,"0,5",,,"0,2",,"0,3","2,6",,
20/04/2014 8.00,"0,2",,,"0,2","23,7","0,4","2,2",,
20/04/2014 9.00,"0,6",,,"0,3",,"0,3","2,0",,
20/04/2014 10.00,"0,6",,,"0,3","12,9","0,3","1,9",,
20/04/2014 11.00,"0,6",,,"0,3",,"0,3","2,0",,
20/04/2014 12.00,"0,6",,,"0,3","8,8","0,3","1,9",,
20/04/2014 13.00,"0,6",,,"0,2",,"0,3","1,9",,
20/04/2014 14.00,"0,6",,,"0,3","4,9","0,3","1,8",,
20/04/2014 15.00,"0,7",,,"0,3",,"0,3","1,8",,
20/04/2014 16.00,"0,6",,,"0,3","9,0","0,3","1,9",,
20/04/2014 17.00,"0,6",,,"0,2",,"0,3","2,0",,
20/04/2014 18.00,"0,5",,,"0,3","14,9","0,3","2,1",,
20/04/2014 19.00,"0,2",,,"0,2",,"0,3","2,1",,
20/04/2014 20.00,"0,4",,,"0,2","26,9","0,3","2,0",,
20/04/2014 21.00,"0,1","3,0","6,8","0,2",,"0,4","2,0",,
20/04/2014 22.00,"0,2","1,2","3,4","0,2","45,7","0,4","1,9",,
20/04/2014 23.00,"0,2",,,"0,2",,"0,4","2,3",,
21/04/2014 0.00,,,,"0,2","39,1","0,3","2,1",,
21/04/2014 1.00,"0,3",,,"0,2",,"0,3","2,3",,
21/04/2014 2.00,"0,1",,,"0,2","36,1","0,3","2,2",,
21/04/2014 3.00,"0,6",,,"0,2",,"0,2","3,6",,
21/04/2014 4.00,"0,3",,,"0,2","53,2","0,3","3,7",,
21/04/2014 5.00,"0,6","1,7","6,2","0,2",,"0,3","3,9",,
21/04/2014 6.00,"0,1",,,"0,2","33,7","0,3","3,8",,
21/04/2014 7.00,"0,6","1,2","4,0","0,2",,"0,3","4,4",,
21/04/2014 8.00,"0,1",,,"0,2","24,9","0,3","4,1",,
21/04/2014 9.00,"0,5",,,"0,2",,"0,3","5,0",,
21/04/2014 10.00,"0,6",,,"0,2","16,1","0,4","4,6",,
21/04/2014 11.00,"1,1",,,"0,3",,"0,3","3,1",,
21/04/2014 12.00,"2,0","1,1","4,2","0,5","8,3","0,4","1,7",,
21/04/2014 13.00,"1,8","3,5","6,0","0,5",,"0,3","1,8",,
21/04/2014 14.00,"1,8",,,"0,4","5,4","0,4","1,8",,
21/04/2014 15.00,"1,8","1,7","4,4","0,4",,"0,4","1,9",,
21/04/2014 16.00,"1,9","1,4","4,3","0,4","4,4","0,4","1,8",,
21/04/2014 17.00,"1,8",,,"0,5",,"0,3","1,7",,
21/04/2014 18.00,"1,7","1,0","3,5","0,5","7,1","0,4","2,1",,
21/04/2014 19.00,"1,6","1,3","3,6","0,5",,"0,4","2,0",,
21/04/2014 20.00,"1,5","4,1","6,5","0,5","5,9","0,4","2,2",,
21/04/2014 21.00,"1,7","15,5","36,1","0,5",,"0,4","2,5",,
21/04/2014 22.00,"1,9","9,9","14,0","0,5","19,8","0,5","2,1",,
21/04/2014 23.00,"1,1","3,5","6,2","0,5",,"0,6","2,2",,
22/04/2014 0.00,"1,3","2,1","4,6","0,5","41,0","0,5","2,0",,
22/04/2014 1.00,,,,"0,4",,"0,4","2,0",,
22/04/2014 2.00,"2,5",,,"0,5","48,8","0,4","2,0",,
22/04/2014 3.00,"1,5","2,4","5,1",,,"0,4","1,9",,
22/04/2014 4.00,"1,5","3,8","6,2","0,2","40,5","0,4","2,1",,
22/04/2014 5.00,"1,5","6,0","8,9","0,2",,"0,4","2,3",,
22/04/2014 6.00,"1,4","13,8","18,7","0,2","26,1","0,4","4,8",,
22/04/2014 7.00,"1,6","15,6","22,1","0,2",,"0,5","4,8",,
22/04/2014 8.00,"1,5","9,7","14,7","0,2","28,8","0,6","3,6",,
22/04/2014 9.00,"1,4","5,9","9,6","0,3",,"0,6","2,2",,
22/04/2014 10.00,"2,0","5,6","9,5","0,3","17,3","0,7","2,1",,
22/04/2014 11.00,"1,7","3,7","6,6","0,2",,"0,7","2,1",,
22/04/2014 12.00,"1,8","5,8","9,2","0,2","11,7","0,6","2,3",,
22/04/2014 13.00,"1,6","7,0","10,6","0,2",,"0,7","2,4",,
22/04/2014 14.00,"1,8","2,8","6,0","0,2","6,8","0,6","2,1",,
22/04/2014 15.00,"1,3","3,9","7,0","0,2",,"0,6","2,0",,
22/04/2014 16.00,"1,6","2,9","6,1","0,2","11,2","0,4","2,0",,
22/04/2014 17.00,"1,7","2,7","5,4","0,2",,"0,4","1,8",,
22/04/2014 18.00,"1,5","12,5","15,6","0,2","29,5","0,6","2,8",,
22/04/2014 19.00,"0,9","4,4","7,2","0,2",,"0,7","1,9",,
22/04/2014 20.00,"1,1","1,7","4,3","0,2","35,9","0,4","1,9",,
22/04/2014 21.00,"1,4","5,1","8,0","0,2",,"0,4","1,9",,
22/04/2014 22.00,"1,4","6,0","8,7","0,2","34,9","0,4","1,9",,
22/04/2014 23.00,"1,4","7,4","10,4","0,2",,"1,0","2,2",,
23/04/2014 0.00,"1,7","9,9","12,7","0,2","38,1","1,3","1,9",,
23/04/2014 1.00,"1,6","10,2","13,2","0,2",,"1,6","1,7",,
23/04/2014 2.00,"1,5","10,8","13,9","0,2","40,3","0,4","2,0",,
23/04/2014 3.00,"1,4","4,9","7,6","0,2",,"0,4","1,8",,
23/04/2014 4.00,"1,6","3,7","6,2","0,2","40,8","0,3","1,8",,
23/04/2014 5.00,"1,9","6,7","9,6","0,2",,"0,3","1,8",,
23/04/2014 6.00,"1,9","8,3","12,0","0,2","34,2","0,4","2,2",,
23/04/2014 7.00,"1,9","8,7","11,7","0,2",,"0,4","2,7",,
23/04/2014 8.00,"1,9","11,4","15,0","0,2","31,5","0,4","2,5",,
23/04/2014 9.00,"2,0","11,3","15,2","0,2",,"0,4","2,6",,
23/04/2014 10.00,"2,0","18,2","24,1","0,2","40,5","0,4","2,8",,
23/04/2014 11.00,"2,0","11,9","16,4","0,2",,"0,4","2,8",,
23/04/2014 12.00,"2,0","7,1","11,3","0,2","34,7","0,4","2,5",,
23/04/2014 13.00,"1,9","9,8","13,8","0,2",,"0,4","2,5",,
23/04/2014 14.00,"2,0","8,8","12,2","0,2","23,4","0,4","2,2",,
23/04/2014 15.00,"2,0","8,6","13,1","0,2",,"0,4","2,2",,
23/04/2014 16.00,"2,0","6,1","9,6","0,2","22,7","0,4","2,2",,
23/04/2014 17.00,"2,0","4,9","7,9","0,2",,"0,4","2,1",,
23/04/2014 18.00,"2,0","10,4","13,8","0,2","31,3","1,2","2,2",,
23/04/2014 19.00,"2,0","8,1","11,4","0,2",,"0,6","2,2",,
23/04/2014 20.00,"1,9","11,0","14,7","0,2","30,5","0,5","2,2",,
23/04/2014 21.00,"2,0","9,6","12,6","0,2",,"0,5","2,3",,
23/04/2014 22.00,"2,0","8,9","12,0","0,2","33,9","0,4","2,1",,
23/04/2014 23.00,"2,0","9,4","12,4","0,2",,"0,4","2,0",,
24/04/2014 0.00,"2,0","5,0","7,8","0,2","32,5","0,4","2,0",,
24/04/2014 1.00,,"6,3","9,5","0,2",,"0,4","1,8",,
24/04/2014 2.00,"2,7",,,"0,2","34,2","0,4","1,9",,
24/04/2014 3.00,"2,1","2,6","5,3",,,"0,5","1,8",,
24/04/2014 4.00,"2,0","5,1","7,9","0,2","29,1","0,5","1,8",,
24/04/2014 5.00,"2,0","8,2","11,5","0,2",,"0,5","2,1",,
24/04/2014 6.00,"2,0","8,2","11,6","0,2","27,6","0,5","2,1",,
24/04/2014 7.00,"2,0","10,8","14,9","0,2",,"0,5","2,9",,
24/04/2014 8.00,"2,1","21,6","34,9","0,2","19,3","0,5","3,8",,
24/04/2014 9.00,"2,0","27,1","35,1","0,2",,"0,6","4,0",,
24/04/2014 10.00,"2,0","20,9","27,3","0,2","19,8","0,6","3,3",,
24/04/2014 11.00,"2,0","20,2","27,8","0,2",,"0,7","3,5",,
24/04/2014 12.00,"2,0","13,3","19,1","0,2","20,5","0,7","2,9",,
24/04/2014 13.00,"2,0","6,6","9,9","0,2",,"0,7","2,3",,
24/04/2014 14.00,"2,0","7,8","11,4","0,2","14,7","0,4","2,7",,
24/04/2014 15.00,"2,0","13,0","17,8","0,2",,"0,4","3,0",,
24/04/2014 16.00,"2,0","14,7","18,6","0,2","17,6","0,4","3,1",,
24/04/2014 17.00,"1,9","4,7","7,7","0,2",,"0,4","2,5",,
24/04/2014 18.00,"1,9","10,5","13,7","0,2","15,6","0,5","2,5",,
24/04/2014 19.00,"2,0","14,5","17,9","0,2",,"0,5","2,6",,
24/04/2014 20.00,"2,0","6,6","9,6","0,2","15,9","0,5","2,1",,
24/04/2014 21.00,"2,0","9,1","12,1","0,2",,"0,5","2,1",,
24/04/2014 22.00,"2,0","10,0","13,1","0,2","16,8","0,5","2,1",,
24/04/2014 23.00,"1,9","12,3","15,1","0,2",,"0,6","2,1",,
25/04/2014 0.00,"2,0","9,5","12,1","0,2","19,8","0,7","2,5",,
25/04/2014 1.00,"2,0","6,0","9,0","0,2",,"0,6","2,1",,
25/04/2014 2.00,"2,0","6,0","9,2","0,2","12,5","0,6","2,0",,
25/04/2014 3.00,"2,0","5,1","7,8","0,2",,"0,6","1,8",,
25/04/2014 4.00,"2,0","4,9","7,7","0,2","11,2","0,5","2,0",,
25/04/2014 5.00,"2,0","8,4","11,2","0,2",,"0,5","2,8",,
25/04/2014 6.00,"2,0","14,5","18,3","0,2","10,7","0,6","4,5",,
25/04/2014 7.00,"2,0","11,6","17,1","0,2",,"0,6","4,4",,
25/04/2014 8.00,"2,0","6,8","10,4","0,2","8,3","0,7","2,7",,
25/04/2014 9.00,"1,9","6,8","10,9","0,2",,"0,6","2,2",,
25/04/2014 10.00,"2,2","5,3","8,8","0,2","4,9","0,6","1,9",,
25/04/2014 11.00,"2,0","6,5","10,6","0,2",,"0,5","2,2",,
25/04/2014 12.00,"2,1","5,3","8,7","0,2","6,8","0,6","2,1",,
25/04/2014 13.00,"2,0","4,8","7,9","0,2",,"0,5","2,0",,
25/04/2014 14.00,"2,0","4,6","7,9","0,2","4,2","0,6","2,0",,
25/04/2014 15.00,"2,6","8,8","12,8","0,2",,"0,5","2,1",,
25/04/2014 16.00,"2,5","11,1","16,0","0,2","4,2","0,5","2,3",,
25/04/2014 17.00,"2,2","9,4","13,1","0,2",,"0,5","2,2",,
25/04/2014 18.00,"3,3","15,2","19,3","0,2","8,5","0,5","2,3",,
25/04/2014 19.00,"2,0","6,1","8,9","0,2",,"0,5","2,1",,
25/04/2014 20.00,"2,0","8,3","11,0","0,2","10,7","0,6","2,3",,
25/04/2014 21.00,"2,0","8,6","11,8","0,2",,"0,7","2,0",,
25/04/2014 22.00,"2,0","12,8","15,7","0,2","18,3","0,7","2,0",,
25/04/2014 23.00,"2,0","36,1","41,1","0,2",,"0,8","8,7",,
26/04/2014 0.00,"2,0","19,7","23,1","0,2","23,0","0,9","4,4",,
26/04/2014 1.00,,"13,7","16,9","0,2",,"1,0","4,3",,
26/04/2014 2.00,"3,0",,,"0,2","13,9","1,0","2,6",,
26/04/2014 3.00,"2,0","17,7","21,5",,,"0,9","3,7",,
26/04/2014 4.00,"2,3","14,7","18,2","0,3","18,8","0,9","2,4",,
26/04/2014 5.00,"2,0","13,0","16,1","0,2",,"0,8","2,4",,
26/04/2014 6.00,"2,2","10,0","13,8","0,2","16,4","0,8","2,8",,
26/04/2014 7.00,"2,4","11,4","15,4","0,2",,"0,6","7,3",,
26/04/2014 8.00,"2,5","10,8","14,8","0,2","19,3","0,9","3,9",,
26/04/2014 9.00,"2,0","6,6","9,6","0,2",,"0,5","2,6",,
26/04/2014 10.00,"2,2","6,0","8,8","0,2","21,5","0,5","3,3",,
26/04/2014 11.00,"2,2","8,7","12,7","0,2",,"0,6","3,1",,
26/04/2014 12.00,"2,1","9,0","12,7","0,2","16,8","1,0","2,6",,
26/04/2014 13.00,"2,5","3,0","5,8","0,2",,"1,3","2,0",,
26/04/2014 14.00,"2,2","2,0","4,9","0,2","9,5","0,4","1,8",,
26/04/2014 15.00,"2,0","2,4","5,5","0,2",,"0,4","2,1",,
26/04/2014 16.00,"2,3","2,3","5,1","0,2","14,2","0,4","2,0",,
26/04/2014 17.00,"2,1","2,9","6,1","0,2",,"0,4","2,3",,
26/04/2014 18.00,"2,1","1,2","4,1","0,2","8,3","0,3","2,0",,
26/04/2014 19.00,"2,0","1,5","4,2","0,2",,"0,3","1,9",,
26/04/2014 20.00,"2,0","5,6","8,5","0,2","13,9","0,3","2,0",,
26/04/2014 21.00,"2,1","6,7","9,3","0,2",,"0,3","2,0",,
26/04/2014 22.00,"2,1","5,8","9,0","0,2","18,6","0,3","2,0",,
26/04/2014 23.00,"2,1","1,9","5,1","0,2",,"0,3","1,9",,
27/04/2014 0.00,"2,1","14,6","17,7","0,2","14,2","0,4","4,7",,
27/04/2014 1.00,"2,6","34,8","39,2","0,3",,"0,7","11,9",,
27/04/2014 2.00,"2,5","18,1","21,8","0,2","17,6","0,9","5,6",,
27/04/2014 3.00,"2,7","11,5","14,7","0,2",,"0,6","3,9",,
27/04/2014 4.00,"3,0","10,5","13,7","0,2","13,7",,"3,1",,
27/04/2014 5.00,"2,7","13,3","16,7","0,2",,"0,6","5,6",,
27/04/2014 6.00,"2,9","14,9","21,1","0,3","4,6","0,7","7,6",,
27/04/2014 7.00,"3,2","26,8","40,6","0,3",,"0,8","9,2",,
27/04/2014 8.00,"2,5","15,9","22,5","0,3","11,0","0,9","5,1",,
27/04/2014 9.00,"2,3","7,5","11,2","0,2",,"0,5","2,3",,
27/04/2014 10.00,"3,1","5,6","8,7","0,2","13,9","1,6","2,1",,
27/04/2014 11.00,"2,3","3,0","5,8","0,2",,"1,0","1,9",,
27/04/2014 12.00,"2,4","2,0","4,6","0,2","10,3","0,4","1,8",,
27/04/2014 13.00,"3,1","2,0","4,6","0,2",,"0,4","1,8",,
27/04/2014 14.00,"2,8","2,2","5,6","0,2","9,3","0,3","1,8",,
27/04/2014 15.00,"3,2","3,9","7,0","0,2",,"0,4","1,9",,
27/04/2014 16.00,"2,8",,,"0,2","6,1","0,3","1,9",,
27/04/2014 17.00,"2,8","1,3","4,1","0,2",,"0,3","2,5",,
27/04/2014 18.00,"2,9","2,4","5,5","0,2","3,4","0,3","2,2",,
27/04/2014 19.00,"3,1","3,3","6,0","0,2",,"0,3","2,4",,
27/04/2014 20.00,"3,1","3,5","6,7","0,2","11,7","0,4","2,4",,
27/04/2014 21.00,"3,1","2,7","5,2","0,2",,"0,4","2,3",,
27/04/2014 22.00,"2,8","3,1","6,0","0,2","16,8","0,3","2,0",,
27/04/2014 23.00,"3,0","3,3","6,0","0,2",,"0,3","2,1",,
28/04/2014 0.00,"3,2","2,2","4,9","0,2","12,2","0,3","1,9",,
28/04/2014 1.00,,"2,2","5,4","0,2",,"0,3","2,1",,
28/04/2014 2.00,"3,8",,,"0,2","9,3","0,3","1,8",,
28/04/2014 3.00,"3,2","5,4","8,4",,,"0,3","1,8",,
28/04/2014 4.00,"3,2","7,3","10,1","0,3","15,1","0,3","1,8",,
28/04/2014 5.00,"3,2","13,3","16,0","0,3",,"0,3","2,0",,
28/04/2014 6.00,"3,2","17,9","21,4","0,3","11,5","0,4","4,0",,
28/04/2014 7.00,"3,3","34,1","40,2","0,4",,"0,5","5,5",,
28/04/2014 8.00,"3,2","13,1","16,8","0,2","6,8","0,6","2,4",,
28/04/2014 9.00,"3,2","14,4","19,0","0,3",,"0,8","3,4",,
28/04/2014 10.00,"3,3","13,6","19,7","0,2","6,8","0,4","3,7",,
28/04/2014 11.00,"3,1","9,9","14,9","0,2",,"0,5","2,6",,
28/04/2014 12.00,,,,,,,,,
28/04/2014 13.00,"2,6","5,2","8,9","0,2",,"0,5","2,2",,
28/04/2014 14.00,"2,5","7,4","10,8","0,2","3,2","0,9","2,1",,
28/04/2014 15.00,"2,6","4,1","7,3","0,2",,"0,4","2,0",,
28/04/2014 16.00,"2,6","2,6","5,7","0,2","2,7","0,4","2,0",,
28/04/2014 17.00,"2,6","4,3","7,4","0,2",,"0,4","2,1",,
28/04/2014 18.00,"2,5","4,3","7,4","0,2","2,4","0,4","2,0",,
28/04/2014 19.00,"2,5","3,6","6,8","0,2",,"0,4","2,1",,
28/04/2014 20.00,"2,5","6,7","9,6","0,2","4,6","0,4","2,5",,
28/04/2014 21.00,"2,3","14,7","17,8","0,2",,"0,6","3,6",,
28/04/2014 22.00,"2,1","11,9","14,8","0,2","8,1","0,7","3,7",,
28/04/2014 23.00,"2,4","5,6","8,7","0,2",,"0,7","2,5",,
29/04/2014 0.00,"2,5","3,7","6,5","0,2","15,6","0,5","2,0",,
29/04/2014 1.00,"2,4","6,9","9,7","0,2",,"0,5","1,8",,
29/04/2014 2.00,"2,5","12,9","15,9","0,4","12,9","0,6","1,7",,
29/04/2014 3.00,"2,5","5,9","8,8","0,2",,"0,7","1,8",,
29/04/2014 4.00,"1,8","1,8","5,1","0,2","12,5","0,4","1,9",,
29/04/2014 5.00,"1,8","4,5","7,5","0,2",,"0,4","2,1",,
29/04/2014 6.00,"2,4","14,0","18,2","0,2","6,1","0,4","4,0",,
29/04/2014 7.00,"2,6","37,1","53,4","0,2",,"0,5","8,5",,
29/04/2014 8.00,"2,5","24,7","32,2","0,2","10,5","0,6","5,8",,
29/04/2014 9.00,"2,5","9,6","13,8","0,2",,"0,6","3,2",,
29/04/2014 10.00,"2,6","4,9","8,4","0,2","14,9","0,6","2,4",,
29/04/2014 11.00,"3,1","4,0","7,7","0,1",,"13,6","2,1",,
29/04/2014 12.00,"2,5","4,4","7,7","0,2","8,1","1,3","2,1",,
29/04/2014 13.00,"2,5","4,8","8,2","0,1",,"0,8","2,1",,
29/04/2014 14.00,"2,5","9,7","13,1","0,2","5,4","0,6","3,6",,
29/04/2014 15.00,"2,6","12,0","16,5","0,2",,"0,5","2,9",,
29/04/2014 16.00,"2,5","9,8","13,5","0,2","9,0","0,5","2,2",,
29/04/2014 17.00,"2,6","5,9","9,0","0,2",,"0,7","2,1",,
29/04/2014 18.00,"2,5","1,7","4,7","0,2","5,9","0,5","2,0",,
29/04/2014 19.00,"2,6","2,2","5,1","0,2",,"0,4","2,0",,
29/04/2014 20.00,"2,5","10,5","13,6","0,2","14,7","0,4","2,5",,
29/04/2014 21.00,"2,3","11,8","14,7","0,2",,"0,4","3,0",,
29/04/2014 22.00,"2,5","12,1","15,3","0,2","11,2","0,7","3,6",,
29/04/2014 23.00,"2,6","12,0","15,2","0,2",,"0,3","2,9",,
30/04/2014 0.00,"2,6","7,7","10,8","0,2","6,8","0,3","1,9",,
30/04/2014 1.00,,"9,4","12,4","0,2",,"0,6","1,9",,
30/04/2014 2.00,"3,2",,,"0,2","9,8","0,5","1,7",,
30/04/2014 3.00,"2,5","6,7","9,9",,,"0,4","1,9",,
30/04/2014 4.00,"2,6","7,4","10,7","0,2","11,5","0,4","1,9",,
30/04/2014 5.00,"2,4","11,7","14,5","0,2",,"0,4","3,1",,
30/04/2014 6.00,"2,6","31,0","40,6","0,2","8,5","0,7","7,9",,
30/04/2014 7.00,"2,5","30,4","40,4","0,3",,"1,0","7,3",,
30/04/2014 8.00,"2,5","16,1","22,5","0,2","10,3","0,7","3,7",,
30/04/2014 9.00,"2,6","6,7","10,9","0,2",,"0,4","2,1",,
30/04/2014 10.00,"2,6","9,5","14,7","0,2","6,3","0,4","2,3",,
30/04/2014 11.00,"2,5","6,0","9,9","0,2",,"0,4","2,0",,
30/04/2014 12.00,"2,6","8,5","13,3","0,2","8,1","0,3","2,1",,
30/04/2014 13.00,"2,8","7,4","11,8","0,2",,"0,4","1,9",,
30/04/2014 14.00,"2,6","7,9","12,3","0,2","5,4","1,4","1,9",,
30/04/2014 15.00,"2,6","2,4","5,5","0,2",,"0,4","1,9",,
30/04/2014 16.00,"2,5","1,9","4,9","0,2","4,2","0,4","1,9",,
30/04/2014 17.00,"2,6","3,0","6,2","0,2",,"0,4","1,8",,
30/04/2014 18.00,"2,6","1,7","4,7","0,2","2,4","0,3","2,0",,
30/04/2014 19.00,"2,6","5,8","8,5","0,2",,"0,4","2,6",,
30/04/2014 20.00,"2,6","6,8","9,9","0,2","8,5","0,5","2,4",,
30/04/2014 21.00,"2,5","7,4","10,1","0,2",,"0,5","2,6",,
30/04/2014 22.00,"2,6","3,8","6,9","0,2","9,3","0,6","2,2",,
30/04/2014 23.00,"2,5","2,4","5,3","0,2",,"0,4","2,0",,
01/05/2014 0.00,"2,6","3,0","5,9","0,2","9,3","0,5","2,0",,
01/05/2014 1.00,"2,6","2,2","5,0","0,2",,"0,4","2,0",,
01/05/2014 2.00,"2,6","1,6","4,5","0,2","11,2","0,4","2,0",,
01/05/2014 3.00,"2,6","2,5","5,4","0,2",,"0,5","2,0",,
01/05/2014 4.00,"2,6","2,1","5,4","0,2","10,0","0,5","1,9",,
01/05/2014 5.00,"2,6","2,9","5,9","0,2",,"0,3","2,3",,
01/05/2014 6.00,"2,5","5,1","8,2","0,2","12,0","0,3","2,7",,
01/05/2014 7.00,"2,6","4,2","7,6","0,2",,"0,4","3,1",,
01/05/2014 8.00,"2,6","5,1","8,1","0,2","6,8","0,5","2,8",,
01/05/2014 9.00,"2,6","10,7","14,9","0,3",,"0,5","4,5",,
01/05/2014 10.00,"2,6","12,7","19,0","0,3","10,7","1,0","4,2",,
01/05/2014 11.00,"2,5","4,3","7,7","0,2",,"0,6","2,6",,
01/05/2014 12.00,"2,5","4,4","8,3","0,2","11,5","0,5","2,2",,
01/05/2014 13.00,"2,5","4,8","8,4","0,2",,"0,4","2,1",,
01/05/2014 14.00,"2,6","4,6","8,3","0,2","6,8","0,3","2,1",,
01/05/2014 15.00,"2,6","3,1","6,5","0,2",,"0,9","1,9",,
01/05/2014 16.00,"2,6","1,3","4,5","0,2","3,9","1,3","1,7",,
01/05/2014 17.00,"2,6","2,5","5,4","0,2",,"0,5","1,9",,
01/05/2014 18.00,"2,6","6,1","9,2","0,2","2,9","0,4","1,8",,
01/05/2014 19.00,"2,6","3,2","5,8","0,2",,"0,5","1,9",,
01/05/2014 20.00,"2,6","5,4","8,1","0,2","2,4","0,3","1,8",,
01/05/2014 21.00,"2,6","4,8","7,6","0,2",,"0,4","1,8",,
01/05/2014 22.00,"2,6","5,5","8,7","0,2","6,3","0,4","1,9",,
01/05/2014 23.00,"2,6","39,1","49,4","0,2",,"0,5","17,2",,
02/05/2014 0.00,"2,6","27,3","31,1","0,2","3,9","0,6","6,4",,
02/05/2014 1.00,,"18,1","21,4","0,2",,"0,7","3,6",,
02/05/2014 2.00,"3,6",,,"0,2","7,6","0,6","2,9",,
02/05/2014 3.00,"3,2","12,1","15,2",,,"0,6","2,7",,
02/05/2014 4.00,"2,7","19,8","24,9","0,2","10,3","0,7","2,9",,
02/05/2014 5.00,"2,7","19,1","24,4","0,2",,"0,7","5,1",,
02/05/2014 6.00,"3,1","29,0","40,3","0,3","10,3","0,8","8,0",,
02/05/2014 7.00,"2,7","22,9","34,4","0,3",,"0,8","6,9",,
02/05/2014 8.00,"2,7","10,0","15,7","0,3","11,2","0,7","2,7",,
02/05/2014 9.00,"3,4","7,3","11,6","0,2",,"0,5","2,2",,
02/05/2014 10.00,"4,1","6,3","10,6","0,2","12,7","0,5","2,1",,
02/05/2014 11.00,"4,5","5,8","9,9","0,2",,"0,6","1,8",,
02/05/2014 12.00,"3,5","4,8","8,2","0,2","7,6","0,5","1,9",,
