Stat,MARTINA FRANCA,,,,
01/02/2015 12.00,"15,5","8,3","0,3","74,2","5,4"
01/02/2015 13.00,"12,9","7,7","0,3","73,5",
01/02/2015 14.00,"10,7","6,9","0,2","75,8","4,4"
01/02/2015 15.00,"3,8","3,1","0,2","77,5",
01/02/2015 16.00,"7,2","4,9","0,2","75,4","3,4"
01/02/2015 17.00,"7,6","5,5","0,2","72,9",
01/02/2015 18.00,"11,7","8,4","0,3","66,5","7,3"
01/02/2015 19.00,"14,0","9,2","0,3","66,2",
01/02/2015 20.00,"15,0","10,1","0,4","64,2","8,8"
01/02/2015 21.00,"14,8","9,9","0,3","65,0",
01/02/2015 22.00,"6,7","4,8","0,3","69,7","12,7"
01/02/2015 23.00,"9,8","7,0","0,2","65,8",
02/02/2015 0.00,"7,1","5,8","0,2","66,2","10,3"
02/02/2015 1.00,"4,2","3,3","0,2","69,1",
02/02/2015 2.00,"1,4","1,3","0,2","71,8","11,2"
02/02/2015 3.00,,,"0,2","72,1",
02/02/2015 4.00,"3,4","2,5","0,2","69,3","8,3"
02/02/2015 5.00,"3,6","2,6","0,2","69,0",
02/02/2015 6.00,"39,5","22,9","0,1","45,6","5,4"
02/02/2015 7.00,"44,8","24,6","0,1","48,0",
02/02/2015 8.00,"41,8","21,5","0,2","52,9","7,8"
02/02/2015 9.00,"57,6","29,1","0,4","44,7",
02/02/2015 10.00,"39,3","20,2","0,2","53,5","3,9"
02/02/2015 11.00,"30,3","15,1","0,2","49,5",
02/02/2015 12.00,"22,3","11,9","0,2","59,1","3,4"
02/02/2015 13.00,"32,0","15,2","0,2","59,0",
02/02/2015 14.00,"50,9","23,7","0,4","55,9","6,8"
02/02/2015 15.00,"45,7","22,3","0,3","54,3",
02/02/2015 16.00,"36,8","20,7","0,3","54,6","4,4"
02/02/2015 17.00,"63,2","31,8","0,5","46,4",
02/02/2015 18.00,"61,0","34,1","0,6","37,2","3,4"
02/02/2015 19.00,"56,7","33,9","0,6","36,6",
02/02/2015 20.00,"41,3","25,5","0,4","44,0","12,2"
02/02/2015 21.00,"40,4","23,9","0,4","46,9",
02/02/2015 22.00,"24,9","17,2","0,3","51,3","11,2"
02/02/2015 23.00,"11,1","8,9","0,3","58,1",
03/02/2015 0.00,"8,1","7,6","0,2","59,9","14,2"
03/02/2015 1.00,"9,6","8,2","0,2","55,6",
03/02/2015 2.00,"4,7","4,2","0,2","60,8","10,7"
03/02/2015 3.00,"2,8","2,5",,"66,3",
03/02/2015 4.00,"7,5","4,2","0,3",,"9,8"
03/02/2015 5.00,"24,0","15,1","0,3","46,6",
03/02/2015 6.00,"63,0","33,3","0,4","35,6","10,3"
03/02/2015 7.00,"33,8","20,7","0,4","50,8",
03/02/2015 8.00,"80,9","37,3","0,7","39,2","6,3"
03/02/2015 9.00,"58,0","31,1","0,6","48,4",
03/02/2015 10.00,"43,3","23,4","0,4","56,2","15,6"
03/02/2015 11.00,"31,0","17,0","0,4","65,9",
03/02/2015 12.00,"24,6","12,9","0,4","73,5","12,7"
03/02/2015 13.00,"26,1","14,1","0,4","73,7",
03/02/2015 14.00,"32,9","18,0","0,4","72,8","7,8"
03/02/2015 15.00,"24,5","13,6","0,4","76,0",
03/02/2015 16.00,"16,7","10,4","0,4","77,4","7,8"
03/02/2015 17.00,"42,9","25,0","0,5","62,0",
03/02/2015 18.00,"49,6","28,0","0,6","51,9","9,8"
03/02/2015 19.00,"43,8","24,5","0,5","55,2",
03/02/2015 20.00,"41,4","24,3","0,5","55,7","8,8"
03/02/2015 21.00,"48,1","28,7","0,6","49,2",
03/02/2015 22.00,"23,4","17,0","0,4","60,6","11,2"
03/02/2015 23.00,"8,9","7,2","0,3","75,5",
04/02/2015 0.00,"5,1","4,2","0,3","79,2","17,1"
04/02/2015 1.00,"3,6","2,6","0,3","80,3",
04/02/2015 2.00,"2,4","1,9","0,2","79,9","18,1"
04/02/2015 3.00,"1,3","1,2","0,2","77,2",
04/02/2015 4.00,"4,8","3,5","0,3","74,4","13,2"
04/02/2015 5.00,"7,3","6,1","0,4","74,1",
04/02/2015 6.00,"18,4","13,7","0,4","65,3","10,7"
04/02/2015 7.00,"21,4","13,2","0,3","71,4",
04/02/2015 8.00,"28,9","16,1","0,4","68,9","17,1"
04/02/2015 9.00,"23,1","13,8","0,4","72,5",
04/02/2015 10.00,"13,4","8,4","0,3","80,8","9,8"
04/02/2015 11.00,"15,4","9,5","0,4","78,6",
04/02/2015 12.00,"20,7","12,3","0,4","78,4","13,2"
04/02/2015 13.00,"23,3","13,6","0,3","81,0",
04/02/2015 14.00,"25,7","13,8","0,3","79,0","10,7"
04/02/2015 15.00,"13,3","8,8","0,3","83,8",
04/02/2015 16.00,"15,9","9,8","0,3","81,7","12,2"
04/02/2015 17.00,"47,7","29,3","0,5","60,4",
04/02/2015 18.00,"117,6","58,8","0,8","20,8","22,9"
04/02/2015 19.00,"101,5","54,1","0,9","22,8",
04/02/2015 20.00,"104,1","56,2","1,0","21,6","30,8"
04/02/2015 21.00,"74,0","43,8","0,7","34,9",
04/02/2015 22.00,"22,7","15,0","0,3","60,0","45,9"
04/02/2015 23.00,"7,1","5,4","0,2","74,6",
05/02/2015 0.00,"3,6","2,8","0,2","81,2","62,0"
05/02/2015 1.00,"3,2","2,3","0,2","79,8",
05/02/2015 2.00,"2,0","1,6","0,2","79,2","67,4"
05/02/2015 3.00,"1,1","0,8",,"78,8",
05/02/2015 4.00,"2,4","1,6","0,1",,"67,9"
05/02/2015 5.00,"5,7","3,4","0,1","75,2",
05/02/2015 6.00,"20,4","11,9","0,2","67,1","92,8"
05/02/2015 7.00,"18,9","10,3","0,2","66,2",
05/02/2015 8.00,"26,1","13,6","0,2","64,3","104,0"
05/02/2015 9.00,"30,5","15,9","0,3","59,4",
05/02/2015 10.00,"27,6","14,6","0,3","58,7","121,1"
05/02/2015 11.00,"22,3","12,3","0,2","63,1",
05/02/2015 12.00,"20,6","10,8","0,2","60,8","99,1"
05/02/2015 13.00,"30,8","14,7","0,2","58,0",
05/02/2015 14.00,"30,8","14,9","0,2","64,0","150,9"
05/02/2015 15.00,,,"0,1","71,1",
05/02/2015 16.00,,,"0,1","75,6",
05/02/2015 17.00,,,,,
05/02/2015 18.00,,,,,
05/02/2015 19.00,,,"0,7",,
05/02/2015 20.00,"37,0","24,9","0,6","68,9",
05/02/2015 21.00,"24,1","17,2","0,6","67,4",
05/02/2015 22.00,"13,4","9,8","0,6","67,8",
05/02/2015 23.00,"7,3","6,3","0,5","66,9",
06/02/2015 0.00,"7,1","5,5","0,5","65,4","111,8"
06/02/2015 1.00,"6,7","4,9","0,6","76,1",
06/02/2015 2.00,"1,2","1,1","0,6","81,2","108,9"
06/02/2015 3.00,"1,1","0,9","0,6","85,2",
06/02/2015 4.00,"6,2","5,6","0,7","80,8","55,2"
06/02/2015 5.00,"3,5","2,1","0,5","82,9",
06/02/2015 6.00,"33,0","20,8","0,6","71,9","27,3"
06/02/2015 7.00,"74,7","43,2","0,6","48,5",
06/02/2015 8.00,"56,2","32,7","0,7","60,3","16,6"
06/02/2015 9.00,"57,8","35,0","0,8","59,2",
06/02/2015 10.00,"28,7","19,4","0,7","71,8","9,3"
06/02/2015 11.00,"26,7","17,0","0,7","70,6",
06/02/2015 12.00,"36,2","20,6","0,7","66,2","12,2"
06/02/2015 13.00,"51,1","29,0","0,7","61,2",
06/02/2015 14.00,"61,6","33,5","0,8","58,7","12,2"
06/02/2015 15.00,"30,4","18,1","0,7","62,0",
06/02/2015 16.00,"22,9","14,3","0,7","64,0","13,2"
06/02/2015 17.00,"42,2","24,8","0,8","54,8",
06/02/2015 18.00,"48,6","29,1","0,8","48,1","17,1"
06/02/2015 19.00,"69,8","38,7","1,0","35,1",
06/02/2015 20.00,"64,7","37,7","1,0","35,9","14,2"
06/02/2015 21.00,"60,5","35,5","0,9","31,8",
06/02/2015 22.00,"34,4","22,7","0,9","43,5","17,6"
06/02/2015 23.00,"32,2","24,0","0,8","45,5",
07/02/2015 0.00,"18,3","15,4","0,7","54,8","19,0"
07/02/2015 1.00,"19,0","15,4","0,7","47,8",
07/02/2015 2.00,"22,1","17,1","0,7","45,3","16,1"
07/02/2015 3.00,"2,3","1,8",,"74,2",
07/02/2015 4.00,"3,5","3,0","0,3",,"10,3"
07/02/2015 5.00,"3,3","2,9","0,2","71,4",
07/02/2015 6.00,"38,6","24,7","0,3","55,5","5,9"
07/02/2015 7.00,"19,1","14,7","0,3","66,9",
07/02/2015 8.00,"58,9","36,5","0,4","43,6","7,8"
07/02/2015 9.00,"137,8","68,6","0,8","14,8",
07/02/2015 10.00,"69,6","39,9","0,7","42,8","5,4"
07/02/2015 11.00,"42,5","24,4","0,4","61,6",
07/02/2015 12.00,"63,2","30,2","0,4","58,4","9,8"
07/02/2015 13.00,"78,3","39,4","0,5","53,7",
07/02/2015 14.00,"93,2","44,4","0,5","51,1","6,3"
07/02/2015 15.00,"34,1","21,1","0,3","67,9",
07/02/2015 16.00,"37,6","24,9","0,4","66,1","9,8"
07/02/2015 17.00,"63,1","38,2","0,5","58,4",
07/02/2015 18.00,"157,0","71,8","0,9","25,2","12,2"
07/02/2015 19.00,"120,0","65,0","0,8","25,2",
07/02/2015 20.00,"95,1","56,4","0,8","26,3","14,2"
07/02/2015 21.00,"193,5","68,7","1,2","9,0",
07/02/2015 22.00,"104,2","52,0","1,3","10,8","23,4"
07/02/2015 23.00,"63,5","41,6","1,0","14,3",
08/02/2015 0.00,"44,7","33,8","0,7","26,3","45,4"
08/02/2015 1.00,"26,6","22,0","0,5","38,2",
08/02/2015 2.00,"19,3","16,5","0,4","44,6","46,9"
08/02/2015 3.00,"8,3","7,6","0,3","57,2",
08/02/2015 4.00,"5,9","4,9","0,3","59,6","37,1"
08/02/2015 5.00,"3,3","3,0","0,3","60,2",
08/02/2015 6.00,"2,3","1,8","0,3","60,1","24,4"
08/02/2015 7.00,"2,8","2,3","0,3","59,3",
08/02/2015 8.00,"6,7","6,0","0,3","56,8","13,2"
08/02/2015 9.00,"8,5","6,3","0,3","59,2",
08/02/2015 10.00,"13,7","8,9","0,3","60,4","8,8"
08/02/2015 11.00,"20,7","12,8","0,4","62,4",
08/02/2015 12.00,"26,8","16,9","0,4","64,6","9,8"
08/02/2015 13.00,"35,5","19,5","0,5","64,9",
08/02/2015 14.00,"25,1","15,4","0,4","68,0","6,8"
08/02/2015 15.00,"7,7","5,9","0,4","74,1",
08/02/2015 16.00,"11,8","9,3","0,4","71,6","4,4"
08/02/2015 17.00,"16,1","12,0","0,4","71,1",
08/02/2015 18.00,"28,7","20,4","0,5","61,2","12,7"
08/02/2015 19.00,"32,6","23,8","0,5","55,9",
08/02/2015 20.00,"38,1","23,6","0,5","57,9","15,6"
08/02/2015 21.00,"42,7","25,5","0,4","60,5",
08/02/2015 22.00,"27,0","16,4","0,3","71,0","24,4"
08/02/2015 23.00,"17,5","11,2","0,3","75,9",
09/02/2015 0.00,"12,1","8,2","0,3","79,2","14,6"
09/02/2015 1.00,"9,0","6,0","0,3","81,9",
09/02/2015 2.00,"3,6","2,6","0,3","85,5","12,2"
09/02/2015 3.00,"1,9","1,0",,"86,6",
09/02/2015 4.00,,,"0,2",,"8,3"
09/02/2015 5.00,,,"0,2","84,3",
09/02/2015 6.00,"2,7","1,9","0,2","79,6","8,8"
09/02/2015 7.00,"12,8","8,0","0,3","74,7",
09/02/2015 8.00,"30,4","18,3","0,3","67,0","8,3"
09/02/2015 9.00,"38,2","22,0","0,4","64,1",
09/02/2015 10.00,"42,8","22,3","0,3","65,1","7,3"
09/02/2015 11.00,,,"0,4","64,1",
09/02/2015 12.00,"49,3","25,1","0,4","66,0","8,8"
09/02/2015 13.00,"50,2","25,5","0,4","66,3",
09/02/2015 14.00,"39,6","20,7","0,4","72,8","8,8"
09/02/2015 15.00,"22,9","12,6","0,3","77,5",
09/02/2015 16.00,"33,6","17,7","0,4","74,0","15,1"
09/02/2015 17.00,"41,8","23,1","0,4","70,2",
09/02/2015 18.00,"41,2","22,5","0,4","70,6","12,7"
09/02/2015 19.00,"57,0","30,9","0,5","64,3",
09/02/2015 20.00,"54,7","28,9","0,4","65,8","12,2"
09/02/2015 21.00,"35,0","19,4","0,4","71,2",
09/02/2015 22.00,"19,1","10,8","0,3","79,2","15,1"
09/02/2015 23.00,"9,2","5,6","0,3","82,9",
10/02/2015 0.00,"6,4","3,7","0,2","86,6","13,7"
10/02/2015 1.00,"4,6","2,7","0,2","86,0",
10/02/2015 2.00,"5,2","2,6","0,2","82,3","10,7"
10/02/2015 3.00,"2,9","1,3","0,2","80,1",
10/02/2015 4.00,"2,8","1,4","0,2","73,3","14,2"
10/02/2015 5.00,"3,7","2,3","0,2","67,6",
10/02/2015 6.00,"9,1","5,3","0,2","64,8","7,8"
10/02/2015 7.00,"26,7","14,0","0,3","59,2",
10/02/2015 8.00,"51,1","23,2","0,4","52,2","7,3"
10/02/2015 9.00,"73,2","30,7","0,5","48,0",
10/02/2015 10.00,"52,4","22,9","0,4","54,4","7,3"
10/02/2015 11.00,"44,5","20,0","0,4","55,2",
10/02/2015 12.00,"55,6","24,5","0,4","52,8","17,6"
10/02/2015 13.00,"57,0","25,4","0,5","56,7",
10/02/2015 14.00,"59,7","25,6","0,5","60,8","9,8"
10/02/2015 15.00,"38,7","18,4","0,5","68,5",
10/02/2015 16.00,"40,2","21,4","0,5","67,2","5,9"
10/02/2015 17.00,"62,1","31,0","0,6","60,5",
10/02/2015 18.00,"56,0","29,3","0,6","59,2","5,4"
10/02/2015 19.00,"72,0","37,9","0,7","49,3",
10/02/2015 20.00,"69,2","36,4","0,6","47,6","12,2"
10/02/2015 21.00,"61,0","31,9","0,6","50,6",
10/02/2015 22.00,"35,9","22,1","0,5","57,1","15,1"
10/02/2015 23.00,"16,7","11,4","0,4","63,8",
11/02/2015 0.00,"16,4","10,7","0,4","61,8","16,6"
11/02/2015 1.00,"12,9","9,0","0,4","61,1",
11/02/2015 2.00,"5,4","4,1","0,3","65,8","17,1"
11/02/2015 3.00,"3,1","2,6",,"66,2",
11/02/2015 4.00,"2,5","2,2","0,2",,"9,8"
11/02/2015 5.00,"4,0","2,8","0,2","66,7",
11/02/2015 6.00,"11,7","7,8","0,2","63,3","6,3"
11/02/2015 7.00,"35,9","19,0","0,3","57,0",
11/02/2015 8.00,"91,0","39,9","0,6","44,7","11,2"
11/02/2015 9.00,"139,6","55,4","0,7","34,0",
11/02/2015 10.00,"76,8","35,7","0,5","50,4","15,6"
11/02/2015 11.00,"70,0","33,0","0,5","56,2",
11/02/2015 12.00,"58,2","27,4","0,4","60,5","17,6"
11/02/2015 13.00,"66,2","29,8","0,4","62,1",
11/02/2015 14.00,"72,4","33,4","0,5","61,4","15,6"
11/02/2015 15.00,"48,1","25,0","0,3","66,5",
11/02/2015 16.00,"42,5","23,0","0,3","66,8","9,8"
11/02/2015 17.00,"54,6","30,0","0,4","57,7",
11/02/2015 18.00,"65,4","36,3","0,4","50,5","14,2"
11/02/2015 19.00,"100,2","52,5","0,7","34,0",
11/02/2015 20.00,"119,5","58,0","0,8","28,8","14,6"
11/02/2015 21.00,"128,7","60,4","0,8","21,6",
11/02/2015 22.00,"79,1","45,7","0,6","30,6","20,5"
11/02/2015 23.00,"56,5","35,8","0,6","33,0",
12/02/2015 0.00,"24,5","18,1","0,3","57,4","25,4"
12/02/2015 1.00,"21,4","15,1","0,3","62,4",
12/02/2015 2.00,"9,8","7,8","0,3","64,4","24,4"
12/02/2015 3.00,"6,2","4,3","0,2","68,0",
12/02/2015 4.00,"6,9","4,4","0,3","68,0","16,6"
12/02/2015 5.00,"10,1","7,4","0,3","63,0",
12/02/2015 6.00,"250,6","68,1","0,4","19,0","16,6"
12/02/2015 7.00,"401,6","95,4","0,5","4,2",
12/02/2015 8.00,"229,9","70,8","0,6","5,7","14,2"
12/02/2015 9.00,"208,6","65,1","0,7","15,2",
12/02/2015 10.00,"138,6","62,1","0,7","22,0","23,4"
12/02/2015 11.00,"63,0","34,8","0,5","54,7",
12/02/2015 12.00,"79,1","40,3","0,5","52,8","32,2"
12/02/2015 13.00,"87,7","40,3","0,6","53,4",
12/02/2015 14.00,"80,4","40,9","0,5","58,9","30,3"
12/02/2015 15.00,"56,5","32,3","0,4","67,3",
12/02/2015 16.00,"61,0","34,0","0,4","64,7","23,9"
12/02/2015 17.00,"89,8","48,7","0,6","54,6",
12/02/2015 18.00,"117,9","62,9","0,8","38,3","23,4"
12/02/2015 19.00,"154,7","77,3","0,9","25,6",
12/02/2015 20.00,"166,5","82,9","1,0","20,2","25,4"
12/02/2015 21.00,"150,6","78,2","0,9","24,1",
12/02/2015 22.00,"95,7","58,4","0,6","41,9","35,6"
12/02/2015 23.00,"68,9","48,1","0,6","36,2",
13/02/2015 0.00,"64,6","45,6","0,9","18,1","33,2"
13/02/2015 1.00,"49,8","36,8","0,8","14,8",
13/02/2015 2.00,"57,1","38,3","0,7","10,3","42,0"
13/02/2015 3.00,"23,0","20,1",,"19,2",
13/02/2015 4.00,"24,3","20,8","0,6",,"51,8"
13/02/2015 5.00,"68,7","27,4","0,5","15,5",
13/02/2015 6.00,"408,5","78,2","0,7","3,5","43,0"
13/02/2015 7.00,"892,6","144,1","0,9","3,1",
13/02/2015 8.00,"557,0","116,7","1,3","4,7","38,6"
13/02/2015 9.00,"291,5","94,0","1,6","8,3",
13/02/2015 10.00,"97,2","54,0","0,7","40,9","50,8"
13/02/2015 11.00,"80,2","43,8","0,6","54,4",
13/02/2015 12.00,"97,8","48,3","0,6","57,1","43,0"
13/02/2015 13.00,"79,0","41,5","0,7","63,7",
13/02/2015 14.00,"112,8","54,7","0,7","60,6","32,7"
13/02/2015 15.00,"64,7","36,4","0,6","72,6",
13/02/2015 16.00,"72,5","42,9","0,6","67,0","20,5"
13/02/2015 17.00,"99,4","58,2","0,8","57,4",
13/02/2015 18.00,"114,8","67,6","1,0","44,3","21,5"
13/02/2015 19.00,"176,8","87,0","1,1","27,8",
13/02/2015 20.00,"217,0","91,6","1,5","11,8","22,9"
13/02/2015 21.00,"231,5","81,4","1,4","4,4",
13/02/2015 22.00,"158,1","62,1","1,6","5,7","45,4"
13/02/2015 23.00,"105,7","48,5","1,4","4,6",
14/02/2015 0.00,"69,2","41,0","1,2","4,1","68,8"
14/02/2015 1.00,"66,9","35,5","1,1","2,3",
14/02/2015 2.00,"46,1","31,9","0,8","4,3","73,2"
14/02/2015 3.00,"31,7","23,0","0,6","9,2",
14/02/2015 4.00,"52,4","21,9","0,6","9,6","66,4"
14/02/2015 5.00,"110,1","31,5","0,5","10,7",
14/02/2015 6.00,"117,7","40,0","0,4","7,8","49,8"
14/02/2015 7.00,"416,2","104,8","0,7","3,6",
14/02/2015 8.00,"357,7","102,2","0,9","6,6","38,1"
14/02/2015 9.00,"414,4","109,4","1,4","7,9",
14/02/2015 10.00,"75,3","46,4","0,6","51,6","50,8"
14/02/2015 11.00,"67,6","37,0","0,6","66,1",
14/02/2015 12.00,"56,8","32,0","0,6","76,0","43,5"
14/02/2015 13.00,"63,5","35,1","0,5","76,7",
14/02/2015 14.00,"38,1","22,4","0,5","87,9","22,5"
14/02/2015 15.00,"27,1","18,0","0,4","95,0",
14/02/2015 16.00,"23,0","15,5","0,4","94,5","14,2"
14/02/2015 17.00,"28,6","19,8","0,5","89,2",
14/02/2015 18.00,"41,9","29,3","0,6","72,1","11,7"
14/02/2015 19.00,"99,4","57,6","0,9","35,2",
14/02/2015 20.00,"107,7","66,0","1,1","18,5","17,6"
14/02/2015 21.00,"138,3","72,6","1,1","16,3",
14/02/2015 22.00,"138,7","77,1","1,1","11,5","43,9"
14/02/2015 23.00,"128,4","60,9","1,2","3,9",
15/02/2015 0.00,"94,1","49,3","1,0","6,5","52,2"
15/02/2015 1.00,"42,6","31,6","0,5","37,9",
15/02/2015 2.00,"28,8","23,5","0,4","45,3","57,6"
15/02/2015 3.00,"30,9","24,2",,"47,0",
15/02/2015 4.00,"8,8","6,7","0,3",,"42,5"
15/02/2015 5.00,"15,0","11,9","0,4","43,3",
15/02/2015 6.00,"14,4","12,2","0,4","37,8","28,8"
15/02/2015 7.00,"25,8","17,6","0,3","36,9",
15/02/2015 8.00,"31,3","18,6","0,3","51,7","25,4"
15/02/2015 9.00,"28,8","17,8","0,3","63,9",
15/02/2015 10.00,"13,9","9,1","0,3","83,8","20,0"
15/02/2015 11.00,"17,6","11,5","0,4","85,1",
15/02/2015 12.00,"17,6","12,2","0,4","85,6","11,2"
15/02/2015 13.00,"17,7","11,5","0,4","84,8",
15/02/2015 14.00,"10,3","7,0","0,3","91,5","6,8"
15/02/2015 15.00,"5,3","4,2","0,3","92,6",
15/02/2015 16.00,"6,8","4,0","0,3","92,8","14,6"
15/02/2015 17.00,"9,9","6,6","0,3","88,4",
15/02/2015 18.00,"14,7","10,2","0,4","80,8","12,2"
15/02/2015 19.00,"20,5","15,0","0,4","76,3",
15/02/2015 20.00,"24,4","16,3","0,4","74,8","13,2"
15/02/2015 21.00,"26,5","18,0","0,4","72,5",
15/02/2015 22.00,"16,4","11,4","0,3","77,6","14,2"
15/02/2015 23.00,"15,9","11,1","0,3","76,8",
16/02/2015 0.00,"11,8","8,8","0,3","77,0","17,1"
16/02/2015 1.00,"13,2","8,8","0,3","76,6",
16/02/2015 2.00,"6,6","5,0","0,3","77,7","10,7"
16/02/2015 3.00,"3,6","2,3","0,3","80,5",
16/02/2015 4.00,"2,7","2,0","0,3","83,8","10,3"
16/02/2015 5.00,"15,3","9,5","0,3","79,9",
16/02/2015 6.00,"32,8","18,9","0,3","71,6","8,3"
16/02/2015 7.00,"55,3","33,2","0,3","64,7",
16/02/2015 8.00,"72,9","41,1","0,4","55,7","6,3"
16/02/2015 9.00,"43,2","25,6","0,4","72,5",
16/02/2015 10.00,,,"0,4","70,3","6,8"
16/02/2015 11.00,,,"0,4","63,7",
16/02/2015 12.00,"50,0","30,6","0,5","61,9","7,8"
16/02/2015 13.00,"38,3","24,1","0,4","73,7",
16/02/2015 14.00,"36,6","23,9","0,3","75,1","7,8"
16/02/2015 15.00,"24,4","16,5","0,3","82,9",
16/02/2015 16.00,"36,7","22,7","0,4","80,9","14,2"
16/02/2015 17.00,"41,1","26,7","0,4","78,2",
16/02/2015 18.00,"87,2","51,1","0,5","55,2","9,8"
16/02/2015 19.00,"98,7","58,6","0,7","44,0",
16/02/2015 20.00,"75,1","47,9","0,6","48,4","18,1"
16/02/2015 21.00,"60,9","40,4","0,6","53,6",
16/02/2015 22.00,"39,8","29,7","0,5","65,0","33,2"
16/02/2015 23.00,"26,0","18,5","0,4","75,9",
17/02/2015 0.00,"15,2","11,5","0,3","83,7","32,2"
17/02/2015 1.00,"16,9","12,0","0,3","85,8",
17/02/2015 2.00,"8,8","6,8","0,3","79,9","24,4"
17/02/2015 3.00,"7,9","6,3",,"73,3",
17/02/2015 4.00,"5,7","4,8","0,2",,"16,6"
17/02/2015 5.00,"13,0","10,8","0,2","75,1",
17/02/2015 6.00,"215,6","82,2","0,3","17,4","19,0"
17/02/2015 7.00,"173,3","81,7","0,4","14,5",
17/02/2015 8.00,"237,9","95,1","1,1","5,9","17,1"
17/02/2015 9.00,"151,8","69,7","0,8","28,4",
17/02/2015 10.00,"42,9","26,8","0,3","70,1","26,4"
17/02/2015 11.00,"33,2","20,8","0,3","79,6",
17/02/2015 12.00,"58,3","34,4","0,4","71,5","28,8"
17/02/2015 13.00,"84,6","47,6","0,5","67,3",
17/02/2015 14.00,"68,7","40,5","0,4","72,9","21,5"
17/02/2015 15.00,"42,8","29,2","0,3","82,5",
17/02/2015 16.00,"51,9","31,9","0,4","80,6","25,4"
17/02/2015 17.00,"77,1","44,9","0,4","67,8",
17/02/2015 18.00,"105,6","63,0","0,6","51,1","28,3"
17/02/2015 19.00,"165,6","88,1","0,8","31,3",
17/02/2015 20.00,"165,2","87,7","0,9","24,5","28,8"
17/02/2015 21.00,"148,5","81,1","0,8","25,6",
17/02/2015 22.00,"78,0","50,7","0,6","48,4","43,9"
17/02/2015 23.00,"45,7","32,2","0,5","56,6",
18/02/2015 0.00,"40,4","28,1","0,4","55,5","43,9"
18/02/2015 1.00,"34,6","24,5","0,3","57,2",
18/02/2015 2.00,"19,6","15,4","0,3","63,2","43,0"
18/02/2015 3.00,"9,8","8,5","0,2","67,0",
18/02/2015 4.00,"9,0","7,0","0,2","68,4","34,7"
18/02/2015 5.00,"9,0","7,4","0,2","67,3",
18/02/2015 6.00,"30,1","21,4","0,3","57,1","33,2"
18/02/2015 7.00,"69,7","41,3","0,5","41,8",
18/02/2015 8.00,"124,6","62,8","0,7","25,1","29,8"
18/02/2015 9.00,"112,8","53,1","0,6","43,8",
18/02/2015 10.00,"74,4","37,2","0,4","63,6","32,2"
18/02/2015 11.00,"64,9","33,7","0,3","70,1",
18/02/2015 12.00,"61,0","31,9","0,4","71,6","29,8"
18/02/2015 13.00,"62,5","32,2","0,4","75,1",
18/02/2015 14.00,"76,3","37,3","0,4","71,3","25,4"
18/02/2015 15.00,"44,1","24,5","0,3","78,7",
18/02/2015 16.00,"52,7","30,0","0,4","72,6","22,5"
18/02/2015 17.00,"70,1","37,9","0,5","66,1",
18/02/2015 18.00,"72,2","40,8","0,5","58,1","17,6"
18/02/2015 19.00,"135,5","66,2","0,7","33,8",
18/02/2015 20.00,"111,3","57,4","0,7","34,6","16,6"
18/02/2015 21.00,"123,9","61,9","0,8","26,9",
18/02/2015 22.00,"69,1","43,9","0,5","42,4","26,4"
18/02/2015 23.00,"31,3","22,7","0,3","62,1",
19/02/2015 0.00,"31,8","24,5","0,3","57,3","33,2"
19/02/2015 1.00,"23,3","17,1","0,2","66,8",
19/02/2015 2.00,"8,8","7,3","0,1","66,0","26,9"
19/02/2015 3.00,"7,3","5,4",,"69,1",
19/02/2015 4.00,"8,6","6,9","0,3",,"20,5"
19/02/2015 5.00,"13,7","10,5","0,3","57,1",
19/02/2015 6.00,"31,6","22,8","0,4","45,3","16,1"
19/02/2015 7.00,"334,8","96,4","0,8","6,1",
19/02/2015 8.00,"343,6","94,1","1,3","4,6","13,7"
19/02/2015 9.00,"192,9","75,0","1,1","14,2",
19/02/2015 10.00,"102,2","49,1","0,7","44,0","32,7"
19/02/2015 11.00,"82,7","39,9","0,6","57,0",
19/02/2015 12.00,"66,3","35,1","0,5","65,5","28,3"
19/02/2015 13.00,"66,5","33,9","0,2","67,8",
19/02/2015 14.00,"85,0","40,7","0,3","68,3","21,0"
19/02/2015 15.00,"53,8","29,6","0,4","74,5",
19/02/2015 16.00,"59,3","33,0","0,6","71,3","23,9"
19/02/2015 17.00,"84,0","46,6","0,7","57,8",
19/02/2015 18.00,"102,7","56,8","0,8","47,6","13,2"
19/02/2015 19.00,"138,2","69,2","0,9","33,1",
19/02/2015 20.00,"119,1","66,1","0,9","32,7","19,0"
19/02/2015 21.00,"91,2","55,6","0,8","38,9",
19/02/2015 22.00,"68,2","45,1","0,6","44,1","34,7"
19/02/2015 23.00,"39,0","30,6","0,5","51,6",
20/02/2015 0.00,"26,5","22,0","0,4","53,2","33,2"
20/02/2015 1.00,"16,9","14,1","0,4","60,0",
20/02/2015 2.00,"10,0","7,8","0,3","70,9","30,8"
20/02/2015 3.00,"6,0","5,0","0,2","75,0",
20/02/2015 4.00,"5,2","4,1","0,2","77,5","28,8"
20/02/2015 5.00,"3,7","2,9","0,2","82,3",
20/02/2015 6.00,"17,8","12,2","0,3","76,2","19,0"
20/02/2015 7.00,"21,9","18,1","0,3","67,6",
20/02/2015 8.00,"101,0","60,6","0,6","30,6","15,6"
20/02/2015 9.00,"153,7","69,8","0,9","32,9",
20/02/2015 10.00,"65,2","38,7","0,6","58,2","19,0"
