"NetC","SIMAGE Brindisi","","","","","","","","","","","","","","","","","",""
"Stat","Torchiarolo","","","","","","","","","","","","","","","","","",""
,SO2,NOX,NO2,CO,PM10,O3,BENZENE
29/04/2011 23.00,"0,1","63,4","43,1","0,4","33,5",6,"0,9"
30/04/2011 0.00,"0,1","40,3",32,"0,4","33,5","13,3",1
30/04/2011 1.00,,"23,3",20,"0,4","28,7","20,3","1,1"
30/04/2011 2.00,"0,3",,,"0,3","28,7","22,5","1,3"
30/04/2011 3.00,"0,4","21,1",18,,"28,7","14,3","0,9"
30/04/2011 4.00,"0,3","21,3",17,"0,3","28,7",,"1,2"
30/04/2011 5.00,"0,4","21,4","15,3","0,4","28,7","23,3","1,1"
30/04/2011 6.00,"0,4","25,9","19,1","0,4","28,7","34,6",1
30/04/2011 7.00,"0,4","46,6","30,4","0,4","28,7",24,"1,2"
30/04/2011 8.00,"0,5","59,4","35,8","0,4","28,7","26,2","1,1"
30/04/2011 9.00,"0,4","37,3","24,4","0,3","28,7","53,6","1,1"
30/04/2011 10.00,"0,6",29,"22,1","0,4","28,7","79,1","0,9"
30/04/2011 11.00,"0,5","24,7",20,"0,3","28,7","89,7","0,7"
30/04/2011 12.00,"0,6","28,9","22,9","0,3","28,7","81,4","0,7"
30/04/2011 13.00,"0,4","28,3","22,7","0,3","28,7","76,9","0,8"
30/04/2011 14.00,"0,4","15,2","12,2","0,3","28,7","94,7","0,4"
30/04/2011 15.00,"0,3",10,8,"0,3","28,7","99,6","0,3"
30/04/2011 16.00,"0,4","16,8","12,9","0,3","28,7","101,8","0,3"
30/04/2011 17.00,"0,4","23,1","18,6","0,3","28,7","93,7","0,4"
30/04/2011 18.00,"0,4","16,4",13,"0,3","28,7","98,4","0,6"
30/04/2011 19.00,"0,4","17,1","13,8","0,3","28,7",99,"0,4"
30/04/2011 20.00,"0,3","26,6","21,7","0,3","28,7","98,4","0,5"
30/04/2011 21.00,"0,5","17,3","14,1","0,3","28,7","105,8","0,5"
30/04/2011 22.00,"0,4","10,8","8,9","0,2","28,7","104,7","0,3"
30/04/2011 23.00,"0,3","10,6","9,2","0,2","28,7","88,4","0,2"
01/05/2011 0.00,"0,3","8,3","6,7","0,2","28,7","104,9","0,2"
01/05/2011 1.00,"0,3","7,8","6,6","0,2","33,4","104,8","0,1"
01/05/2011 2.00,"0,3","7,3","5,9","0,2","33,4","110,4","0,1"
01/05/2011 3.00,"0,4","4,4","3,7","0,2","33,4","103,3",
01/05/2011 4.00,"0,4","3,8","3,3","0,2","33,4","96,8",
01/05/2011 5.00,"0,3","4,4","3,8","0,2","33,4","95,6","0,1"
01/05/2011 6.00,"0,3","6,9","5,5","0,2","33,4","88,4","0,2"
01/05/2011 7.00,"0,3","7,4","5,9","0,2","33,4","87,5","0,4"
01/05/2011 8.00,"0,3",9,"7,2","0,3","33,4",87,"0,3"
01/05/2011 9.00,"0,3","12,9","10,1","0,3","33,4","88,4","0,6"
01/05/2011 10.00,"0,4","15,4","11,8","0,3","33,4","84,3","0,6"
01/05/2011 11.00,"0,3","13,2","9,7","0,3","33,4","79,9","0,6"
01/05/2011 12.00,"0,3","19,5","14,5","0,3","33,4","77,2","0,6"
01/05/2011 13.00,"0,3","17,2","13,1","0,4","33,4","78,1",1
01/05/2011 14.00,"0,3","5,9","4,5","0,2","33,4","87,9","0,5"
01/05/2011 15.00,"0,4","7,4","5,7","0,2","33,4",86,"0,2"
01/05/2011 16.00,"0,4","7,4","6,2","0,2","33,4","96,7","0,3"
01/05/2011 17.00,"0,3","10,2","8,5","0,2","33,4","89,9","0,3"
01/05/2011 18.00,"0,3","10,5","8,7","0,2","33,4","85,8","0,3"
01/05/2011 19.00,"0,3","11,8","9,6","0,2","33,4","92,2","0,3"
01/05/2011 20.00,"0,3","12,5","10,5","0,2","33,4",83,"0,2"
01/05/2011 21.00,"0,4","21,3","18,2","0,3","33,4","48,4","0,5"
01/05/2011 22.00,"0,4",25,"20,5","0,3","33,4","34,2","0,5"
01/05/2011 23.00,"0,5","24,7","21,4","0,3","33,4","28,6","0,6"
02/05/2011 0.00,"0,6","15,1",13,"0,3","33,4","31,5","0,6"
02/05/2011 1.00,,12,"10,3","0,3","19,2","33,2","0,4"
02/05/2011 2.00,"0,5",,,"0,3","19,2","33,9","3,7"
02/05/2011 3.00,"0,6","14,2","12,7",,"19,2","37,5","0,4"
02/05/2011 4.00,"0,4","12,3","10,9","0,2","19,2",,"0,3"
02/05/2011 5.00,"0,5","24,3","20,3","0,4","19,2","23,2","0,5"
02/05/2011 6.00,"0,5","31,9","24,8","0,3","19,2","13,4","1,1"
02/05/2011 7.00,1,"71,3","37,7","0,5","19,2","7,1","1,8"
02/05/2011 8.00,"0,9","43,1","26,5","0,3","19,2","32,3","2,1"
02/05/2011 9.00,"0,5","16,9","12,8","0,2","19,2","55,8","0,6"
02/05/2011 10.00,"0,4","19,4",16,"0,2","19,2","74,4","0,5"
02/05/2011 11.00,"1,1","17,7","14,7","0,2","19,2","98,4","0,5"
02/05/2011 12.00,"0,7","10,8","9,1","0,2","19,2",100,"0,4"
02/05/2011 13.00,"0,5","8,6","7,3","0,2","19,2","108,8","0,4"
02/05/2011 14.00,"0,5","12,5","10,5","0,2","19,2","90,7","0,3"
02/05/2011 15.00,"0,4","14,5","11,6","0,2","19,2","92,4","0,4"
02/05/2011 16.00,"0,4","15,4","12,9","0,2","19,2","92,5","0,3"
02/05/2011 17.00,"0,5","22,7","18,6","0,3","19,2","86,9","0,5"
02/05/2011 18.00,"0,7","40,4",33,"0,4","19,2","78,9","0,6"
02/05/2011 19.00,"0,8","42,5","35,8","0,4","19,2","73,2","0,8"
02/05/2011 20.00,"0,8","50,5","42,1","0,4","19,2","60,6",1
02/05/2011 21.00,"0,9","37,3","30,8","0,3","19,2","61,7",1
02/05/2011 22.00,"0,4","16,5","13,7","0,3","19,2","73,7","0,7"
02/05/2011 23.00,"0,2","10,5","8,5","0,2","19,2",87,"0,3"
03/05/2011 0.00,"0,2","7,1","5,7","0,2","19,2","90,9","0,2"
03/05/2011 1.00,"0,2","5,5","4,6","0,2","28,2","90,6","0,2"
03/05/2011 2.00,"0,2","4,1","2,9","0,2","28,2","92,1","0,2"
03/05/2011 3.00,"0,4","3,2","2,4","0,2","28,2","92,2",
03/05/2011 4.00,"0,5","4,4","3,6","0,2","28,2","86,4","0,1"
03/05/2011 5.00,"0,4","8,8","7,4","0,2","28,2","82,5","0,2"
03/05/2011 6.00,"0,5",15,"12,6","0,2","28,2","79,2","0,4"
03/05/2011 7.00,"0,7","28,6","22,2","0,3","28,2","64,6","0,4"
03/05/2011 8.00,"0,8","47,9","33,4","0,4","28,2","50,8","0,9"
03/05/2011 9.00,"0,8","29,4",23,"0,3","28,2","68,4","0,9"
03/05/2011 10.00,"0,8","21,5","15,7","0,3","28,2","74,5","0,5"
03/05/2011 11.00,"1,1","24,4","16,9","0,3","28,2",72,"0,5"
03/05/2011 12.00,"0,9","22,8","16,3","0,4","28,2","68,1","0,5"
03/05/2011 13.00,"0,7",15,"11,2","0,2","28,2","78,9","0,6"
03/05/2011 14.00,"0,7","8,3","6,8","0,3","28,2","93,7","0,3"
03/05/2011 15.00,"0,9","9,2","7,4","0,2","28,2","99,7","0,2"
03/05/2011 16.00,"0,8","8,8","7,3","0,2","28,2","103,4","0,2"
03/05/2011 17.00,1,"10,4","8,6","0,2","28,2","107,2","0,3"
03/05/2011 18.00,"1,2","19,4","16,4","0,3","28,2","97,6","0,4"
03/05/2011 19.00,"1,1","34,7","29,9","0,3","28,2","82,1","0,7"
03/05/2011 20.00,"1,3","39,3","34,3","0,4","28,2","71,9","0,9"
03/05/2011 21.00,"1,3","24,9","21,7","0,2","28,2","66,7","1,6"
03/05/2011 22.00,"1,4","19,8","17,3","0,2","28,2","54,5","0,5"
03/05/2011 23.00,"1,5","12,2","10,2","0,1","28,2","65,4","0,4"
04/05/2011 0.00,"1,2","8,2","6,6","0,1","28,2","79,9","0,2"
04/05/2011 1.00,,"5,7","4,5","0,1",23,93,"0,1"
04/05/2011 2.00,"1,4",,,"0,1",23,94,
04/05/2011 3.00,"1,6","9,7","8,5",,23,"95,8",
04/05/2011 4.00,"1,5","5,6","4,9","0,1",23,,
04/05/2011 5.00,"1,5","9,7","8,1","0,2",23,"73,9","0,1"
04/05/2011 6.00,"1,8","15,7","13,5","0,3",23,"54,7","0,2"
04/05/2011 7.00,"1,7","23,7","18,6","0,2",23,"62,2","0,6"
04/05/2011 8.00,"1,4","20,1","16,2","0,2",23,"66,1","0,3"
04/05/2011 9.00,1,"20,7","17,3","0,2",23,"78,2","0,4"
04/05/2011 10.00,"1,3","22,5","17,5","0,2",23,"68,6","0,4"
04/05/2011 11.00,"1,7","20,5","16,9","0,3",23,"69,7","0,5"
04/05/2011 12.00,"1,4","15,9",13,"0,2",23,"77,4","0,6"
04/05/2011 13.00,2,"20,3","17,1","0,2",23,"69,9","0,5"
04/05/2011 14.00,"1,7","17,7","14,9","0,2",23,"77,1","0,4"
04/05/2011 15.00,"2,1","15,8","12,8","0,2",23,"80,1","0,3"
04/05/2011 16.00,"1,5","13,3",11,"0,2",23,80,"0,4"
04/05/2011 17.00,"1,6","12,1","9,8","0,2",23,"88,5","0,3"
04/05/2011 18.00,"1,5","11,7",10,"0,2",23,"94,3","0,4"
04/05/2011 19.00,"1,6","15,7","13,4","0,3",23,"90,7","0,4"
04/05/2011 20.00,"1,3","15,4","13,6","0,3",23,"93,9","0,5"
04/05/2011 21.00,"1,8","10,9","9,2","0,2",23,"106,4","0,5"
04/05/2011 22.00,"1,3","10,2","8,8","0,2",23,"105,2","0,4"
04/05/2011 23.00,"1,2","9,4",8,"0,3",23,"103,4","0,3"
05/05/2011 0.00,"1,2","8,8","7,4","0,2",23,"103,5","0,3"
05/05/2011 1.00,"1,2","8,3","7,3","0,2","18,6","101,3","0,2"
05/05/2011 2.00,"1,5","4,8","4,4","0,2","18,6","101,4","0,3"
05/05/2011 3.00,"1,7","7,3","6,4","0,2","18,6",94,"0,3"
05/05/2011 4.00,"1,7","6,2","5,7","0,2","18,6","94,2","0,3"
05/05/2011 5.00,"1,5","7,7","6,6","0,2","18,6","93,5","0,3"
05/05/2011 6.00,"1,9","10,3","8,7","0,2","18,6","90,5","0,3"
05/05/2011 7.00,"1,6",12,"9,9","0,2","18,6","91,7","0,3"
05/05/2011 8.00,"1,6","12,5","10,2","0,2","18,6","82,7","0,4"
05/05/2011 9.00,"1,3","12,2","9,7","0,2","18,6",82,"0,5"
05/05/2011 10.00,"1,6","10,5","8,1","0,2","18,6","86,2","0,5"
05/05/2011 11.00,"1,7","7,7","5,9","0,2","18,6","97,2","0,6"
05/05/2011 12.00,"1,7","7,9","6,3","0,2","18,6","108,5","0,5"
05/05/2011 13.00,"1,6","7,5","6,1","0,2","18,6",113,"0,5"
05/05/2011 14.00,"1,7","6,6","5,6","0,2","18,6","118,7","0,5"
05/05/2011 15.00,"1,6","7,3","6,2","0,2","18,6","122,8","0,5"
05/05/2011 16.00,"2,4","6,1","5,1","0,1","18,6",124,"0,4"
05/05/2011 17.00,"1,8","6,8","5,8","0,2","18,6","125,1","0,4"
05/05/2011 18.00,"2,3","8,2",7,"0,2","18,6","126,4","0,4"
05/05/2011 19.00,"2,2","13,9","12,2","0,2","18,6","120,5","0,4"
05/05/2011 20.00,"1,9","14,9",13,"0,2","18,6","116,6","0,4"
05/05/2011 21.00,"2,1","15,6","13,7","0,2","18,6","114,8","0,3"
05/05/2011 22.00,,,,,"18,6",,"0,3"
05/05/2011 23.00,"1,9",8,"7,2","0,2","18,6","118,1","0,3"
06/05/2011 0.00,"1,5","6,3","5,4","0,1","18,6","117,6","0,3"
06/05/2011 1.00,,"6,6",6,"0,2","21,7","118,5","0,2"
06/05/2011 2.00,"1,2",,,"0,2","21,7","112,1","0,2"
06/05/2011 3.00,"1,3","13,3","12,2",,"21,7","97,1","0,1"
06/05/2011 4.00,"1,8","11,4","10,6","0,2","21,7",,"0,3"
06/05/2011 5.00,"1,7","13,1",12,"0,3","21,7","87,7","0,3"
06/05/2011 6.00,"1,8","11,3","9,6","0,3","21,7",116,
06/05/2011 7.00,"1,8","15,2",12,"0,3","21,7","110,3","0,5"
06/05/2011 8.00,"2,1","11,8","9,9","0,3","21,7","111,1","0,4"
06/05/2011 9.00,"2,7","9,8","8,4","0,3","21,7","115,3","0,5"
06/05/2011 10.00,"2,3","7,2","6,3","0,3","21,7","120,6","0,5"
06/05/2011 11.00,"2,3","7,4","6,4","0,3","21,7",123,"0,5"
06/05/2011 12.00,"2,5","21,4","15,7","0,2","21,7","118,7","0,5"
06/05/2011 13.00,"2,3","9,8","8,4","0,2","21,7","130,2","0,5"
06/05/2011 14.00,"2,1","6,3","5,7","0,2","21,7","131,8","0,4"
06/05/2011 15.00,2,"6,5","5,6","0,2","21,7","131,9","0,4"
06/05/2011 16.00,2,"12,9","11,4","0,2","21,7","131,4","0,4"
06/05/2011 17.00,"2,6",11,"9,8","0,2","21,7","137,4","0,4"
06/05/2011 18.00,"2,5","13,2","11,5","0,2","21,7","136,7","0,4"
06/05/2011 19.00,"3,1","16,4","14,6","0,2","21,7","127,9","0,4"
06/05/2011 20.00,"2,9",16,"14,5","0,3","21,7",116,"0,4"
06/05/2011 21.00,"3,2","19,1","17,5","0,3","21,7","100,3","0,4"
06/05/2011 22.00,"2,6","45,7","43,3","0,3","21,7","68,2","0,4"
06/05/2011 23.00,"2,3","28,1",26,"0,3","21,7","77,6","0,4"
07/05/2011 0.00,"2,5","19,5","17,6","0,3","21,7","86,4","0,4"
07/05/2011 1.00,"0,2","24,2","22,5","0,4","19,7",64,"0,5"
07/05/2011 2.00,"0,1","16,2","14,9","0,3","19,7","64,5",3
07/05/2011 3.00,"0,1","9,5","8,8","0,3","19,7","71,5","0,8"
07/05/2011 4.00,"0,1","8,5","7,8","0,3","19,7",71,"0,6"
07/05/2011 5.00,"0,1","14,3","13,3","0,4","19,7","58,5","0,5"
07/05/2011 6.00,"0,1","28,1","22,9","0,3","19,7","59,7","0,6"
07/05/2011 7.00,"0,1","43,3","33,6","0,4","19,7","65,9","0,8"
07/05/2011 8.00,"0,1","19,4",16,"0,3","19,7",97,"0,9"
07/05/2011 9.00,"0,1","34,5","28,4","0,3","19,7","91,7","0,7"
07/05/2011 10.00,"0,1","21,3",18,"0,3","19,7","111,8","0,7"
07/05/2011 11.00,"0,1",17,"14,8","0,3","19,7","121,4","0,6"
07/05/2011 12.00,"0,3","11,1","9,5","0,3","19,7","120,6","0,5"
07/05/2011 13.00,"0,3","8,7","7,4","0,3","19,7","125,8","0,4"
07/05/2011 14.00,"0,3","7,4","6,3","0,3","19,7","129,6","0,4"
07/05/2011 15.00,"0,2","5,5","4,9","0,3","19,7","131,9","0,3"
07/05/2011 16.00,"0,4","7,6","6,4","0,2","19,7",133,"0,3"
07/05/2011 17.00,"0,2","5,6","4,6","0,2","19,7","130,4","0,3"
07/05/2011 18.00,"0,1","9,2","7,8","0,2","19,7","122,9","0,3"
07/05/2011 19.00,"0,1","10,9","9,2","0,2","19,7","119,3","0,3"
07/05/2011 20.00,"0,3","10,3",9,"0,3","19,7","108,9","0,4"
07/05/2011 21.00,"0,3","35,5","32,5","0,4","19,7",60,"0,5"
07/05/2011 22.00,"0,3","78,6","69,8","0,4","19,7","23,5","0,6"
07/05/2011 23.00,"0,7","61,7","52,5","0,5","19,7","26,6","0,9"
08/05/2011 0.00,"2,3","58,7",42,"0,5","19,7","1,5",1
08/05/2011 1.00,,75,"41,9","0,4","19,1","2,9","2,3"
08/05/2011 2.00,"2,8",,,"0,4","19,1","32,1","1,3"
08/05/2011 3.00,"2,5","22,4","19,9",,"19,1","44,3","0,9"
08/05/2011 4.00,"2,8","15,1","13,5","0,2","19,1",,"0,8"
08/05/2011 5.00,"2,9","13,5","11,9","0,2","19,1","47,5","0,7"
08/05/2011 6.00,"2,3","22,3","18,4","0,3","19,1","50,9",
08/05/2011 7.00,"1,8","24,7","19,3","0,3","19,1",44,"0,9"
08/05/2011 8.00,"3,4","24,2",20,"0,2","19,1","71,9","0,9"
08/05/2011 9.00,"3,1","20,9","17,5","0,2","19,1","98,3","0,9"
08/05/2011 10.00,"3,3","14,4","12,4","0,2","19,1","115,3","0,6"
08/05/2011 11.00,"2,9","10,9","9,7","0,1","19,1","126,2","0,5"
08/05/2011 12.00,"3,6","12,8","11,4","0,1","19,1",130,"0,5"
08/05/2011 13.00,"3,3","11,1","9,9","0,1","19,1","140,6","0,8"
08/05/2011 14.00,"3,2",10,"8,9","0,1","19,1","141,1","0,6"
08/05/2011 15.00,"3,6","11,5","10,3",0,"19,1","137,9","0,4"
08/05/2011 16.00,3,"10,9","9,6","0,1","19,1","141,4","0,4"
08/05/2011 17.00,"3,7","10,5","9,4","0,1","19,1","138,9","0,4"
08/05/2011 18.00,"3,4","12,1","10,9","0,1","19,1","143,6","0,4"
08/05/2011 19.00,"3,5","15,9","14,6","0,1","19,1","137,3","0,4"
08/05/2011 20.00,"3,2","21,7","19,9","0,2","19,1","111,9","0,4"
08/05/2011 21.00,"3,3","47,3","43,8","0,3","19,1","79,5","0,8"
08/05/2011 22.00,"3,9","33,2","30,1","0,2","19,1","67,3","0,9"
08/05/2011 23.00,"4,5","33,5","30,4","0,2","19,1","56,3","0,6"
09/05/2011 0.00,4,28,"24,9","0,2","19,1","74,3","0,7"
09/05/2011 1.00,4,"14,7",13,"0,2","11,7","107,1","0,5"
09/05/2011 2.00,"4,2","12,8","11,4","0,2","11,7","105,1","0,4"
09/05/2011 3.00,"3,8","12,7","11,4","0,2","11,7","102,1","0,4"
09/05/2011 4.00,"4,1",10,"8,7","0,1","11,7","114,7","0,4"
09/05/2011 5.00,"3,9","14,9","13,5","0,2","11,7","109,8","0,5"
09/05/2011 6.00,"4,1","12,1","10,8","0,1","11,7",115,"0,5"
09/05/2011 7.00,"3,9","12,7","11,2","0,2","11,7","89,2","0,4"
09/05/2011 8.00,"3,9","21,7","19,1","0,2","11,7",67,"0,6"
09/05/2011 9.00,"3,8","22,6","18,5","0,2","11,7","57,3","0,6"
09/05/2011 10.00,"4,3","20,8","17,2","0,4","11,7",56,"0,9"
09/05/2011 11.00,"4,5","27,7","23,3","0,3","11,7","56,2","0,9"
09/05/2011 12.00,"4,4","31,1","24,7","0,3","11,7","65,6","0,9"
09/05/2011 13.00,"4,4","27,9","21,4","0,3","11,7",76,"1,1"
09/05/2011 14.00,"4,6","11,9","9,7","0,2","11,7","86,4","0,9"
09/05/2011 15.00,"4,3","10,5",9,"0,2","11,7","101,1","0,6"
09/05/2011 16.00,"4,9","10,8","9,1","0,2","11,7","104,7","0,6"
09/05/2011 17.00,"4,4",8,"6,6","0,2","11,7","104,4","0,6"
09/05/2011 18.00,"4,7","16,7","14,1","0,2","11,7","94,8","0,6"
09/05/2011 19.00,"4,5","16,5","13,9","0,2","11,7","90,7","0,7"
09/05/2011 20.00,"4,7","21,7",19,"0,2","11,7","84,1","0,8"
09/05/2011 21.00,4,"16,3","14,2","0,1","11,7","70,2","0,9"
09/05/2011 22.00,"4,2","15,6","11,7","0,1","11,7","71,6","0,6"
09/05/2011 23.00,"3,8","5,5","4,7","0,1","11,7","112,2","0,5"
10/05/2011 0.00,"2,9","4,1","3,4","0,1","11,7","122,6","0,3"
10/05/2011 1.00,,4,"3,4","0,1","18,7","107,6","0,3"
10/05/2011 2.00,1,,,"0,1","18,7","88,9","0,4"
10/05/2011 3.00,"0,9","11,1","10,4",,"18,7","86,5","0,4"
10/05/2011 4.00,"0,8","7,8",7,"0,2","18,7",,"0,3"
10/05/2011 5.00,"0,9","6,4","5,5","0,2","18,7",87,"0,3"
10/05/2011 6.00,1,"9,3","7,9","0,2","18,7","91,1",
10/05/2011 7.00,"0,9",9,"7,9","0,2","18,7","88,1","0,5"
10/05/2011 8.00,"0,9","11,2","9,1","0,3","18,7","85,5",1
10/05/2011 9.00,"0,9","9,5","7,6","0,2","18,7","89,7","0,9"
10/05/2011 10.00,"0,9","6,5","5,4","0,2","18,7","96,9","0,5"
10/05/2011 11.00,"0,9","6,3",5,"0,2","18,7","99,8","0,5"
10/05/2011 12.00,"0,9","8,4","6,7","0,2","18,7","98,6","0,4"
10/05/2011 13.00,"0,9","6,8","5,4","0,2","18,7","101,9","0,3"
10/05/2011 14.00,"0,9","5,9","4,9","0,2","18,7","104,7","0,3"
10/05/2011 15.00,"0,8","6,9","5,5","0,2","18,7","111,9","0,3"
10/05/2011 16.00,"0,9",6,"5,1","0,2","18,7","113,7","0,3"
10/05/2011 17.00,"0,9","6,3","5,1","0,2","18,7","112,3","0,3"
10/05/2011 18.00,"0,9","11,7","9,8","0,2","18,7","110,3","0,4"
10/05/2011 19.00,"0,9",15,"13,2","0,2","18,7","103,8","0,4"
10/05/2011 20.00,"0,8","15,3",14,"0,2","18,7","101,4","0,4"
10/05/2011 21.00,"0,9",14,"12,7","0,2","18,7","99,8","0,4"
10/05/2011 22.00,"1,8","9,3","8,2","0,1","18,7","106,5","0,3"
10/05/2011 23.00,3,"9,9","8,8","0,2","18,7","105,1","0,3"
11/05/2011 0.00,3,"7,7","6,8","0,2","18,7","111,3","0,3"
11/05/2011 1.00,3,"6,6","5,6","0,2","24,4","108,9","0,3"
11/05/2011 2.00,"3,1","6,8","5,9","0,2","24,4","102,8","0,3"
11/05/2011 3.00,"3,3",6,"5,3","0,2","24,4",101,"0,2"
11/05/2011 4.00,"3,2",7,6,"0,2","24,4","93,3","0,3"
11/05/2011 5.00,"3,2","8,2","7,4","0,2","24,4","97,8","0,3"
11/05/2011 6.00,"3,3","12,4","10,8","0,2","24,4","95,8","0,3"
11/05/2011 7.00,3,"16,9","14,5","0,2","24,4",91,"0,3"
11/05/2011 8.00,"3,4","20,3","16,9","0,2","24,4","94,9","0,4"
11/05/2011 9.00,"3,4","19,8",16,"0,2","24,4",99,"0,4"
11/05/2011 10.00,"3,1","13,6","11,6","0,2","24,4","109,1","0,4"
11/05/2011 11.00,"3,3","11,7","9,5","0,2","24,4","114,2","0,4"
11/05/2011 12.00,"3,3",9,"7,6","0,2","24,4","122,3","0,4"
11/05/2011 13.00,"3,4","17,5",15,"0,2","24,4","120,8","0,4"
11/05/2011 14.00,"3,4","18,7","16,4","0,2","24,4","120,4","0,3"
11/05/2011 15.00,"4,3","20,9",18,"0,2","24,4","122,5","0,3"
11/05/2011 16.00,"3,7","10,4",9,"0,2","24,4","136,5","0,3"
11/05/2011 17.00,"3,8","13,1","11,4","0,2","24,4","141,2","0,3"
11/05/2011 18.00,"3,4","19,7","17,5","0,2","24,4","127,1","0,6"
11/05/2011 19.00,"3,1","13,5","12,3","0,2","24,4","123,3","0,5"
11/05/2011 20.00,"3,2","10,8","9,6","0,2","24,4","119,9","0,3"
11/05/2011 21.00,"3,5",11,"9,8","0,2","24,4","115,5","0,3"
11/05/2011 22.00,"3,6","11,5","10,1","0,1","24,4","104,7","0,2"
11/05/2011 23.00,"3,4",10,"8,7","0,1","24,4","95,3","0,3"
12/05/2011 0.00,"3,9",11,"9,7","0,1","24,4",105,"0,3"
12/05/2011 1.00,,"8,4","7,4","0,1","23,2","127,3","0,3"
12/05/2011 2.00,"1,4",,,"0,2","23,2","126,3","0,3"
12/05/2011 3.00,"1,5","15,1","13,7",,"23,2","124,1","0,3"
12/05/2011 4.00,"1,4","10,6","9,5","0,2","23,2",,"0,3"
12/05/2011 5.00,"1,4","11,7","10,6","0,2","23,2",106,"0,3"
12/05/2011 6.00,"1,5","18,3","16,6","0,2","23,2","94,6",
12/05/2011 7.00,"1,4","22,2","19,6","0,2","23,2","94,3","0,4"
12/05/2011 8.00,"1,4","21,8","18,9","0,2","23,2","101,8","0,4"
12/05/2011 9.00,"1,5","23,3","19,9","0,2","23,2","106,2","0,4"
12/05/2011 10.00,"1,5","28,2","23,2","0,2","23,2","104,8","0,3"
12/05/2011 11.00,"2,9","20,2","17,3","0,3","23,2","112,4","0,5"
12/05/2011 12.00,"3,7","25,4",22,"0,3","23,2","113,1","0,4"
12/05/2011 13.00,"3,5","9,4","8,2","0,2","23,2",134,"0,4"
12/05/2011 14.00,"3,2","7,1","6,4","0,2","23,2",141,"0,3"
12/05/2011 15.00,"2,6","7,6","6,9","0,2","23,2","143,5","0,2"
12/05/2011 16.00,"2,2","8,8","7,8","0,2","23,2","145,9","0,3"
12/05/2011 17.00,"2,6","11,1","9,8","0,2","23,2","146,6","0,3"
12/05/2011 18.00,"3,1","14,1","12,5","0,3","23,2","144,2","0,2"
12/05/2011 19.00,"2,5","15,7","14,5","0,3","23,2","145,4","0,3"
12/05/2011 20.00,"1,7","26,7","24,6","0,4","23,2",128,"0,8"
12/05/2011 21.00,"1,5","32,6","30,1","0,4","23,2","109,9","5,8"
12/05/2011 22.00,"1,7","27,4","24,9","0,2","23,2","99,4","1,3"
12/05/2011 23.00,"2,2","21,6","19,8","0,2","23,2","102,8","0,7"
13/05/2011 0.00,"2,3","19,5","17,4","0,2","23,2",107,"0,5"
13/05/2011 1.00,"2,1","13,8","12,5","0,2","24,3","106,1","0,4"
13/05/2011 2.00,2,13,"11,6","0,3","24,3","85,7","0,4"
13/05/2011 3.00,"2,3","16,7",15,"0,3","24,3","77,5","0,5"
13/05/2011 4.00,"1,9","13,3","11,9","0,3","24,3","75,5","0,5"
13/05/2011 5.00,"2,4","19,5","17,6","0,4","24,3","66,2","0,5"
13/05/2011 6.00,"2,3","37,6","33,5","0,4","24,3","52,4","0,7"
13/05/2011 7.00,"3,1","75,6","58,6","0,5","24,3","34,3","1,3"
13/05/2011 8.00,"3,6","46,3","37,9","0,5","24,3","62,4","1,3"
13/05/2011 9.00,"4,5","18,5","16,2","0,4","24,3","95,2",1
13/05/2011 10.00,"3,7",17,15,"0,3","24,3","97,6","0,7"
13/05/2011 11.00,"3,7","23,6","21,2","0,3","24,3","108,5","0,8"
13/05/2011 12.00,"3,9","40,9","31,6","0,3","24,3","113,9","0,7"
13/05/2011 13.00,"3,5",31,"22,3","0,3","24,3","124,3","0,5"
13/05/2011 14.00,"3,3","5,6","5,1","0,3","24,3","132,2","0,3"
13/05/2011 15.00,3,"6,3","5,6","0,3","24,3","127,9","0,3"
13/05/2011 16.00,"2,7","6,4","5,6","0,2","24,3",130,"0,3"
13/05/2011 17.00,"2,8","6,8","6,1","0,2","24,3","119,1","0,3"
13/05/2011 18.00,"2,7","7,1","6,2","0,3","24,3","120,4","0,3"
13/05/2011 19.00,"2,3","13,9","12,9","0,3","24,3","110,2","0,3"
13/05/2011 20.00,"2,5","23,2","20,9","0,4","24,3","74,5","0,4"
13/05/2011 21.00,"2,6","32,1","27,7","0,3","24,3","68,8","1,7"
13/05/2011 22.00,"2,8",29,"25,9","0,3","24,3","72,8","0,8"
13/05/2011 23.00,"2,4","96,7","77,1","0,4","24,3","6,1","0,8"
14/05/2011 0.00,2,62,"53,4","0,4","24,3","19,7",1
14/05/2011 1.00,,"68,5","51,4","0,4",27,"9,5","0,9"
14/05/2011 2.00,"0,7",,,"0,4",27,"17,3","1,7"
14/05/2011 3.00,"0,5","30,6","26,9",,27,"36,3",1
14/05/2011 4.00,"0,8","25,1",22,"0,3",27,,"0,9"
14/05/2011 5.00,"2,1","89,8","37,5","0,5",27,"1,3","1,1"
14/05/2011 6.00,"2,2","88,9","49,7","0,3",27,"5,8",
14/05/2011 7.00,"2,1","83,7","54,6","0,6",27,"13,5","1,6"
14/05/2011 8.00,"1,8","57,1","42,4","0,5",27,"40,3","2,1"
14/05/2011 9.00,"2,6","32,5","27,5","0,4",27,"79,2","1,4"
14/05/2011 10.00,2,"35,6","29,5","0,4",27,"86,1","1,3"
