,Provincia di TARANTO,,,,,,
25/10/2008 12.00,"6,293898","39,023364","7,842217","27,017801","22,46641","0,138694","0,668124"
25/10/2008 13.00,"6,233972","32,009326","6,065008","22,725726","0,104","0,570414",
25/10/2008 14.00,"6,590101","15,218699","2,65101","11,161692","27,83882","0,083255","0,560071"
25/10/2008 15.00,"6,821243","13,903568","2,169699","10,584146","0,090485","0,621469",
25/10/2008 16.00,"7,023278","11,677958","1,536976","9,327808","30,76923","0,080859","0,570635"
25/10/2008 17.00,"5,621019","17,481922","1,72138","14,85285","0,112329","0,58846",
25/10/2008 18.00,"3,763326","15,982618","1,675702","13,447242","49,816841","0,13665","0,615748"
25/10/2008 19.00,"1,89322","20,157565","1,836421","17,85223","0,167256","0,674066",
25/10/2008 20.00,"0,849316","30,228585","1,481148","28,298785","47,37484","0,208315","0,672525"
25/10/2008 21.00,"0,215475","23,198983","0,25292","23,446034","0,216055","0,611786",
25/10/2008 22.00,"0,009075","14,1902",0,"15,375886","46,398041","0,208355","0,563592"
25/10/2008 23.00,"0,001969","22,106925","0,922017","21,457705","0,273261","0,567773",
26/10/2008 0.00,0,"14,277097","0,002538","14,424544","34,67643","0,179988","0,568873"
26/10/2008 1.00,"16,550693","0,161564","16,364862","0,180851","0,577016",,
26/10/2008 2.00,"0,333457","28,81562","0,180066","0,531683",,,
26/10/2008 3.00,"0,038488","43,553697","0,74861","42,440394","0,511216",,
26/10/2008 4.00,"0,027157","29,078153","0,944009","27,653752","25,88522","0,152169","0,569534"
26/10/2008 5.00,"0,004663","30,03404","2,409931","26,357167","0,152602","0,515617",
26/10/2008 6.00,0,"24,313067","1,196084","22,537527","24,42001","0,12891","0,496911"
26/10/2008 7.00,0,"22,254781","2,865864","17,919719","0,126435","0,419888",
26/10/2008 8.00,"0,009947","40,198423","6,828844","29,748521","23,93162","0,176411","0,55743"
26/10/2008 9.00,"0,193094","36,687513","6,855912","26,193635","0,188473","0,630933",
26/10/2008 10.00,"2,764811","24,183376","4,305564","17,593947","11,72161","0,216408","0,633574"
26/10/2008 11.00,"5,144281","19,638782","3,496896","14,28697","0,184663","0,573495",
26/10/2008 12.00,"6,888996","16,782851","3,293038","11,741842","11,72161","0,133113","0,500212"
26/10/2008 13.00,"8,006361","14,039751","2,510592","10,197382","0,104786","0,554349",
26/10/2008 14.00,"9,062685","14,038454","2,319421","10,489394","13,18681","0,113155","0,562051"
26/10/2008 15.00,"9,332275","13,343276","1,825425","10,551697","0,102665","0,618609",
26/10/2008 16.00,"9,589999","11,690929","1,526825","9,35636","14,16361","0,094689","0,595722"
26/10/2008 17.00,"8,331905","11,207159","0,987996","9,698998","0,106554","0,579217",
26/10/2008 18.00,"5,88693","14,33546","0,792596","13,137053","29,30402","0,127613","0,55743"
26/10/2008 19.00,"4,678007","39,710766","2,572341","35,919883","0,192795","0,576576",
26/10/2008 20.00,"3,438563","43,857188","2,952144","39,361847","36,141621","0,22234","0,616408"
26/10/2008 21.00,"2,565358","33,001521","0,416176","32,459774","0,237075","0,62103",
26/10/2008 22.00,"2,099084","54,981336","3,401311","49,968073","31,746031","0,244815","0,705975"
26/10/2008 23.00,"1,334958","21,66466","2,607023","18,31038","0,18702","0,724021",
27/10/2008 0.00,"1,3299","11,872506","0,13365","11,766499","32,722832","0,169536","0,565793"
27/10/2008 1.00,"0,501005","17,890467","0,101507","17,826272","0,168476","0,668344",
27/10/2008 2.00,"0,54376","13,891896","0,002538","13,993655","22,46641","0,167492","0,68881"
27/10/2008 3.00,"0,525618","5,717064","0,04314","5,748275","0,143958","0,599023",
27/10/2008 4.00,"0,249273","4,730066","0,098969","4,660658","9,76801","0,132722","0,555889"
27/10/2008 5.00,"0,197305","11,44191","2,052967","8,316764","0,112016","0,521559",
27/10/2008 6.00,"0,385877","18,76463","5,361231","10,572459","13,67521","0,106279","0,546206"
27/10/2008 7.00,"0,635715","26,883675","7,662887","15,148758","0,108951","0,511876",
27/10/2008 8.00,"0,402748","32,714874","8,025774","20,423314","29,30402","0,106397","0,549288"
27/10/2008 9.00,"1,011279","42,400683","10,084662","26,956789","0,134646","0,480627",
27/10/2008 10.00,"0,80315","53,345852","12,385464","34,379326","19,0476","0,13331","0,581857"
27/10/2008 11.00,"0,849439","33,71615","8,024082","21,427859","0,119324","0,568213",
27/10/2008 12.00,"1,166676","35,813326","9,599968","21,108574","13,18681","0,123213","0,541145"
27/10/2008 13.00,"2,565358","37,612252","10,015299","22,271473","0,115787","0,527941",
27/10/2008 14.00,"2,277116","36,280258","8,79976","22,803601","24,908421","0,114137","0,501313"
27/10/2008 15.00,"2,693909","43,859788","9,951011","28,62195","0,118734","0,531902",
27/10/2008 16.00,"3,870928","55,260182","10,647167","38,962104","29,30402","0,140894","0,547747"
27/10/2008 17.00,"4,508453","66,691727","10,806198","50,157552","0,189416","1,727087",
27/10/2008 18.00,"4,182908","72,469753","6,230803","62,959766","40,537231","0,22855","1,472029"
27/10/2008 19.00,"2,957029","42,549839","1,165632","40,790818","0,270511","1,053681",
27/10/2008 20.00,"3,425","20,017493","0,638644","19,051461","56,16605","0,229139","0,865084"
27/10/2008 21.00,"2,646745","13,528742","0,597196","12,632184","0,213225","0,811608",
27/10/2008 22.00,"3,699677","11,060598","0,628494","10,103935","39,072041","0,189103","0,773096"
27/10/2008 23.00,"3,547078","10,427675","0,628494","9,470573","0,190595","0,750429",
28/10/2008 0.00,"3,577598","9,137186","0,602271","8,223319","34,18803","0,163525","0,726881"
28/10/2008 1.00,"10,681883","0,275759","10,323268","0,104982","0,46016",,
28/10/2008 2.00,"6,837607","0,095553","0,405803",,,,
28/10/2008 3.00,"39,321655","0,464392","38,6571","0,386438",,,
28/10/2008 4.00,"20,597249","0,48131","19,905449","26,37361","0,086478","0,446737",
28/10/2008 5.00,"18,955284","2,154474","15,701648","0,095199","0,450038",,
28/10/2008 6.00,"17,446903","2,468298","13,671776","20,02442","0,098186","0,433532",
28/10/2008 7.00,"17,149896","1,331426","15,118904","0,160382","0,462361",,
28/10/2008 8.00,"27,054875","3,817487","21,216297","27,83882","0,251495","0,805886",
28/10/2008 9.00,"70,347892","17,384651","43,966896","0,302768","2,300582",,
28/10/2008 10.00,"46,78962","8,727013","33,431874","54,700851","0,351526","1,083391",
28/10/2008 11.00,"49,135876","10,52959","33,013967","0,355063","0,916579",,
28/10/2008 12.00,"34,662934","8,106977","22,248107","38,09523","0,053316","0,730623",
28/10/2008 13.00,"35,128524","7,958103","22,942469","0,041136","0,455539",,
28/10/2008 14.00,"33,018365","7,949643","20,843802","40,537231","0,040115","0,466983",
28/10/2008 15.00,"39,177703","7,812609","27,217663","0,038504","0,564032",,
28/10/2008 16.00,"35,094835","3,860627","29,195627","38,58363","0,037914","0,472264",
28/10/2008 17.00,"39,719829","3,833558","33,865361","0,042786","0,309414",,
28/10/2008 18.00,"40,763897","3,850476","34,884189","37,606831","0,066125","0,316457",
28/10/2008 19.00,"36,275076","3,373397","31,124261","0,054574","0,364431",,
28/10/2008 20.00,"23,126347","3,352249","17,998888","35,653221","0,024203","0,831194",
28/10/2008 21.00,"16,681688","2,195077","13,325253","0,023613","0,508795",,
28/10/2008 22.00,"13,843907","1,322122","11,824907","26,37361","0,033513","0,699814",
28/10/2008 23.00,"17,694624","1,13941","15,95863","0,019606","1,132905",,
29/10/2008 0.00,"13,441845","1,084427","11,787269","18,55921","0,01713","1,057863",
29/10/2008 1.00,"7,669011","0,860267","6,354383","0,023456","0,990963",,
29/10/2008 2.00,"7,827242","1,216385","6,429503","15,62881","0,034497","0,878288",
29/10/2008 3.00,"7,727374","1,037056","6,141531","0,032493","0,690351",,
29/10/2008 4.00,"7,222851","0,880568","5,876765","21,48962","0,024988","0,49141",
29/10/2008 5.00,"12,862096","2,559653","8,943638","0,020667","0,633793",,
29/10/2008 6.00,"20,404003","2,596872","16,433656","28,327221","0,017208","0,566012",
29/10/2008 7.00,"19,743828","0,856884","18,442756","0,10459","0,916579",,
29/10/2008 8.00,"32,734338","5,170906","24,823094","33,699631","0,077479","0,537624",
29/10/2008 9.00,"31,804398","8,611127","18,614079","0,009979","0,472264",,
29/10/2008 10.00,"28,59568","7,299157","17,416142","31,746031","0,009901","0,349247",
29/10/2008 11.00,"34,225852","9,274303","20,019672","0,000276","0,558311",,
29/10/2008 12.00,"28,699444","7,689111","16,921649","27,83882","0,001414","0,520459",
29/10/2008 13.00,"27,550332","8,189876","15,003393","0,000196","0,668124",,
29/10/2008 14.00,"29,255855","8,551915","16,15461","37,118431","0,002711","0,55853",
29/10/2008 15.00,"29,840773","8,252471","17,199402","0,011394","0,825912",,
29/10/2008 16.00,"40,497994","9,461243","26,009338","44,444431","0,028799","0,877408",
29/10/2008 17.00,"46,368139","8,12305","34,687062","0,703775",,,
29/10/2008 18.00,"43,46764","1,781009",,,,,
29/10/2008 19.00,"33,071518","3,468982","27,771857","0,473443","0,351448",,
29/10/2008 20.00,"35,613599","3,697371","29,965264","45,421242","0,455605","0,81843",
29/10/2008 21.00,"30,149467","2,102029","26,945108","0,435253","0,607606",,
29/10/2008 22.00,"18,123924","1,361032","16,048182","44,444431","0,559959","0,475345",
29/10/2008 23.00,"17,775037","1,498065","15,488803","0,413918","0,329",,
30/10/2008 0.00,"18,717938","1,416015","16,558251","43,956032","0,411915","0,335163",
30/10/2008 1.00,"27,091203","1,404172","24,95548","0,424173","0,317337",,
30/10/2008 2.00,"38,58363","0,462913","0,717199",,,,
30/10/2008 3.00,"28,146934","1,346652","26,100195","0,760332",,,
30/10/2008 4.00,"12,2175","1,915088","9,287575","43,46764","0,416707","0,510116",
30/10/2008 5.00,"52,089092","4,957741","44,758007","0,471557","2,29486",,
30/10/2008 6.00,"26,674866","0,905099","25,311093","56,654442","0,696571","0,473365",
30/10/2008 7.00,"33,483977","5,333317","25,324076","0,600702","0,990742",,
30/10/2008 8.00,"60,854046","13,650073","39,952385","55,67765","0,452344","0,341764",
30/10/2008 9.00,"40,562868","9,508613","26,001555","0,413958","0,316897",,
30/10/2008 10.00,"43,110131","11,367868","25,697853","58,119652","0,397692","0,337143",
30/10/2008 11.00,"41,299542","10,709769","24,895768","0,427474","0,438374",,
30/10/2008 12.00,"41,12058","10,335883","25,29031","54,700851","0,424605","0,637314",
30/10/2008 13.00,"48,272091","11,29935","30,968511","0,431716","0,457299",,
30/10/2008 14.00,"45,016682","10,246224","29,326713","67,399261","0,429674","0,652499",
30/10/2008 15.00,"37,408623","9,75815","22,46227","0,423151","0,384237",,
30/10/2008 16.00,"35,148009","8,600977","21,975553","68,37606","0,473246","0,356508",
30/10/2008 17.00,"32,091504","0,381937","0,192559",,,,
30/10/2008 18.00,"79,525278","30,534803","33,410803","68,37606","0,281159","0,156908",
30/10/2008 19.00,"67,779882","27,350898","25,861387","0,29715","0,180895",,
30/10/2008 20.00,"36,987123","10,532974","20,851602","0,510847","0,176494",,
30/10/2008 21.00,"30,626721","5,557476","22,120922","0,605536","1,851205",,
30/10/2008 22.00,"35,288081","4,762342","28,027548","0,649619","0,231951",,
30/10/2008 23.00,"16,418402","0,531217","16,54527","0,644826","0,265181",,
31/10/2008 0.00,"6,314969",0,"9,365446","0,625888","0,173413",,
31/10/2008 1.00,"10,559966",0,"12,614018","0,665689","0,187717",,
31/10/2008 2.00,"25,403825","0,595504","24,698488","39,56044","0,876164","0,501093",
31/10/2008 3.00,"20,911104","0,368806","20,437577","0,680972","0,469844",,
31/10/2008 4.00,"9,737686","0,387417","9,185041","35,653221","0,674528","0,39414",
31/10/2008 5.00,"8,314906","0,647103","7,329084","0,672249","0,414826",,
31/10/2008 6.00,"15,72063","2,857406","11,347287","32,234421","0,671229","0,310074",
31/10/2008 7.00,"14,383448","1,561507","12,000127","0,69991","0,325919",,
31/10/2008 8.00,"24,252114","3,742202","18,527122","33,699631","0,809725","0,568654",
31/10/2008 9.00,"46,844287","16,935046","21,160983",,,,
31/10/2008 10.00,"49,016548","9,910409","33,844599","60,073261",,,
31/10/2008 11.00,"5,176192","55,362647","11,095489","38,376763","0,641446",,
31/10/2008 12.00,"4,072684","57,631241","0,491201",,,,
31/10/2008 13.00,"3,234668","0,527938",,,,,
31/10/2008 14.00,"0,413589","45,999793","5,414521","37,723929","52,25885","0,490377","1,152051"
31/10/2008 15.00,"0,001806","40,94548","4,533954","34,017212","0,489591","0,49141",
31/10/2008 16.00,"0,493057","37,687468","3,887696","31,74983","52,74725","0,566285","0,518918"
31/10/2008 17.00,"0,742294","49,635214","3,205911","44,762307","0,552179","0,506815",
31/10/2008 18.00,"0,344959","52,306984","2,705991","48,192571","65,934052","0,866342","1,071067"
31/10/2008 19.00,"0,005419","21,965553","0,802746","20,771126","0,56377","1,207949",
31/10/2008 20.00,"0,003612","23,279384","0,128574","23,221526","96,21489","0,621761","0,4584"
31/10/2008 21.00,"0,350377","47,307123","1,790743","44,601357","1,419229","1,921407",
31/10/2008 22.00,"1,53877","47,624899","2,391322","43,98877","99,63369","1,09607","1,773081"
31/10/2008 23.00,"7,374177","30,913389","2,102875","27,708263","0,969241","2,519769",
01/11/2008 0.00,"5,248435","22,816374","1,093731","21,154005","76,19046","0,638774","1,025073"
01/11/2008 1.00,"2,335246","16,518269","0,331587","16,114371","0,421187","0,363111",
01/11/2008 2.00,"3,682573","62,026852","0,43152","0,356949",,,
01/11/2008 3.00,"2,71452","11,099508","0,58197","10,245402","0,347487",,
01/11/2008 4.00,"3,975157","7,226742","0,030452","7,342063","58,119652","0,433524","0,327019"
01/11/2008 5.00,"4,51517","24,988807","0,833198","23,760117","0,467353","0,317997",
01/11/2008 6.00,"4,442928","18,904702","0,694473","17,89246","66,42247","0,44154","0,322619"
01/11/2008 7.00,"6,85403","32,581283","2,334648","29,047658","0,461028","0,333622",
01/11/2008 8.00,"3,429723","34,036486","3,048576","29,382507","93,772881","0,331881","0,470724"
01/11/2008 9.00,"0,370244","14,938553","1,953999","11,950803","0,257702","0,796644",
01/11/2008 10.00,"0,036122","7,571738","1,840649","4,7567","99,63369","0,244383","0,341985"
01/11/2008 11.00,0,"8,793488","2,635783","4,755404","0,257859","0,209064",
01/11/2008 12.00,0,"7,365519","1,622411","4,881298","106,471199","0,265011","0,246475"
01/11/2008 13.00,0,"5,652216","1,236686","3,758636","0,268153","0,244055",
01/11/2008 14.00,0,"6,287732","1,652862","3,776808","86,93528","0,25389","0,224909"
01/11/2008 15.00,0,"3,235951","0,933013","1,85985","0,217076","0,254397",
01/11/2008 16.00,0,"5,422651","1,849954","2,64117","58,608051","0,206115","0,248676"
01/11/2008 17.00,0,"9,659867","1,418552","7,490019","0,167768","1,796849",
01/11/2008 18.00,0,"20,964296","2,23737","17,913229","61,05006","0,114569","0,222048"
01/11/2008 19.00,0,"16,130474","0,938088","15,692565","0,098539","0,261",
01/11/2008 20.00,0,"1,536915",0,"3,081148","53,724041","0,052453","0,200701"
01/11/2008 21.00,0,"4,553678",0,"6,150617","0,07524","0,182876",
01/11/2008 22.00,0,"1,400733",0,"2,568489","48,84005","0,096967","0,179575"
01/11/2008 23.00,0,"12,770012","1,438853","10,698355","0,176607","0,226669",
02/11/2008 0.00,0,"17,535096","2,78635","13,272035","39,072041","0,313927","0,387098"
02/11/2008 1.00,"0,164352","6,224181","1,300974","4,232361","0,37121","0,418787",
02/11/2008 2.00,"0,576136","5,617198","1,32635","3,586021","19,0476","0,387751","0,26408"
02/11/2008 3.00,"0,758549","4,749521","1,322967","2,722935","0,396042","0,305233",
02/11/2008 4.00,"1,905402","4,036186","1,292515","2,05583","13,18681","0,410029","0,29753"
02/11/2008 5.00,"1,721183","2,868908","0,827277","1,60417","0,410697","0,305453",
02/11/2008 6.00,"2,541138","2,793682","0,662329","1,781978","9,76801","0,418476","0,312055"
02/11/2008 7.00,"1,136017","4,346161","0,497382","3,64053","0,426767","0,291809",
02/11/2008 8.00,"1,733825","6,593818","1,066663","4,961766","6,349206","0,461853","0,316677"
02/11/2008 9.00,"5,18161","15,750459","3,455447","10,459552","0,526641","0,715218",
02/11/2008 10.00,"9,052015","17,384647","3,304879","12,32589","4,395605","0,581058","0,768475"
02/11/2008 11.00,"13,717082","17,52083","3,931681","11,500444","0,631388","0,390399",
02/11/2008 12.00,"16,185981","21,384515","4,517036","14,46867","5,860806","0,676689","0,369492"
02/11/2008 13.00,"20,193643","23,374065","4,80802","16,013142","0,719869","0,422309",
02/11/2008 14.00,"23,079747","32,847164","6,308624","23,19036","12,69841","0,78619","0,497132"
02/11/2008 15.00,"30,016856","37,259448","6,240952","27,709563","0,7812","0,542025",
02/11/2008 16.00,"26,485974","26,990039","3,650001","21,408396","19,53602","0,780298","0,487888"
02/11/2008 17.00,"22,843141","31,209097","1,71715","28,596005","0,779118","0,521779",
02/11/2008 18.00,"19,014278","24,337714","0,118424","24,211789","26,37361","0,747018","0,586039"
02/11/2008 19.00,"14,979524","15,092894",0,"16,384331","0,700695","0,612227",
02/11/2008 20.00,"13,673738","18,647902",0,"20,306491","35,653221","0,724976","0,727542"
02/11/2008 21.00,"12,116904","25,145743",0,"27,610923","0,690401","0,75197",
02/11/2008 22.00,"11,385447","37,596687","0,115041","38,519534","43,46764","0,631034","0,68925"
02/11/2008 23.00,"10,542018","33,533268",0,"34,964668","0,592806","0,543786",
03/11/2008 0.00,"10,309034","10,53273",0,"11,998825","44,932831","0,560235","0,502854"
03/11/2008 1.00,"9,825012","3,684705",0,"5,135682","0,53949","0,356508",
03/11/2008 2.00,"10,110371","33,699631","0,537092","0,390839",,,
03/11/2008 3.00,"10,84724","28,625526","0,005075","29,244938","0,377195",,
03/11/2008 4.00,"11,501039","17,446903","0,003383","17,839253","32,234421","0,520474","0,338903"
03/11/2008 5.00,"12,097041","13,077395","0,001692","13,199356","0,52063","0,36267",
03/11/2008 6.00,"12,189152","19,059042","0,960927","17,662738","30,28083","0,521298","0,457079"
03/11/2008 7.00,"12,507014","26,204074","2,663698","22,193596","0,536385","0,529482",
03/11/2008 8.00,"18,526649","25,558182","2,196768","22,205279","32,722832","0,627106","0,406024"
03/11/2008 9.00,"20,569302","62,720387","9,247234","48,575447","0,776131","0,499993",
03/11/2008 10.00,"24,654632","50,492516","7,834604","38,506551","51,282051","0,771574","0,484148"
03/11/2008 11.00,"30,697738","52,309566","9,770837","37,354055","0,763323","0,55787",
03/11/2008 12.00,"20,54764","75,911906","17,916721","48,474206","44,932831","1,130527","0,687269"
03/11/2008 13.00,0,"56,450806","14,431667","34,34688","1,539259","0,666583",
03/11/2008 14.00,0,"60,180906","15,719095","36,104199","37,606831","1,641098","0,579877"
03/11/2008 15.00,0,"72,120852","19,690541","41,958896","1,617093","0,55985",
03/11/2008 16.00,0,"86,753329","19,635561","56,685845","51,770451","1,629705","1,089112"
03/11/2008 17.00,0,"103,280673","20,808801","71,424478","1,670644","0,642597",
03/11/2008 18.00,0,"112,972965","23,322777","77,266193","60,561661","1,67807","0,613547"
03/11/2008 19.00,0,"71,47754","8,948637","57,796833","1,688206","0,582517",
03/11/2008 20.00,0,"92,172089","9,912102","77,027404","62,026852","1,707144","0,735244"
03/11/2008 21.00,0,"64,79554","3,821716","58,976596","1,693747","1,273308",
03/11/2008 22.00,0,"96,059128","9,97808","80,815899","63,003651","1,74502","1,261865"
03/11/2008 23.00,0,"88,772706","7,802459","76,862567","1,714688","0,828113",
04/11/2008 0.00,0,"105,383053","12,851545","85,737425","59,096451","1,665104","1,189243"
04/11/2008 1.00,0,"44,606845","1,641866","42,11853","1,803523","2,057408",
04/11/2008 2.00,0,"52,334212","1,828808","49,564429","60,073261","1,583578","1,479511"
04/11/2008 3.00,0,"38,223136","1,328043","36,213222","1,575091","1,252182",
04/11/2008 4.00,0,"41,437036","0,430557","40,814183","59,58485","1,731072","2,680858"
04/11/2008 5.00,0,"20,850149","0,013534","20,878848","1,497573","0,840656",
04/11/2008 6.00,0,"26,743602","1,503987","24,46618","53,235641","1,470265","0,604524"
04/11/2008 7.00,0,"17,407995","0,041448","17,378508","1,515411","0,78806",
04/11/2008 8.00,0,"50,227933","4,239584","43,760346","50,793652","1,501109","0,600343"
04/11/2008 9.00,"55,66484","6,445657","46,838893","1,337859","0,650958",,
04/11/2008 10.00,"38,555134","4,49856","73,748459","1,198577","2,753481",,
04/11/2008 11.00,"26,632076","1,575041","29,084005","0,637832","0,736345",,
04/11/2008 12.00,"27,652796","0,303673","29,394207","61,05006","0,728748","0,445636",
04/11/2008 13.00,"28,307752","1,27306","27,752392","0,789295","0,505274",,
04/11/2008 14.00,"33,100084","3,48167","27,845831","50,305241","1,160701","0,544226",
04/11/2008 15.00,"49,845324","5,477117","41,476079","1,744117","0,72182",,
04/11/2008 16.00,"64,056265","7,151973","53,127081","53,235641","1,887328","1,782324",
04/11/2008 17.00,"71,264848","6,62414","61,150538","1,839198","1,871671",,
04/11/2008 18.00,"58,226344","2,879399","53,848705","61,05006","2,064997","3,951966",
04/11/2008 19.00,"68,916014","3,538344","64,031809","1,597683","4,219788",,
04/11/2008 20.00,"12,185077","0,236002","13,896308","74,23687","0,759435","5,378002",
04/11/2008 21.00,"34,966425","1,014219","33,434475","0,51403","0,869706",,
04/11/2008 22.00,"22,607565","0,932167","21,192933","80,586082","1,092454","1,904681",
04/11/2008 23.00,"30,935434","1,72138","28,315668","1,223526","4,394082",,
05/11/2008 0.00,"26,189791","2,13671","22,929487","76,19046","0,870978","4,667625",
05/11/2008 1.00,"14,937257","2,663698","10,860586","0,461302","1,087792",,
05/11/2008 2.00,"61,05006","0,743914","0,444755",,,,
05/11/2008 3.00,"41,699018","4,978044","34,089887","0,669664",,,
05/11/2008 4.00,"47,330488","5,483885","38,949122","58,608051","0,608993","0,397221",
05/11/2008 5.00,"45,460227","5,625992","36,859553","1,219008","1,853405",,
05/11/2008 6.00,"55,287409","6,320466","45,627967","64,95726","1,301791","1,064465",
05/11/2008 7.00,"52,476884","6,883825","41,951114","1,130449","1,597247",,
05/11/2008 8.00,"57,206944","6,971799","46,549453","83,516472","1,117678","3,005017",
05/11/2008 9.00,"71,899057","9,089053","58,003193","1,027038","1,885756",,
05/11/2008 10.00,"0,285359","38,422863","6,613988","28,301385","79,609283","0,693073","1,553674"
05/11/2008 11.00,"0,001806","57,851535","9,419794","43,43846","0,517015","0,517818",
05/11/2008 12.00,0,"57,558427","10,82819","40,984195","77,65567","0,524913","0,464562"
05/11/2008 13.00,"0,31245","56,55717","12,580858","37,293043","0,507507","0,580097",
05/11/2008 14.00,"0,236595","44,762482","10,192086","29,155379","69,84127","0,50959","0,39282"
05/11/2008 15.00,"0,202279","31,47368","6,725646","21,176068","0,980439","0,544667",
05/11/2008 16.00,"0,269104","29,502275","5,667441","20,826937","65,445663","0,653391","0,803466"
05/11/2008 17.00,"0,115588","44,58608","7,252633","33,488984","0,621409","0,474025",
05/11/2008 18.00,"0,039733","46,800003","6,878751","36,278095","67,88765","0,545658","0,439694"
05/11/2008 19.00,"0,15171","39,983131","5,707199","31,254048","0,625534","0,421869",
05/11/2008 20.00,"0,316062","39,918276","5,986339","30,760848","51,770451","0,5057","0,911298"
05/11/2008 21.00,"0,083079","34,613644","6,282401","24,99831","0,474582","0,58846",
05/11/2008 22.00,"0,010836","27,345403","5,509261","18,911292","51,770451","0,467039","0,775957"
05/11/2008 23.00,"0,032509","32,572221","5,802784","23,691343","0,473207","0,725781",
06/11/2008 0.00,"0,16074","35,594154","6,09377","26,268909","48,35165","0,559447","0,440794"
06/11/2008 1.00,"0,003612","50,256459","6,227419","40,736286","0,705488","0,88467",
06/11/2008 2.00,"0,003612","21,394877","5,041486","13,674381","36,141621","0,476036","0,511876"
06/11/2008 3.00,"0,027091","15,536458","4,413836","8,774913","0,604199","0,555889",
06/11/2008 4.00,"0,00903","37,662823","5,487267","29,270902","63,003651","1,100352","1,275509"
06/11/2008 5.00,"2,931249","11,511947","4,446827","4,698298","0,549272","1,218072",
06/11/2008 6.00,"3,142559","13,131868","4,509422","6,222","40,537231","0,650011","0,385778"
06/11/2008 7.00,"1,609207","45,103583","7,484407","33,651218","0,975095","0,431111",
06/11/2008 8.00,0,"57,918991","16,042231","33,344915","65,934052","0,352312","1,886195"
06/11/2008 9.00,0,"56,957904","9,870652","41,852474","0,442561","0,537845",
06/11/2008 10.00,0,"70,045699","12,654456","50,677998","72,77166","0,639246","1,620574"
06/11/2008 11.00,0,"69,827807","17,399029","43,180187","0,339778","1,47445",
06/11/2008 12.00,0,"35,307526","13,650073","14,388209","59,58485","0,090327","0,406024"
06/11/2008 13.00,0,"45,457645","12,794881","25,857486","0,082194","0,330321",
06/11/2008 14.00,0,"63,737209","18,584976","35,26577","54,21244","0,093116","0,266941"
06/11/2008 15.00,0,"55,606483","14,846146","32,865996","0,090799","0,422309",
06/11/2008 16.00,0,"59,218557","12,221372","40,507858","52,25885","0,124863","0,225349"
06/11/2008 17.00,0,"49,395277","6,328924","39,71876","0,392545","0,799724",
06/11/2008 18.00,0,"63,488188","7,651892","51,791568","45,421242","0,867834","1,691216"
06/11/2008 19.00,0,"51,288846","6,635982","41,142531","0,733975","2,243365",
06/11/2008 20.00,0,"38,022107","5,361231","29,822495","47,863232","0,558073","0,997125"
06/11/2008 21.00,0,"36,735505","5,259724","28,690745","0,906221","1,308299",
06/11/2008 22.00,0,"28,223452","4,20744","21,787373","37,606831","0,325359","0,263641"
06/11/2008 23.00,0,"20,983741","4,391844","14,259719","0,106239","0,179134",
07/11/2008 0.00,0,"34,229751","5,91444","25,178707","35,164822","0,100897","1,501518"
07/11/2008 1.00,"29,240292","5,555784","20,736098","0,033475","0,780138",,
07/11/2008 2.00,0,"32,722832","0,01941","1,121462",,,
07/11/2008 3.00,0,"20,341749","4,789412","13,007271","1,016931",,
07/11/2008 4.00,0,"19,326209","4,989887","11,683436","24,42001","0,020903","0,606065"
07/11/2008 5.00,0,"24,546542","5,455969","16,192248","0,02436","0,72094",
07/11/2008 6.00,0,"46,387584","7,420119","35,034742","28,81562","0,50786","1,524845"
07/11/2008 7.00,0,"12,144871","5,216584","4,303744","0,004164","0,837355",
07/11/2008 8.00,0,"22,734654","5,202203","14,768483","16,11721","0,00994","0,182656"
07/11/2008 9.00,0,"34,578634","5,07955","26,80884","0,024478","0,192999",
07/11/2008 10.00,0,"35,913228","6,733259","25,606995","16,60561","0,09245","0,202242"
07/11/2008 11.00,"0,09211","29,31939","7,837987","17,31361","0,178258","0,255057",
07/11/2008 12.00,"0,456935","26,931666","7,601138","15,287635","44,932831","0,289606","0,275084"
07/11/2008 13.00,"1,33649","33,578638","8,87589","19,983326","0,415608","0,270683",
07/11/2008 14.00,"3,193129","72,509941","15,713185","48,450863","20,02442","0,461735","0,370373"
07/11/2008 15.00,"3,057673","40,797604","8,233863","28,192362","0,409204","0,476225",
07/11/2008 16.00,"4,137703","53,907423","12,81517","34,281988","7,814408","0,443191","0,319758"
07/11/2008 17.00,"2,918607","27,652796","7,365983","16,371352","0,466371","0,331861",
07/11/2008 18.00,"3,70244","79,252917","24,243949","42,109446","0,4884","0,517055","0,36091"
07/11/2008 19.00,"4,589219","99,894273","30,835952","52,650762","0,528291","0,266941",
07/11/2008 20.00,"3,104631","82,234662","22,224819","48,191269",0,"0,513794","0,344185"
07/11/2008 21.00,"2,340664","62,377984","15,510174","38,623356","0,509629","0,247135",
07/11/2008 22.00,"0,429844","39,108945","6,784857","28,725791","0,4884","0,482952","0,1996"
07/11/2008 23.00,"0,240207","34,721288","6,290859","25,093048","0,473835","0,272443",
08/11/2008 0.00,"0,153516","43,435667","8,653422","30,188491",0,"0,467981","0,22997"
08/11/2008 1.00,"0,005419","19,392364","4,267498","12,85802","0,436353","0,268482",
08/11/2008 2.00,"0,005419","21,997981","5,335853","13,826226","0,4884","0,455684","0,198721"
