"NetC","","","","","","",""
"Stat","SS7 Wind","","","","","",""
,SO2,NO2,NOX,CO,PM10,BENZENE
04/12/2012 3.00,"0,448698","9,804775","6,894083","0,169254",,"0,050505"
04/12/2012 4.00,"0,535368","6,787223","4,835389","0,088901","8,302809","0,056777"
04/12/2012 5.00,"0,663568","11,961189","8,548838","0,123173",,"0,050395"
04/12/2012 6.00,"0,715028","9,003988","8,282598","0,164863","10,01221","0,049626"
04/12/2012 7.00,"1,30276","45,709744","60,018213","0,151882",,"0,047315"
04/12/2012 8.00,"0,511896","18,680269","15,725092","0,164517","8,302809","0,041373"
04/12/2012 9.00,"0,620233","9,294061","6,180492","0,075329",,"1,041247"
04/12/2012 10.00,"1,280189","19,009277","14,890762","0,070828","8,302809","0,077024"
04/12/2012 11.00,"7,837325","34,983482","31,191756","0,422842",,"0,29632"
04/12/2012 12.00,"29,568949","27,043098","22,167402","0,377993","8,302809","1,038717"
04/12/2012 13.00,"21,82191","22,611521","17,328973","0,397425",,"0,531132"
04/12/2012 14.00,"3,582365","14,862574","13,205482","0,094078","7,570208","0,233161"
04/12/2012 15.00,"1,340678","12,880723","11,813576","0,08016",,"0,06591"
04/12/2012 16.00,"1,300051","12,524464","11,176632","0,096282","6,837607","0,069541"
04/12/2012 17.00,"1,300051","16,195492","13,432048","0,094468",,"0,061179"
04/12/2012 18.00,"1,276578","13,38495","10,216474","0,092048","8,791209","0,145355"
04/12/2012 19.00,"1,288315","14,042966","9,475761","0,079367",,"0,047204"
04/12/2012 20.00,"1,300051","7,889764","6,052967","0,083929","5,616606","0,064259"
04/12/2012 21.00,"1,316302","6,60552","5,064658","0,074342",,"0,053806"
04/12/2012 22.00,"1,300051","9,916393","6,136061","0,075795","6,593407","0,111244"
04/12/2012 23.00,"1,281996","10,430348","6,197109","0,065134",,"0,053916"
05/12/2012 0.00,"1,300051","7,950115","5,007342","0,063481","8,302809","0,056448"
05/12/2012 1.00,,"3,520586","2,455675","0,083793",,"0,064678"
05/12/2012 2.00,"3,537224",,,"0,107743","1,709402","0,072732"
05/12/2012 3.00,"1,250397","8,14285","5,458423",,,"0,092208"
05/12/2012 4.00,"1,243175","5,03185","3,342411","0,276026","16,36141","0,077793"
05/12/2012 5.00,"0,942537","7,902743","4,513186","0,287083",,"0,378076"
05/12/2012 6.00,"0,911842","16,249352","14,465463","0,326624","11,96581","0,773096"
05/12/2012 7.00,"1,965426","40,296316","45,134231","0,416502",,"0,03301"
05/12/2012 8.00,"1,538394","39,099022","34,163119","0,379582","7,570208","0,052706"
05/12/2012 9.00,"1,801113","33,242395","30,971972","0,391445",,"0,151076"
05/12/2012 10.00,"1,155602","16,245466","12,722524","0,331648","5,616606","0,098921"
05/12/2012 11.00,"1,021082","14,075415","11,904135","0,358622",,"0,06459"
05/12/2012 12.00,"1,300051","19,517389","16,079514","0,34563","6,349206","0,06503"
05/12/2012 13.00,"1,117683","13,802221","10,774051","0,367175",,"0,091328"
05/12/2012 14.00,"1,044556","10,369997","7,809472","0,377363","4,395605","0,041263"
05/12/2012 15.00,"1,19352","9,22073","7,020588","0,362859",,"1,122343"
05/12/2012 16.00,"1,23866","8,451094","5,594426","0,391486","2,442003","0,024427"
05/12/2012 17.00,"1,749653","7,915071","5,285114","0,379523",,"0,068991"
05/12/2012 18.00,"1,280189","22,719244","15,930287","0,556211","6,349206","0,435293"
05/12/2012 19.00,"1,217896","14,623771","8,621756","0,521228",,"0,564142"
05/12/2012 20.00,"1,18088","31,562933","22,153176","0,481686","15,87301","0,389959"
05/12/2012 21.00,"0,887466","26,51422","15,596896","0,402379",,"0,029269"
05/12/2012 22.00,"0,895592","14,959266","8,348394","0,360336","13,43101","0,151517"
05/12/2012 23.00,"0,896494","12,840495","7,561547","0,400221",,"0,134241"
06/12/2012 0.00,"0,86941","5,687924","3,328505","0,35271","13,43101","0,030149"
06/12/2012 1.00,"1,058098","9,693807","5,731107","0,331911",,"0,047204"
06/12/2012 2.00,"1,179977","5,335552","3,257621","0,375749","8,791209","0,052046"
06/12/2012 3.00,"0,961496","8,016306","5,795886","0,333504",,"0,053806"
06/12/2012 4.00,"1,000317","11,272666","9,239365","0,347142","11,72161","0,053476"
06/12/2012 5.00,"1,103239","15,627668","11,700298","0,326141",,"0,063049"
06/12/2012 6.00,"1,173658","22,927556","18,436667","0,370786","7,081807","1,134996"
06/12/2012 7.00,"0,963302","8,294699","4,703116","0,370726",,"0,064039"
06/12/2012 8.00,"1,310885","25,885401","31,281637","0,41162","7,326007","0,051936"
06/12/2012 9.00,"2,591075","49,80647","57,92662","0,470065",,"0,161639"
06/12/2012 10.00,"1,295538","24,365591","22,591693","0,392151","8,302809","0,272993"
06/12/2012 11.00,"1,225118","11,95534","12,089989","0,36998",,"0,045664"
06/12/2012 12.00,"1,186297","12,779492","10,771341","0,343712","5,616606","0,043243"
06/12/2012 13.00,"1,275676","18,433671","13,852936","0,324063",,"0,081315"
06/12/2012 14.00,"1,12942","12,343405","9,797283","0,355515","3,418803","1,134887"
06/12/2012 15.00,"1,277481","15,171471","12,326044","0,35392",,"0,040822"
06/12/2012 16.00,"1,568187","24,618662","19,558938","0,380814","7,326007","1,059623"
06/12/2012 17.00,"1,204354","13,172747","7,957685","0,323397",,"0,142933"
06/12/2012 18.00,"0,926287","35,388402","27,094033","0,45562","21,48962","0,076693"
06/12/2012 19.00,"1,004832","26,652438","17,88825","0,399213",,"0,273984"
06/12/2012 20.00,"1,174561","38,586377","31,301293","0,526009","18,31501","0,19344"
06/12/2012 21.00,"1,021985","34,177495","25,332451","0,510374",,"0,390509"
06/12/2012 22.00,"0,880243","28,782253","17,45141","0,406455","16,36141","0,124448"
06/12/2012 23.00,"0,983164","20,319474","13,954005","0,468835",,"0,170552"
07/12/2012 0.00,"0,94344","15,99238","9,448626","0,412427","15,87301","0,127639"
07/12/2012 1.00,,"9,553637","5,383808","0,357693",,"0,085496"
07/12/2012 2.00,"1,057195",,,"0,369132","9,523809","0,035871"
07/12/2012 3.00,"0,979553","9,595169","6,918841",,,"0,046875"
07/12/2012 4.00,"0,950663","15,46025","12,160198","0,337197","9,76801","0,036421"
07/12/2012 5.00,"1,155602","23,948966","19,948298","0,310967",,"0,040053"
07/12/2012 6.00,"0,973233","19,970992","13,277721","0,290004","6,837607","0,080654"
07/12/2012 7.00,"1,303663","27,611554","22,484527","0,36703",,"0,100791"
07/12/2012 8.00,"1,233244","37,737565","33,749344","0,34024","5,372406","0,190468"
07/12/2012 9.00,"1,502282","47,480695","55,551496","0,416746",,"0,13204"
07/12/2012 10.00,"0,801699","22,612822","20,833151","0,383589","14,89621","0,322508"
07/12/2012 11.00,"0,974135","22,086524","22,567622","0,360403",,"0,179794"
07/12/2012 12.00,"0,895592","14,148103","11,796958","0,368311","14,16361","0,06382"
07/12/2012 13.00,"0,836006","13,663345","11,009095","0,401508",,"0,045444"
07/12/2012 14.00,"1,099627","20,443409","18,924386","0,38473","8,058608","0,034331"
07/12/2012 15.00,"0,956983","20,090397","16,628951","0,355116",,"0,073503"
07/12/2012 16.00,"1,127614","31,448728","25,32226","0,348449","5,372406","0,021126"
07/12/2012 17.00,"1,207062","63,053206","42,734002","0,389856",,"0,064149"
07/12/2012 18.00,"1,464364","41,843372","25,871366","0,361044","6,837607","0,136882"
07/12/2012 19.00,"0,991289","44,655217","24,948502","0,417266",,"0,305343"
07/12/2012 20.00,"0,976845","31,030803","16,935213","0,559505","18,31501","0,286528"
07/12/2012 21.00,"1,523047","31,725816","17,340515","0,572119",,"0,302042"
07/12/2012 22.00,"1,387624","36,117182","20,181293","0,699782","28,81562","0,476666"
07/12/2012 23.00,"1,280189","16,330472","9,224782","0,414964",,"0,395901"
08/12/2012 0.00,"1,198034","7,471201","4,823517","0,328006","15,62881","0,068991"
08/12/2012 1.00,"0,876632","7,833957","4,53625","0,29561",,"0,045994"
08/12/2012 2.00,"0,726765","8,105861","4,695994","0,265396","16,36141","0,113005"
08/12/2012 3.00,"0,986776","2,571085","2,10855","0,262654",,"0,026738"
08/12/2012 4.00,"0,97233","2,109043","1,508239","0,211597","9,035409","0,025418"
08/12/2012 5.00,"1,297343","2,722935","2,07599","0,231158",,"0,026078"
08/12/2012 6.00,"1,178172","4,018861","3,160622","0,202025","6,105006","0,030479"
08/12/2012 7.00,"1,272968","7,148679","4,946292","0,243773",,"0,038842"
08/12/2012 8.00,"1,300051","5,281042","3,974264","0,185188","6,349206","0,041263"
08/12/2012 9.00,"1,295538","4,335542","3,407868","0,181743",,"0,042033"
08/12/2012 10.00,"1,298246","6,198637","4,706168","0,236805","5,128205","0,036971"
08/12/2012 11.00,"0,982261","12,671772","8,311089","0,236705",,"0,041153"
08/12/2012 12.00,"1,274773","10,2441","6,007183","0,22287","10,98901","0,03345"
08/12/2012 13.00,"1,298246","13,16172","8,166607","0,271283",,"0,053587"
08/12/2012 14.00,"1,245883","13,16172","8,992119","0,230157","6,593407","0,129839"
08/12/2012 15.00,"1,282899","15,128638","9,253271","0,271764",,"0,051496"
08/12/2012 16.00,"1,259425","15,860645","10,415901","0,310647","4,151404","0,049515"
08/12/2012 17.00,"0,892882","7,305723","4,974443","0,255565",,"0,06745"
08/12/2012 18.00,"0,797185","12,568591","7,722986","0,230698","7,326007","0,079994"
08/12/2012 19.00,"1,086085","13,557567","8,557995","0,316194",,"0,144584"
08/12/2012 20.00,"1,165533","13,784694","7,891548","0,297613","7,814408","0,203562"
08/12/2012 21.00,"1,110461","19,505707","11,980103","0,355257",,"0,108494"
08/12/2012 22.00,"1,189908","14,745772","9,660261","0,357098","9,27961","0,206093"
08/12/2012 23.00,"1,08157","24,114449","15,77529","0,347448",,"0,225899"
09/12/2012 0.00,"1,086085","16,769803","11,60262","0,374939","6,837607","0,277395"
09/12/2012 1.00,,"10,606858","6,789621","0,378863",,"0,206533"
09/12/2012 2.00,"1,681942",,,"0,314111","5,128205","0,203122"
09/12/2012 3.00,"1,278384","4,56137","3,026994",,,"0,310185"
09/12/2012 4.00,"0,997609","4,142808","2,460258","0,194662","5,860806","0,194869"
09/12/2012 5.00,"1,163727","4,460137","3,121617","0,133263",,"0,183205"
09/12/2012 6.00,"1,147476","7,533498","4,872017","0,223295","3,907204","0,257148"
09/12/2012 7.00,"1,205256","6,881318","4,742796","0,135838",,"0,373234"
09/12/2012 8.00,"1,662983","6,689881","4,918144","0,177083","8,791209","0,3948"
09/12/2012 9.00,"1,542909","6,256393","4,520987","0,257564",,"0,501534"
09/12/2012 10.00,"1,695484","8,105861","6,101129","0,202228","9,035409","0,391499"
09/12/2012 11.00,"1,324428","6,652244","4,905255","0,256975",,"0,341875"
09/12/2012 12.00,"1,587146","4,233009","3,098555","0,252089","8,547009","0,241304"
09/12/2012 13.00,"1,995219","4,50816","3,296965","0,231385",,"0,093528"
09/12/2012 14.00,"1,421029","5,051318","3,648671","0,242214","4,639805","0,299731"
09/12/2012 15.00,"1,354221","4,713872","3,241341","0,159786",,"0,247025"
09/12/2012 16.00,"0,954274","6,533487","3,841313","0,211534","7,814408","0,252417"
09/12/2012 17.00,"1,006638","5,938414","3,855898","0,16818",,"0,147665"
09/12/2012 18.00,"1,067126","8,076659","5,094845","0,131519","12,45421","0,136001"
09/12/2012 19.00,"1,077057","8,009169","5,202018","0,187505",,"0,055126"
09/12/2012 20.00,"0,687944","6,543872","4,210658","0,245459","13,67521","0,145684"
09/12/2012 21.00,"0,988581","5,360211","3,16944","0,186046",,"0,06624"
09/12/2012 22.00,"0,811629","7,93584","5,576449","0,197259","8,058608","0,159549"
09/12/2012 23.00,"1,013859","8,439413","6,040081","0,183962",,"0,101561"
10/12/2012 0.00,"0,969622","9,262914","6,375508","0,246351","5,616606","0,024317"
10/12/2012 1.00,"1,096919","7,229148","4,720414","0,113134",,"0,041592"
10/12/2012 2.00,"0,896494","5,946201","3,734817","0,090202","9,523809","0,03103"
10/12/2012 3.00,"0,761975","3,6295","2,672572","0,151822",,"0,073943"
10/12/2012 4.00,"0,946149","4,573701","3,806041","0,105897","8,058608","0,029599"
10/12/2012 5.00,"0,912744","11,168833","8,852386","0,106238",,"0,09837"
10/12/2012 6.00,"0,855868","13,643225","9,397074","0,176617","8,058608","0,082855"
10/12/2012 7.00,"1,422835","44,66172","47,806118","0,217596",,"0,094629"
10/12/2012 8.00,"1,189908","39,958869","34,152944","0,196569","7,570208","0,134241"
10/12/2012 9.00,"1,634093","49,598826","50,690332","0,230736",,"0,077684"
10/12/2012 10.00,"0,919967","20,877568","17,156688","0,190507","14,40781","0,162079"
10/12/2012 11.00,"0,808921","17,943726","16,094443","0,207458",,"0,082965"
10/12/2012 12.00,"1,166435","18,418101","16,789037","0,258253","7,814408","0,030259"
10/12/2012 13.00,"0,969622","16,68609","15,261463","0,251055",,"0,06327"
10/12/2012 14.00,"1,257619","18,352551","16,370176","0,192534","4,884005","0,046104"
10/12/2012 15.00,"1,271161","23,586872","19,66035","0,188641",,"0,068771"
10/12/2012 16.00,"1,714443","33,32155","22,987497","0,274516","5,372406","0,179355"
10/12/2012 17.00,"1,874241","29,305281","19,591844","0,255523",,"0,422198"
10/12/2012 18.00,"1,133934","15,695158","11,976712","0,174","8,058608","0,144474"
10/12/2012 19.00,"0,755655","11,88201","8,969056","0,167524",,"0,050176"
10/12/2012 20.00,"0,783642","12,790528","8,793033","0,146694","7,326007","0,021567"
10/12/2012 21.00,"1,009346","9,757402","6,619703","0,110259",,"0,035211"
10/12/2012 22.00,"1,019277","17,640025","10,609225","0,148741","7,081807","0,094409"
10/12/2012 23.00,"0,986776","6,0072","3,950861","0,120638",,"0,019256"
11/12/2012 0.00,"1,082473","5,002648","3,260673","0,083332","8,058608","1,059843"
11/12/2012 1.00,,"6,472489","4,20557","0,103597",,"0,051386"
11/12/2012 2.00,"1,213382",,,"0,102631","7,081807","0,042473"
11/12/2012 3.00,"1,110461","1,926692","1,676122",,,"0,054576"
11/12/2012 4.00,"1,207965","2,615863","1,936936","0,077624","7,814408","0,050065"
11/12/2012 5.00,"1,117683","5,804084","3,775177","0,128513",,"0,041592"
11/12/2012 6.00,"1,172755","8,127275","6,935459","0,145328","8,302809","0,092318"
11/12/2012 7.00,"1,020179","11,21426","10,131345","0,185293",,"0,109154"
11/12/2012 8.00,"1,142059","17,076098","13,788839","0,162284","5,372406","0,142163"
11/12/2012 9.00,"1,171852","13,874898","11,323158","0,12693",,"0,066681"
11/12/2012 10.00,"1,13574","10,484207","9,4025","0,097766","4,151404","0,03334"
11/12/2012 11.00,"0,878438","8,657455","8,004827","0,133283",,"0,025528"
11/12/2012 12.00,"0,896494","9,629562","9,135922","0,136068","2,686203","0,005612"
11/12/2012 13.00,"1,074349","9,889137","8,650586","0,140658",,"0,021126"
11/12/2012 14.00,"1,116781","10,168179","9,01586","0,17419","2,686203","0,045994"
11/12/2012 15.00,"1,028305","10,005945","9,017555","0,153105",,"0,061509"
11/12/2012 16.00,"1,017471","12,809998","11,442874","0,257326","2,686203","0,024317"
11/12/2012 17.00,"1,179075","13,348607","11,179691","0,171884",,"1,101766"
11/12/2012 18.00,"0,901008","18,771763","13,933994","0,206939","6,593407","0,060519"
11/12/2012 19.00,"0,970525","22,269522","14,742896","0,156031",,"0,100681"
11/12/2012 20.00,"0,838714","27,719297","17,110559","0,173969","5,616606","0,092538"
11/12/2012 21.00,"0,857673","25,038539","17,04646","0,191426",,"0,044564"
11/12/2012 22.00,"0,700584","16,884664","11,306879","0,148434","7,326007","0,078234"
11/12/2012 23.00,"0,928995","16,460904","11,316028","0,177015",,"0,076804"
12/12/2012 0.00,"0,749336","6,174626","3,680552","0,123962","10,01221","0,145024"
12/12/2012 1.00,"0,991289","17,013156","10,914806","0,332546",,"0,058318"
12/12/2012 2.00,"1,044556","8,589968","5,064658","0,168037","8,791209","0,139412"
12/12/2012 3.00,"0,928093","4,086999","2,61288","0,138694",,"0,105522"
12/12/2012 4.00,"0,994901","8,341425","6,772663","0,14645","7,814408","0,045114"
12/12/2012 5.00,"1,03011","11,337554","7,827108","0,113321",,"0,126319"
12/12/2012 6.00,"1,031013","6,062361","3,941705","0,137631","9,523809","0,06503"
12/12/2012 7.00,"0,982261","4,143457","3,178258","0,15132",,"0,06437"
12/12/2012 8.00,"1,148379","22,375295","21,878098","0,159177","11,23321","0,148766"
12/12/2012 9.00,"1,42464","32,38513","29,088632","0,164348",,"0,166701"
12/12/2012 10.00,"0,963302","18,39798","15,417139","0,200686","7,081807","0,055457"
12/12/2012 11.00,"1,112266","5,737244","4,627143","0,157374",,"0,152616"
12/12/2012 12.00,"1,190811","3,450393","2,481965","0,191606","9,27961","0,169892"
12/12/2012 13.00,"1,177269","5,618488","4,091274","0,210145",,"0,216766"
12/12/2012 14.00,"0,728571","5,003297","3,443141","0,21271","7,326007","0,385778"
12/12/2012 15.00,"0,860381","3,536703","2,529107","0,214195",,"0,115866"
12/12/2012 16.00,"1,163727","5,153201","3,31867","0,205776","4,884005","0,473144"
12/12/2012 17.00,"1,115878","14,613383","9,863079","0,252415",,"1,046749"
12/12/2012 18.00,"0,816144","8,283669","4,812664","0,278611","13,67521","0,39557"
12/12/2012 19.00,"0,942537","23,198161","19,589128","0,227182",,"0,490089"
12/12/2012 20.00,"1,131225","40,026361","32,07355","0,244138","11,23321","0,367622"
12/12/2012 21.00,"0,858576","29,230004","18,163314","0,285025",,"0,170442"
12/12/2012 22.00,"0,765586","33,440955","27,220187","0,256404","12,69841","0,239984"
12/12/2012 23.00,"0,953371","33,36893","24,755868","0,435102",,"0,78751"
13/12/2012 0.00,"0,746626","16,442739","10,150676","0,33523","26,37361","0,764623"
13/12/2012 1.00,,"27,721877","18,990853","0,264661",,"0,601003"
13/12/2012 2.00,"1,064418",,,"0,194592","24,17581","0,439474"
13/12/2012 3.00,"0,55523","8,565308","5,316654",,,"0,338133"
13/12/2012 4.00,"0,650026","2,939031","1,97187","0,210533","16,84981","0,278936"
13/12/2012 5.00,"1,122197","10,268757","9,156271","0,087767",,"0,353208"
13/12/2012 6.00,"0,854964","10,52574","9,586324","0,15129","10,01221","0,258139"
13/12/2012 7.00,"0,678916","10,579599","7,966503","0,182645",,"0,168572"
13/12/2012 8.00,"0,89198","15,969666","13,400498","0,074574","10,01221","0,338683"
13/12/2012 9.00,"0,938926","23,690692","28,803381","0,226292",,"0,19586"
13/12/2012 10.00,"1,97987","46,290531","67,654036","0,263497","20,51281","0,297201"
13/12/2012 11.00,"1,51131","26,231281","23,036673","0,265686",,"0,422859"
13/12/2012 12.00,"4,078009","29,922435","27,027553","0,355606","15,87301","0,680778"
13/12/2012 13.00,"1,966329","25,187139","22,013084","0,216996",,"0,55853"
13/12/2012 14.00,"2,407804","28,854278","24,963778","0,316625","8,547009","0,436503"
13/12/2012 15.00,"2,269673","32,187219","28,095903","0,30001",,"1,404359"
13/12/2012 16.00,"1,202548","37,646704","26,380437","0,313119","9,035409","0,482057"
13/12/2012 17.00,"1,647635","55,553443","39,154527","0,243926",,"0,402833"
13/12/2012 18.00,"0,913647","29,772515","16,923682","0,307859","16,11721","0,339453"
13/12/2012 19.00,"1,008443","28,319548","15,289273","0,381312",,"0,497022"
13/12/2012 20.00,"0,991289","22,052127","12,028262","0,298196","36,141621","2,32908"
13/12/2012 21.00,"0,976845","24,924985","13,443916","0,307656",,"0,606835"
13/12/2012 22.00,"0,771906","28,567459","15,39238","0,349019","27,10622","0,506705"
13/12/2012 23.00,"0,716834","29,479846","16,034744","0,448405",,"0,675606"
14/12/2012 0.00,"1,021082","25,327307","13,588395","0,647257","36,630032","0,766714"
14/12/2012 1.00,"1,503185","20,098178","10,78423","0,454949",,"0,788171"
14/12/2012 2.00,"0,946149","11,338204","6,228992","0,337767","30,036631","0,673625"
14/12/2012 3.00,"0,906425","10,695762","5,885084","0,323068",,"0,276735"
14/12/2012 4.00,"0,728571","5,690521","3,351229","0,138035","21,73382","0,235802"
14/12/2012 5.00,"0,728571","4,209648","2,417185","0,15498",,"0,256379"
14/12/2012 6.00,"0,836006","10,132487","5,541179","0,395501","18,55921","0,124228"
14/12/2012 7.00,"0,808019","20,469374","11,060304","0,411811",,"0,520679"
14/12/2012 8.00,"0,946149","25,377267","13,860057","0,305636","21,97802","0,406794"
14/12/2012 9.00,"1,233244","44,77332","26,015169","0,484225",,"0,427481"
14/12/2012 10.00,"1,53027","42,137362","28,071486","0,287374","13,43101","0,936385"
14/12/2012 11.00,"2,093625","31,174872","24,567976","0,120734",,"0,549838"
14/12/2012 12.00,"0,845936","29,071673","22,08771","0,182975","19,53602","1,369588"
14/12/2012 13.00,"0,935315","26,598577","20,862672","0,124832",,"0,271673"
14/12/2012 14.00,"0,92087","17,75099","13,858707","0,080767","11,72161","1,184182"
14/12/2012 15.00,"1,025597","18,408364","14,458003","0,062638",,"0,602544"
14/12/2012 16.00,"1,229632","28,625851","17,418182","0,069836","9,523809","0,26287"
14/12/2012 17.00,"1,145671","17,955401","12,803581","0,078177",,"0,507144"
14/12/2012 18.00,"0,817047","15,906072","10,792372","0,08353","13,91941","0,52409"
14/12/2012 19.00,"1,300051","25,338339","15,415439","0,099482",,"0,658001"
14/12/2012 20.00,"1,13574","23,843843","13,657922","0,091861","7,570208","1,024413"
14/12/2012 21.00,"1,272968","17,318147","10,071997","0,141567",,"0,12896"
14/12/2012 22.00,"0,839617","8,236297","4,777051","0,070228","13,43101","0,212585"
14/12/2012 23.00,"0,947955","5,567872","3,472309","0,045005",,"1,230945"
15/12/2012 0.00,"0,779128","15,132533","8,576648","0,090581","1,465201","0,403823"
15/12/2012 1.00,,"20,225365","11,071833","0,050507",,"1,260984"
15/12/2012 2.00,"1,814655",,,"0,062146","4,395605","0,258249"
15/12/2012 3.00,"1,969037","17,386289","9,650088",,,"0,16494"
15/12/2012 4.00,"1,1231","13,139005","7,0969","0,064145","9,27961","0,072622"
15/12/2012 5.00,"0,997609","7,360232","3,966801","0,069226",,"0,041153"
15/12/2012 6.00,"0,863992","9,60685","5,258998","0,204666","11,47741","1,116841"
15/12/2012 7.00,"0,953371","11,013091","6,063143","0,624395",,"0,127969"
15/12/2012 8.00,"1,012054","23,052792","13,70812","0,182884","11,72161","1,446061"
15/12/2012 9.00,"0,95608","36,345588","21,460938","0,039888",,"2,090198"
15/12/2012 10.00,"0,899203","22,084575","15,611474","0,024558","15,62881","0,859362"
15/12/2012 11.00,"0,967816","16,65364","12,391163","0,042073",,"0,370483"
15/12/2012 12.00,"0,843228","13,621813","10,381992","0,088659","16,60561","0,354969"
15/12/2012 13.00,"0,650026","11,421918","8,989405","0,08516",,"0,246475"
15/12/2012 14.00,"0,650026","16,140329","11,364866","0,049378","9,27961","0,205212"
15/12/2012 15.00,"0,82788","20,281846","13,583984","0,004741",,"0,318327"
15/12/2012 16.00,"0,929898","20,776977","12,92432","0,098695","8,547009","0,147005"
15/12/2012 17.00,"1,031013","33,392295","20,254562","0,074592",,"0,45851"
15/12/2012 18.00,"0,780031","30,095052","17,132949","0,100628","18,07081","0,137872"
15/12/2012 19.00,"0,688847","20,60176","12,08457","0,069983",,"0,068001"
15/12/2012 20.00,"0,650026","10,946893","5,87457","0,053868","17,3382","0,374004"
15/12/2012 21.00,"0,73489","17,19226","10,048598","0,064667",,"0,370593"
15/12/2012 22.00,"1,042749","30,218337","18,118545","0,046169","22,710621","0,087037"
15/12/2012 23.00,"0,772808","4,437425","2,963231","0,039169",,"0,016726"
16/12/2012 0.00,"0,725862","12,463463","7,456067","0,067159","16,84981","0,031359"
16/12/2012 1.00,"0,655442","15,444678","8,670935","0,054284",,"1,090653"
16/12/2012 2.00,"0,904619","23,645914","13,75696","0,056274","20,02442","1,163825"
16/12/2012 3.00,"0,82156","30,806926","18,083944","0,016873",,"0,037962"
16/12/2012 4.00,"0,650026","19,140362","10,494927","0,026052","17,582411","0,056448"
16/12/2012 5.00,"0,828783","9,787254","5,304444","0,023814",,"0,060298"
16/12/2012 6.00,"0,714125","14,50307","9,401143","0,02716","19,53602","0,050615"
16/12/2012 7.00,"0,993095","10,669151","10,630596","0,035452",,"0,03257"
16/12/2012 8.00,"0,714125","6,285595","3,535391","0,04353","15,14041","0,016835"
16/12/2012 9.00,"0,884757","12,704861","8,52035","0,036579",,"1,060174"
16/12/2012 10.00,"0,887466","17,416794","14,063553","0,108564","14,16361","0,135451"
16/12/2012 11.00,"0,805309","27,255942","19,882829","0,133707",,"0,471274"
16/12/2012 12.00,"0,7701","14,230517","9,76913","0,098383","23,19902","0,479416"
16/12/2012 13.00,"0,857673","11,373897","8,113698","0,018143",,"0,140293"
16/12/2012 14.00,"0,752044","13,917733","9,190865","0,002093","13,43101","0,055677"
16/12/2012 15.00,"0,650026","12,481631","8,041118",,,"0,043023"
16/12/2012 16.00,"0,675304","6,953349","4,037687",,"14,65201","0,081425"
16/12/2012 17.00,"0,664471","21,725061","11,859024","0,016291",,"0,143264"
16/12/2012 18.00,"0,773711","19,109863","10,273112","0,113648","29,30402","0,089457"
16/12/2012 19.00,"0,745724","18,111806","9,792874","0,300661",,"0,258139"
16/12/2012 20.00,"0,789059","22,573875","15,700333","0,418164","30,036631","1,249981"
16/12/2012 21.00,"0,534466","7,954658","5,000559","0,192382",,"0,814138"
16/12/2012 22.00,"0,731279","5,997468","3,351229","0,101181","19,2918","0,175173"
16/12/2012 23.00,"0,724959","4,429637","2,49146","0,101211",,"0,100021"
17/12/2012 0.00,"0,71864","6,60552","4,300197","0,042015","17,582411","0,013864"
17/12/2012 1.00,,"3,842351","2,755328","0,037156",,"0,042473"
17/12/2012 2.00,"0,865798",,,"0,028845","15,87301","0,020687"
17/12/2012 3.00,"1,063515","2,774851","1,740562",,,"0,043133"
17/12/2012 4.00,"1,300051","3,067521","2,434821","0,072772","9,035409","0,025197"
17/12/2012 5.00,"0,816144","1,550957","1,132791","0,058156",,"0,03037"
17/12/2012 6.00,"1,177269","27,758874","28,622964","0,085025","6,105006","0,024978"
17/12/2012 7.00,"1,434571","34,018514","37,916261","0,169079",,"0,064809"
17/12/2012 8.00,"1,967231","49,382082","77,132178","0,203338","14,40781","0,018155"
17/12/2012 9.00,"1,160115","41,4365","56,374306","0,189151",,"0,047315"
17/12/2012 10.00,"1,207965","38,9978","50,383398","0,302593","17,094","0,29753"
17/12/2012 11.00,"1,733402","44,487152","51,393412","0,374008",,"0,19597"
17/12/2012 12.00,"4,799357","54,656621","79,746401","0,677171","28,327221","3,292975"
17/12/2012 13.00,"2,944075","28,373428","22,261358","0,299329",,"1,727748"
17/12/2012 14.00,"3,72501","50,291888","43,032121","0,221223","22,954821","0,967965"
17/12/2012 15.00,"4,63956","50,081625","36,873338","0,241454",,"0,354418"
17/12/2012 16.00,"1,977162","29,352661","16,755456","0,283096","28,81562","1,294655"
17/12/2012 17.00,"1,300051","33,006816","18,677131","0,336445",,"0,499002"
17/12/2012 18.00,"1,179977","35,335862","20,171791","0,325168","29,05983","1,27782"
17/12/2012 19.00,"1,152894","29,032744","15,576546","0,328083",,"0,219847"
17/12/2012 20.00,"1,26123","36,130814","22,662916","0,220245","29,79241","1,314131"
17/12/2012 21.00,"1,046361","23,358444","14,794444","0,118912",,"0,178365"
17/12/2012 22.00,"1,207965","7,820976","4,293752","0,150802","23,19902","1,148421"
17/12/2012 23.00,"1,29644","29,219624","17,764793","0,23551",,"0,264631"
18/12/2012 0.00,"1,280189","30,084018","19,207914","0,210782","23,93162","0,186397"
18/12/2012 1.00,"1,291927","12,488773","7,709081","0,155894",,"0,270573"
18/12/2012 2.00,"1,208867","14,100081","8,454891","0,170195","15,38461","0,084396"
18/12/2012 3.00,"1,005735","8,177894","5,077547","0,087333",,"0,095839"
18/12/2012 4.00,"1,226924","7,216169","4,226596","0,077361","8,302809","0,069211"
