"NetC","SIMAGE Brindisi","","","","","","","","","","","","","","","","",""
"Stat","Via Taranto","","","","","","","","","","","","","","","","",""
,SO2,NOX,NO2,CO,O3,BENZENE,PM10
22/03/2011 22.00,"0,8","30,9","24,7","0,4","66,4","1,7","22,3"
22/03/2011 23.00,1,"37,4","29,8","0,5","55,1","0,9","22,3"
23/03/2011 0.00,"0,9","22,1","18,5","0,4","70,5","1,6","22,3"
23/03/2011 1.00,,"14,8","12,1","0,4","71,6","1,4","28,4"
23/03/2011 2.00,"1,2",,,"0,4",68,"1,2","28,4"
23/03/2011 3.00,"0,9","18,9","17,8",,"63,2","0,8","28,4"
23/03/2011 4.00,1,"14,7","13,3","0,4",,"0,9","28,4"
23/03/2011 5.00,"0,8",14,"12,3","0,4","57,3","1,1","28,4"
23/03/2011 6.00,"0,8","16,1",14,"0,4","54,9","0,7","28,4"
23/03/2011 7.00,"1,1",25,21,"0,4","51,9","0,9","28,4"
23/03/2011 8.00,"0,5","21,7","17,8","0,3","81,7",1,"28,4"
23/03/2011 9.00,1,"25,5","18,2","0,4","88,6","1,4","28,4"
23/03/2011 10.00,"1,9","22,3","16,1","0,3",94,"0,4","28,4"
23/03/2011 11.00,"2,5",24,"16,9","0,3","93,8","0,7","28,4"
23/03/2011 12.00,"2,5","16,1","11,7","0,3","94,8","0,3","28,4"
23/03/2011 13.00,"1,7","14,7","10,7","0,3","97,3","0,5","28,4"
23/03/2011 14.00,"1,5","23,8","16,9","0,4",93,"0,5","28,4"
23/03/2011 15.00,"1,8","16,1","11,7","0,3","99,6","0,9","28,4"
23/03/2011 16.00,"2,5","15,6",12,"0,3","104,9","0,5","28,4"
23/03/2011 17.00,"2,5","20,4","15,6","0,4",103,"0,5","28,4"
23/03/2011 18.00,"2,1","27,4","22,1","0,4","103,3","1,2","28,4"
23/03/2011 19.00,"1,8","33,8",28,"0,4","91,8","1,2","28,4"
23/03/2011 20.00,"1,3","32,7","27,1","0,4","90,1","0,4","28,4"
23/03/2011 21.00,"1,3","37,2","30,2","0,4","93,4","0,2","28,4"
23/03/2011 22.00,"1,1","30,6","25,7","0,4","92,6","1,6","28,4"
23/03/2011 23.00,"0,9",39,"28,6","0,4","88,8","0,9","28,4"
24/03/2011 0.00,"0,7",16,"13,5","0,4",100,"1,1","28,4"
24/03/2011 1.00,"0,7","16,4","14,3","0,4","88,2","0,8","32,3"
24/03/2011 2.00,"1,1","13,9","12,6","0,4","85,3","0,7","32,3"
24/03/2011 3.00,"1,2","11,2","10,4","0,4","83,5","0,4","32,3"
24/03/2011 4.00,"1,3","9,9","9,1","0,4","84,9",1,"32,3"
24/03/2011 5.00,1,"8,8","7,7","0,3","85,8","0,8","32,3"
24/03/2011 6.00,"1,3","12,1",11,"0,3","81,7","0,7","32,3"
24/03/2011 7.00,"1,6","21,7","17,8","0,4","77,2","0,8","32,3"
24/03/2011 8.00,1,"28,3","22,5","0,4","75,7","0,6","32,3"
24/03/2011 9.00,"1,1",28,"21,5","0,4","80,8","0,4","32,3"
24/03/2011 10.00,"1,8","24,1",19,"0,4","83,9","0,6","32,3"
24/03/2011 11.00,"1,5",27,21,"0,4","85,7","0,6","32,3"
24/03/2011 12.00,"1,2","28,8","22,4","0,4","91,7","0,7","32,3"
24/03/2011 13.00,"1,5","25,3","19,6","0,4","102,6","0,7","32,3"
24/03/2011 14.00,"1,7","25,2","20,4","0,4","107,5","0,8","32,3"
24/03/2011 15.00,"1,6","25,1","20,2","0,4","110,3","0,8","32,3"
24/03/2011 16.00,"1,5","17,9","14,6","0,4","117,9","0,9","32,3"
24/03/2011 17.00,"1,6","25,8","21,3","0,4","112,6",0,"32,3"
24/03/2011 18.00,"1,2","31,1","26,1","0,5","108,9","0,3","32,3"
24/03/2011 19.00,"0,6","33,2","28,8","0,4","100,1","1,1","32,3"
24/03/2011 20.00,"0,5","54,4","46,6","0,6","80,7","0,4","32,3"
24/03/2011 21.00,"0,9","71,6","57,8","0,6","60,4","0,6","32,3"
24/03/2011 22.00,"0,5","68,6","58,3","0,5","59,5","0,7","32,3"
24/03/2011 23.00,"0,5",59,"43,9","0,5","64,6","0,4","32,3"
25/03/2011 0.00,"0,4","31,8",27,"0,4","75,6","0,5","32,3"
25/03/2011 1.00,,18,"16,6","0,4","81,7","0,3","25,1"
25/03/2011 2.00,"0,5",,,"0,3","85,7","0,3","25,1"
25/03/2011 3.00,"0,3","18,5","17,1",,"86,6","0,6","25,1"
25/03/2011 4.00,"0,3","13,4","12,5","0,3",,"0,3","25,1"
25/03/2011 5.00,"0,4","17,5","16,4","0,3","53,3",0,"25,1"
25/03/2011 6.00,"0,8","28,7","26,6","0,3",47,"0,1","25,1"
25/03/2011 7.00,"1,6","105,3","65,8","0,6","16,6","0,7","25,1"
25/03/2011 8.00,"1,5","105,6","68,5","0,6","21,3","1,2","25,1"
25/03/2011 9.00,"1,6","75,4","52,4","0,5","43,6","0,5","25,1"
25/03/2011 10.00,"1,3","28,9","22,4","0,4",78,"1,1","25,1"
25/03/2011 11.00,"1,3","25,5","19,8","0,3","86,3","0,4","25,1"
25/03/2011 12.00,"1,4","25,6","19,7","0,3","94,5","0,7","25,1"
25/03/2011 13.00,"2,9","70,4","49,4","0,4","76,5","0,6","25,1"
25/03/2011 14.00,"2,3","47,1","35,2","0,4",90,"1,2","25,1"
25/03/2011 15.00,2,"37,7",29,"0,3","99,2","0,3","25,1"
25/03/2011 16.00,"1,4","26,1","21,5","0,3",107,"0,4","25,1"
25/03/2011 17.00,"1,2","27,7","22,3","0,3","97,2",0,"25,1"
25/03/2011 18.00,"1,2","29,5","25,7","0,4","83,1",0,"25,1"
25/03/2011 19.00,"1,4","51,8","46,2","0,5","65,7","0,1","25,1"
25/03/2011 20.00,"0,8","61,6","54,2","0,5","64,9","0,5","25,1"
25/03/2011 21.00,"0,5","54,5","47,4","0,5","58,7","0,5","25,1"
25/03/2011 22.00,"0,4","37,2","33,8","0,5","69,1","0,4","25,1"
25/03/2011 23.00,"0,4","34,5","31,5","0,5","61,9","0,4","25,1"
26/03/2011 0.00,"0,2","32,1","28,8","0,5","61,3","0,8","25,1"
26/03/2011 1.00,"0,4","21,1","18,7","0,4",64,"0,4",
26/03/2011 2.00,"0,3","21,7","19,3","0,4","53,9","0,4",
26/03/2011 3.00,"0,3",17,"15,9","0,4","56,2","0,5",
26/03/2011 4.00,"0,3","16,2","15,1","0,4","50,7","0,6",
26/03/2011 5.00,"0,6","19,1","17,9","0,4","42,7",1,
26/03/2011 6.00,"0,6","17,4",16,"0,4","52,7","0,3",
26/03/2011 7.00,"0,8","55,7","42,5","0,5","19,8","0,3",
26/03/2011 8.00,2,"125,3","57,4","0,6","4,7",1,
26/03/2011 9.00,"3,3","181,4","80,9",1,7,"1,1",
26/03/2011 10.00,"1,6",92,"62,3","0,7",47,"0,9",
26/03/2011 11.00,"1,2","42,1","35,2","0,5","70,8","1,1",
26/03/2011 12.00,"1,5","39,4","32,7","0,4","82,7","0,5",
26/03/2011 13.00,1,"24,6","20,7","0,4","96,4","0,4",
26/03/2011 14.00,"1,1","20,4","17,1","0,4","105,2","0,4",
26/03/2011 15.00,"0,9",15,"12,9","0,3","109,2","0,7",
26/03/2011 16.00,1,"13,3","11,3","0,3","106,3","0,1",
26/03/2011 17.00,"0,7","15,9","13,8","0,3","106,7",0,
26/03/2011 18.00,"0,9","25,7","22,8","0,4","98,3","0,1",
26/03/2011 19.00,1,40,"35,4","0,4","79,9","0,4",
26/03/2011 20.00,"1,2","42,2","37,6","0,5","79,8","0,6",
26/03/2011 21.00,"0,8","35,3","31,3","0,5","77,8","0,3",
26/03/2011 22.00,"0,7","38,3","33,8","0,5","66,1","0,9",
26/03/2011 23.00,"0,6","28,8","25,7","0,5","66,9","0,7",
27/03/2011 0.00,1,"56,8","47,4","0,6","41,5","0,6",
27/03/2011 1.00,,"35,5","30,9","0,5",48,"0,6",
27/03/2011 2.00,"0,9",,,"0,5",39,"0,4",
27/03/2011 3.00,"0,8","60,3","48,9",,"18,9","0,5",
27/03/2011 4.00,"0,9","38,4",35,"0,5",,"0,8",
27/03/2011 5.00,"0,7","21,4","19,3","0,5","57,5","0,6",
27/03/2011 6.00,"0,7","24,1","21,6","0,5","46,3","0,4",
27/03/2011 7.00,"0,8","38,2","30,7","0,5","25,2","0,7",
27/03/2011 8.00,"1,2","66,2","43,8","0,6","24,6","0,5",
27/03/2011 9.00,"1,2","72,8","47,4","0,6","31,8","0,5",
27/03/2011 10.00,"0,8","31,8","23,8","0,6","75,1","0,6",
27/03/2011 11.00,"0,6","47,7","35,2","0,4","80,4","2,3",
27/03/2011 12.00,"0,9",46,"35,6","0,4","95,2","0,5",
27/03/2011 13.00,"1,4","35,1","27,4","0,3","104,5","0,5",
27/03/2011 14.00,"1,3","27,7","22,9","0,3","110,2","0,3",
27/03/2011 15.00,"0,8","24,8","21,1","0,6","115,3","0,3",
27/03/2011 16.00,"1,2",13,"10,5","0,3","116,6",0,
27/03/2011 17.00,1,"18,1","14,4","0,4","116,4","0,3",
27/03/2011 18.00,"1,3","22,8","16,9","0,4",100,"0,2",
27/03/2011 19.00,"0,8","33,2",24,"0,4","82,3","0,6",
27/03/2011 20.00,"0,8","71,5","56,8","0,5","46,4","0,6",
27/03/2011 21.00,"0,9","75,2","59,2","0,5","42,8","1,3",
27/03/2011 22.00,"0,7","47,3","39,9","0,4","54,2","0,3",
27/03/2011 23.00,"0,8","37,7","32,5","0,4","60,3","0,5",
28/03/2011 0.00,"0,5","22,3","19,4","0,4","65,2","0,3",
28/03/2011 1.00,"0,3",11,"10,2","0,4","70,9","0,1",
28/03/2011 2.00,"0,6","9,1","8,3","0,4","73,8","0,2",
28/03/2011 3.00,"0,4","11,2","10,4","0,4","69,3","0,2",
28/03/2011 4.00,"0,4","7,9","7,3","0,4","79,5","0,3",
28/03/2011 5.00,"0,5","23,7","21,9","0,4","51,9","0,2",
28/03/2011 6.00,"0,3","38,8","34,9","0,4",46,"0,3",
28/03/2011 7.00,"0,6","48,5","38,7","0,4",45,"0,3",
28/03/2011 8.00,1,"51,7","40,6","0,5","53,4","0,3",
28/03/2011 9.00,"1,1","31,1",24,"0,4","72,3","0,5",
28/03/2011 10.00,"1,2","21,7",16,"0,4","87,2","0,3",
28/03/2011 11.00,"0,6","19,7","15,1","0,3","88,2","0,2",
28/03/2011 12.00,"0,9","18,4","13,8","0,3","88,2",0,
28/03/2011 13.00,"0,6","18,5","13,6","0,3","91,6","0,4",
28/03/2011 14.00,"0,9","13,9","10,9","0,3","95,6","0,3",
28/03/2011 15.00,"0,7","16,8","13,5","0,3","95,8","0,2",
28/03/2011 16.00,"0,6","21,3","17,8","0,4","82,5","0,3",
28/03/2011 17.00,"0,5","25,6","21,9","0,4","78,1","0,1",
28/03/2011 18.00,"0,5","24,9","21,4","0,4","81,5","0,3",
28/03/2011 19.00,"0,7","30,9",27,"0,4","68,4","0,4",
28/03/2011 20.00,"0,4","27,5","22,6","0,4","60,8","0,3",
28/03/2011 21.00,"0,8","46,3","27,9","0,4","51,9","0,3",
28/03/2011 22.00,"0,7","21,9","16,6","0,3","58,2","0,4",
28/03/2011 23.00,"0,6","17,3","13,2","0,3","54,7","0,1",
29/03/2011 0.00,"0,2","16,3","14,1","0,4","51,2","0,1",
29/03/2011 1.00,,"9,5","8,3","0,3","54,9","0,3",33
29/03/2011 2.00,"0,3",,,"0,3","61,9","0,4",33
29/03/2011 3.00,"0,3","11,2","10,4",,"71,1",0,33
29/03/2011 4.00,"0,2","7,2","6,3","0,3",,,33
29/03/2011 5.00,"0,2","10,4","9,2","0,3","60,6","0,2",33
29/03/2011 6.00,"0,2","24,7","21,9","0,3","48,4",0,33
29/03/2011 7.00,"0,2","52,6","41,6","0,4","31,8","0,1",33
29/03/2011 8.00,"0,3","80,6","58,4","0,5","29,2","0,9",33
29/03/2011 9.00,"0,2","69,2","50,2","0,5","34,3","0,6",33
29/03/2011 10.00,"0,3","40,8","30,5","0,4","56,8","1,4",33
29/03/2011 11.00,"0,3","23,4","18,1","0,3","74,7","0,7",33
29/03/2011 12.00,"0,3","26,7","20,2","0,3","79,1","0,3",33
29/03/2011 13.00,"0,7","23,6","17,7","0,3",86,"0,3",33
29/03/2011 14.00,"0,2","18,4","14,6","0,3","87,8","0,3",33
29/03/2011 15.00,"0,5","20,6","16,2","0,3","92,8","0,1",33
29/03/2011 16.00,"0,2","21,1","16,9","0,4","94,9","0,1",33
29/03/2011 17.00,"0,2","24,9","20,5","0,4","88,7","0,2",33
