"NetC","Comune Lecce","","","","","","","","","","","","","",""
"Stat","Via Garilliano","","","","","","","","","","","","","",""
Parm,SO2,NO2,NOX,CO,O3,PM10,BENZENE,PM2.5
03/03/2011 2.00,"1,8",,,"0,2",,"19,1","0,3","12,5"
03/03/2011 3.00,,"9,3",12,"0,2",,"19,1","0,3","12,5"
03/03/2011 4.00,"2,5","7,2","9,9",,,"19,1","0,3","12,5"
03/03/2011 5.00,"2,5","9,4","12,1","0,2",,"19,1","0,3","12,5"
03/03/2011 6.00,"2,7","30,3","36,1","0,3",,"19,1","0,3","12,5"
03/03/2011 7.00,"2,4","39,1","51,7","0,4",,"19,1","0,4","12,5"
03/03/2011 8.00,"2,8","52,2","86,4","0,6",,"19,1","0,5","12,5"
03/03/2011 9.00,"2,6","28,7","43,7","0,4",,"19,1","0,8","12,5"
03/03/2011 10.00,"2,9",20,"29,1","0,3",,"19,1","0,6","12,5"
03/03/2011 11.00,"2,5","24,9",34,"0,3",,"19,1","0,5","12,5"
03/03/2011 12.00,"2,5","26,1","36,8","0,3",,"19,1","0,5","12,5"
03/03/2011 13.00,"2,4","29,7","42,6","0,4",,"19,1","0,5","12,5"
03/03/2011 14.00,"2,7","20,2","27,7","0,3",,"19,1","0,5","12,5"
03/03/2011 15.00,"2,9","19,3",26,"0,3",,"19,1","0,4","12,5"
03/03/2011 16.00,"2,4","19,9","25,9","0,3",,"19,1","0,4","12,5"
03/03/2011 17.00,"2,2","32,8","40,3","0,4",,"19,1","0,5","12,5"
03/03/2011 18.00,2,"47,1","54,7","0,5",,"19,1","0,6","12,5"
03/03/2011 19.00,"2,4","65,5","78,9","0,6",,"19,1","0,8","12,5"
03/03/2011 20.00,"2,7","87,8","118,4","0,8",,"19,1","1,1","12,5"
03/03/2011 21.00,"2,8","86,1","108,5","0,8",,"19,1","1,5","12,5"
03/03/2011 22.00,"2,8","77,3",95,"0,8",,"19,1","1,6","12,5"
03/03/2011 23.00,"2,2","50,2","56,5","0,7",,"19,1","1,7","12,5"
04/03/2011 0.00,"2,2","46,9","55,1","0,6",,"19,1","1,5","12,5"
04/03/2011 1.00,"2,1","30,2","34,4","0,5",,"20,4","1,3","13,4"
04/03/2011 2.00,"2,3","20,2","22,9","0,5",,"20,4","1,1","13,4"
04/03/2011 3.00,"2,2","12,1","15,1","0,4",,"20,4",1,"13,4"
04/03/2011 4.00,"2,7","9,8","12,3","0,3",,"20,4","0,8","13,4"
04/03/2011 5.00,"2,8","9,3","11,8","0,3",,"20,4","0,6","13,4"
04/03/2011 6.00,"2,8","15,4","18,3","0,3",,"20,4","0,5","13,4"
04/03/2011 7.00,"2,7","27,9","35,2","0,4",,"20,4","0,5","13,4"
04/03/2011 8.00,"2,7","28,1","38,6","0,5",,"20,4","0,6","13,4"
04/03/2011 9.00,"3,6","21,6","32,1","0,4",,"20,4","0,9","13,4"
04/03/2011 10.00,"7,1","9,4","13,9","0,3",,"20,4","0,8","13,4"
04/03/2011 11.00,"6,8","7,3","11,4","0,3",,"20,4","0,7","13,4"
04/03/2011 12.00,4,"6,1","10,8","0,3",,"20,4","0,6","13,4"
04/03/2011 13.00,"2,8",9,"14,3","0,3",,"20,4","0,5","13,4"
04/03/2011 14.00,"3,2","6,1","10,4","0,3",,"20,4","0,5","13,4"
04/03/2011 15.00,"3,7","8,8","12,3","0,3",,"20,4","0,4","13,4"
04/03/2011 16.00,"3,7","12,2","15,7","0,3",,"20,4","0,4","13,4"
04/03/2011 17.00,"3,3","19,3","23,1","0,4",,"20,4","0,5","13,4"
04/03/2011 18.00,"3,4","31,1","34,8","0,5",,"20,4","0,6","13,4"
04/03/2011 19.00,"2,8","39,1","43,9","0,6",,"20,4","0,9","13,4"
04/03/2011 20.00,"3,2","53,4","58,3","0,6",,"20,4",1,"13,4"
04/03/2011 21.00,"4,3","76,2",90,"0,7",,"20,4","1,1","13,4"
04/03/2011 22.00,"4,2","67,4","86,3","0,7",,"20,4","1,2","13,4"
04/03/2011 23.00,"4,2","88,4","161,5","1,1",,"20,4","1,2","13,4"
05/03/2011 0.00,"4,2","84,4","174,7","1,3",,"20,4","1,8","13,4"
05/03/2011 1.00,"3,5","73,1","117,5",1,,"15,6","2,2","10,4"
05/03/2011 2.00,"3,2",,,"0,8",,"15,6","1,9","10,4"
05/03/2011 3.00,,"38,5","41,5","0,6",,"15,6","1,6","10,4"
05/03/2011 4.00,"2,6","23,7","26,5",,,"15,6","1,2","10,4"
05/03/2011 5.00,"2,3","17,6","20,1","0,4",,"15,6",1,"10,4"
05/03/2011 6.00,"2,4",26,"29,2","0,3",,"15,6","0,7","10,4"
05/03/2011 7.00,"2,5",39,"53,9","0,4",,"15,6","0,6","10,4"
05/03/2011 8.00,"1,9","41,5","52,4","0,5",,"15,6","0,7","10,4"
05/03/2011 9.00,"2,4","36,1","46,3","0,4",,"15,6","0,7","10,4"
05/03/2011 10.00,"2,7",21,"28,3","0,4",,"15,6","0,7","10,4"
05/03/2011 11.00,"3,2",23,"29,4","0,4",,"15,6","0,6","10,4"
05/03/2011 12.00,"2,9","33,1","42,2","0,4",,"15,6","0,7","10,4"
05/03/2011 13.00,"2,4","44,7","56,2","0,5",,"15,6","0,8","10,4"
05/03/2011 14.00,"2,5","17,3","21,2","0,3",,"15,6","0,9","10,4"
05/03/2011 15.00,"2,6","16,4","20,2","0,3",,"15,6","0,6","10,4"
05/03/2011 16.00,"2,4","11,3","14,6","0,3",,"15,6","0,5","10,4"
05/03/2011 17.00,"2,3","10,2","13,4","0,3",,"15,6","0,4","10,4"
05/03/2011 18.00,"2,4","12,5","15,6","0,3",,"15,6","0,4","10,4"
05/03/2011 19.00,"2,4","10,7","13,8","0,3",,"15,6","0,4","10,4"
05/03/2011 20.00,"2,3","14,2","16,9","0,3",,"15,6","0,4","10,4"
05/03/2011 21.00,"2,6","12,4","16,4","0,3",,"15,6","0,4","10,4"
05/03/2011 22.00,"2,4","7,9","10,7","0,3",,"15,6","0,5","10,4"
05/03/2011 23.00,"2,6","7,2","9,8","0,3",,"15,6","0,4","10,4"
06/03/2011 0.00,"2,4","5,8","8,4","0,2",,"15,6","0,4","10,4"
06/03/2011 1.00,"2,3","4,2","6,7","0,3",,16,"0,3","12,1"
06/03/2011 2.00,"2,7","4,1","6,8","0,3",,16,"0,4","12,1"
06/03/2011 3.00,"2,4",4,"6,5","0,3",,16,"0,4","12,1"
06/03/2011 4.00,"2,3","4,4","7,2","0,3",,16,"0,5","12,1"
06/03/2011 5.00,"2,3","4,1",7,"0,3",,16,"0,6","12,1"
06/03/2011 6.00,"2,1","3,9","6,5","0,4",,16,"0,6","12,1"
06/03/2011 7.00,"2,8","4,9","7,5","0,4",,16,"0,6","12,1"
06/03/2011 8.00,"1,9","5,9","8,8","0,4",,16,"0,7","12,1"
06/03/2011 9.00,"2,4","7,5","10,6","0,4",,16,"0,6","12,1"
06/03/2011 10.00,"2,2","8,7","12,4","0,4",,16,"0,6","12,1"
06/03/2011 11.00,2,"10,4","14,2","0,4",,16,"0,7","12,1"
06/03/2011 12.00,"2,2","10,5","14,8","0,4",,16,"0,7","12,1"
06/03/2011 13.00,"2,1","9,4","12,8","0,4",,16,"0,8","12,1"
06/03/2011 14.00,"2,2","7,2","10,3","0,4",,16,"0,7","12,1"
06/03/2011 15.00,"2,2","8,2","11,5","0,4",,16,"0,7","12,1"
06/03/2011 16.00,"2,4","8,1","11,4","0,4",,16,"0,7","12,1"
06/03/2011 17.00,"2,4","11,6","14,8","0,4",,16,"0,8","12,1"
06/03/2011 18.00,"2,5","20,9","24,5","0,5",,16,"0,9","12,1"
06/03/2011 19.00,"2,8","33,4","38,6","0,6",,16,1,"12,1"
06/03/2011 20.00,"2,1","36,3","43,8","0,7",,16,"1,2","12,1"
06/03/2011 21.00,"2,4","25,8","30,6","0,5",,16,"1,2","12,1"
06/03/2011 22.00,"2,1","16,1","19,4","0,4",,16,1,"12,1"
06/03/2011 23.00,"2,2","10,2","13,1","0,4",,16,"0,8","12,1"
07/03/2011 0.00,"2,3","8,5","11,1","0,3",,16,"0,7","12,1"
07/03/2011 1.00,"2,2","6,2","8,7","0,4",,"21,1","0,6",11
07/03/2011 2.00,"2,8",,,"0,3",,"21,1","0,7",11
07/03/2011 3.00,,"8,3",11,"0,3",,"21,1","0,7",11
07/03/2011 4.00,"2,4","5,5","8,1",,,"21,1","0,6",11
07/03/2011 5.00,"2,5","4,1","6,6","0,3",,"21,1","0,5",11
07/03/2011 6.00,"2,1","3,7","6,5","0,2",,"21,1","0,4",11
07/03/2011 7.00,2,"6,2","9,4","0,1",,"21,1","0,4",11
07/03/2011 8.00,2,"5,3","8,8","0,1",,"21,1","0,4",11
07/03/2011 9.00,"2,4","4,4","7,8","0,1",,"21,1","0,4",11
07/03/2011 10.00,"2,4","5,4","8,6","0,1",,"21,1","0,4",11
07/03/2011 11.00,3,4,"7,6","0,1",,"21,1","0,4",11
07/03/2011 12.00,"2,6","3,6","6,7","0,2",,"21,1","0,4",11
07/03/2011 13.00,"2,9","4,1","7,5","0,2",,"21,1","0,3",11
07/03/2011 14.00,"2,5","5,1","8,1","0,2",,"21,1","0,4",11
07/03/2011 15.00,"2,1","4,3","7,3","0,2",,"21,1","0,4",11
07/03/2011 16.00,"3,1","3,9","7,1","0,2",,"21,1","0,4",11
07/03/2011 17.00,"2,7","3,6","6,7","0,2",,"21,1","0,3",11
07/03/2011 18.00,"2,6",5,"8,5","0,2",,"21,1","0,3",11
07/03/2011 19.00,2,"5,8","9,8","0,2",,"21,1","0,3",11
07/03/2011 20.00,"2,3","5,2","8,6","0,2",,"21,1","0,3",11
07/03/2011 21.00,"3,1","4,5","7,7","0,2",,"21,1","0,3",11
07/03/2011 22.00,"3,2","3,6","6,4","0,2",,"21,1","0,3",11
07/03/2011 23.00,"2,8","2,8","5,5","0,2",,"21,1","0,3",11
08/03/2011 0.00,"2,8","2,2",5,"0,2",,"21,1","0,3",11
08/03/2011 1.00,"2,3",,,"0,2",,"16,5","0,1","7,6"
08/03/2011 2.00,"2,6","1,6","4,1","0,2",,"16,5","0,2","7,6"
08/03/2011 3.00,"1,7","1,5","4,4","0,2",,"16,5","0,3","7,6"
08/03/2011 4.00,"2,2","1,7","4,3","0,2",,"16,5","0,3","7,6"
08/03/2011 5.00,"1,8","2,7","5,3","0,2",,"16,5","0,3","7,6"
08/03/2011 6.00,"1,9",3,"5,7","0,2",,"16,5","0,3","7,6"
08/03/2011 7.00,"2,1","5,4","8,8","0,2",,"16,5","0,2","7,6"
08/03/2011 8.00,"2,3","5,4","9,2","0,2",,"16,5","0,3","7,6"
08/03/2011 9.00,"1,8","4,8","8,4","0,2",,"16,5","0,3","7,6"
08/03/2011 10.00,2,6,"11,4","0,2",,"16,5","0,3","7,6"
08/03/2011 11.00,2,"5,7","9,9","0,2",,"16,5","0,2","7,6"
08/03/2011 12.00,"1,7","4,8","9,2","0,2",,"16,5","0,2","7,6"
08/03/2011 13.00,"1,6","4,3","8,1","0,2",,"16,5",,"7,6"
08/03/2011 14.00,"1,5","4,1","7,9","0,2",,"16,5",,"7,6"
08/03/2011 15.00,"1,7","3,4","7,4","0,2",,"16,5",,"7,6"
08/03/2011 16.00,"1,7","4,1","7,7","0,2",,"16,5",,"7,6"
08/03/2011 17.00,"1,7","4,6","7,7","0,2",,"16,5",,"7,6"
08/03/2011 18.00,"1,9","5,6","9,3","0,2",,"16,5",,"7,6"
08/03/2011 19.00,"2,2","9,3",13,"0,2",,"16,5",,"7,6"
08/03/2011 20.00,"2,3","13,5","17,4","0,2",,"16,5",,"7,6"
08/03/2011 21.00,2,"15,8","18,9","0,2",,"16,5",,"7,6"
08/03/2011 22.00,"1,8","11,7","15,5","0,2",,"16,5",,"7,6"
08/03/2011 23.00,"1,8","6,8","9,5","0,2",,"16,5",,"7,6"
09/03/2011 0.00,"1,8","5,7","8,5","0,2",,"16,5",,"7,6"
09/03/2011 1.00,"1,9","5,9","8,6","0,2",,"32,4",,"20,1"
09/03/2011 2.00,"1,9",,,"0,2",,"32,4",,"20,1"
09/03/2011 3.00,,"12,9","15,3","0,2",,"32,4",,"20,1"
09/03/2011 4.00,"1,8",19,"21,8",,,"32,4",,"20,1"
09/03/2011 5.00,"1,7","23,9","27,4","0,6",,"32,4",,"20,1"
09/03/2011 6.00,"2,2","53,3","67,8","0,5",,"32,4","0,4","20,1"
09/03/2011 7.00,"2,1","63,8","94,3","0,5",,"32,4","0,5","20,1"
09/03/2011 8.00,"2,7","42,9","60,2","0,5",,"32,4","0,5","20,1"
09/03/2011 9.00,"3,8","14,7","22,8","0,3",,"32,4","0,5","20,1"
09/03/2011 10.00,"3,5","10,5","18,1","0,3",,"32,4","0,3","20,1"
09/03/2011 11.00,"3,6","7,2","11,7","0,3",,"32,4","0,3","20,1"
09/03/2011 12.00,"4,4","10,5","17,7","0,2",,"32,4","0,2","20,1"
09/03/2011 13.00,4,"11,8","19,9","0,3",,"32,4",,"20,1"
09/03/2011 14.00,"3,8","12,9","24,9","0,4",,"32,4",,"20,1"
09/03/2011 15.00,"3,2","4,6","7,8","0,3",,"32,4","0,7","20,1"
09/03/2011 16.00,"3,4","6,8",10,"0,3",,"32,4","0,6","20,1"
09/03/2011 17.00,3,11,14,"0,3",,"32,4","0,7","20,1"
09/03/2011 18.00,"2,6","22,6","25,6","0,5",,"32,4","0,7","20,1"
09/03/2011 19.00,"2,7","39,2",42,"0,7",,"32,4",1,"20,1"
09/03/2011 20.00,"2,9",97,"136,8","1,2",,"32,4",2,"20,1"
09/03/2011 21.00,"2,7","108,6","135,1",1,,"32,4","3,7","20,1"
09/03/2011 22.00,"2,6","87,3","96,6","0,8",,"32,4","3,2","20,1"
09/03/2011 23.00,"2,2","71,2","78,6","0,9",,"32,4","2,9","20,1"
10/03/2011 0.00,"2,1","43,3","46,7","0,7",,"32,4","2,9","20,1"
10/03/2011 1.00,"2,3","31,4","34,7","0,6",,"29,7","2,3","18,8"
10/03/2011 2.00,"2,2","21,4","24,1","0,6",,"29,7","1,9","18,8"
10/03/2011 3.00,"2,4","13,3",16,"0,5",,"29,7","1,7","18,8"
10/03/2011 4.00,"1,8","13,4","15,9","0,4",,"29,7","1,2","18,8"
10/03/2011 5.00,"1,3","16,3","19,1","0,4",,"29,7","0,9","18,8"
10/03/2011 6.00,2,"37,8","43,1","0,4",,"29,7","0,8","18,8"
10/03/2011 7.00,"2,2","56,6","73,2","0,6",,"29,7",1,"18,8"
10/03/2011 8.00,"2,4","57,2","88,6","0,6",,"29,7","1,5","18,8"
10/03/2011 9.00,"3,1","19,3","26,4","0,5",,"29,7",2,"18,8"
10/03/2011 10.00,4,"13,7","18,8","0,4",,"29,7","1,3","18,8"
10/03/2011 11.00,"3,1","9,9","14,1","0,2",,"29,7","0,9","18,8"
10/03/2011 12.00,3,"9,1","13,6","0,2",,"29,7","0,8","18,8"
10/03/2011 13.00,"3,1","11,1","16,1","0,2",,"29,7","0,6","18,8"
10/03/2011 14.00,"2,4","6,7","10,2","0,2",,"29,7","0,5","18,8"
10/03/2011 15.00,"2,5","4,9","7,6","0,3",,"29,7","0,4","18,8"
10/03/2011 16.00,"3,7","9,1","12,5","0,4",,"29,7","0,4","18,8"
10/03/2011 17.00,"2,8","12,9","16,2","0,4",,"29,7","0,5","18,8"
10/03/2011 18.00,3,"40,7","44,6","0,6",,"29,7","0,7","18,8"
10/03/2011 19.00,"2,1","55,9",61,"0,7",,"29,7","1,8","18,8"
10/03/2011 20.00,"2,2","54,3","59,2","0,7",,"29,7","2,6","18,8"
10/03/2011 21.00,"2,1","47,8","52,7","0,7",,"29,7","2,4","18,8"
10/03/2011 22.00,2,"24,8","27,6","0,6",,"29,7","2,1","18,8"
10/03/2011 23.00,2,"27,4","30,3","0,6",,"29,7","1,7","18,8"
11/03/2011 0.00,2,"26,4","29,1","0,6",,"29,7","1,5","18,8"
11/03/2011 1.00,"2,1","32,8",36,"0,6",,"42,9","1,3","33,2"
11/03/2011 2.00,2,,,"0,5",,"42,9","1,2","33,2"
11/03/2011 3.00,,"20,9","23,5","0,5",,"42,9",1,"33,2"
11/03/2011 4.00,"1,7","23,3","26,1",,,"42,9","1,1","33,2"
11/03/2011 5.00,"1,9",25,"27,8","0,4",,"42,9",1,"33,2"
11/03/2011 6.00,"1,9","61,6","69,9","0,6",,"42,9","1,1","33,2"
11/03/2011 7.00,2,"70,7","94,5","0,6",,"42,9","1,7","33,2"
11/03/2011 8.00,"2,2","40,6","49,5","0,5",,"42,9","1,9","33,2"
11/03/2011 9.00,"3,1","29,4",38,"0,4",,"42,9","1,8","33,2"
11/03/2011 10.00,"2,5","15,2","19,3","0,3",,"42,9","1,7","33,2"
11/03/2011 11.00,"2,5","12,1","15,7","0,3",,"42,9","1,1","33,2"
11/03/2011 12.00,"2,4","10,7","14,1","0,3",,"42,9","0,8","33,2"
11/03/2011 13.00,2,"12,2","16,1","0,3",,"42,9","0,7","33,2"
11/03/2011 14.00,"3,1","12,1","15,6","0,3",,"42,9","0,7","33,2"
11/03/2011 15.00,"2,1","10,3","12,9","0,3",,"42,9","0,6","33,2"
11/03/2011 16.00,"2,5","12,4","16,1","0,3",,"42,9","0,6","33,2"
11/03/2011 17.00,"1,9","13,7","16,4","0,3",,"42,9","0,6","33,2"
11/03/2011 18.00,"1,6","29,2","32,7","0,5",,"42,9","0,7","33,2"
11/03/2011 19.00,2,"68,6","78,6",1,,"42,9","0,9","33,2"
11/03/2011 20.00,"2,7","144,5","236,8","1,4",,"42,9","1,8","33,2"
11/03/2011 21.00,"5,1","179,2","440,9","2,4",,"42,9","3,6","33,2"
11/03/2011 22.00,"3,6","145,2","264,6","1,7",,"42,9","5,7","33,2"
11/03/2011 23.00,"2,1","109,3","133,3",1,,"42,9","5,7","33,2"
12/03/2011 0.00,"1,7","102,6","110,9","0,9",,"42,9","4,3","33,2"
12/03/2011 1.00,"1,9","81,5","85,3","0,8",,"27,6","3,3","22,2"
12/03/2011 2.00,"2,3","43,4",46,"0,6",,"27,6","2,8","22,2"
12/03/2011 3.00,"1,7","27,9","30,1","0,5",,"27,6","2,1","22,2"
12/03/2011 4.00,"1,9","25,8","28,3","0,5",,"27,6","1,5","22,2"
12/03/2011 5.00,"1,8","24,6","26,9","0,4",,"27,6","1,3","22,2"
12/03/2011 6.00,"1,9","37,9","41,3","0,4",,"27,6","1,2","22,2"
12/03/2011 7.00,2,61,"74,1","0,5",,"27,6","1,2","22,2"
12/03/2011 8.00,"1,9","69,8","96,2","0,6",,"27,6","1,3","22,2"
12/03/2011 9.00,2,"32,8","42,8","0,4",,"27,6","1,7","22,2"
12/03/2011 10.00,"2,2","24,1","31,5","0,4",,"27,6","1,3","22,2"
12/03/2011 11.00,"2,3","22,6","30,3","0,4",,"27,6","1,1","22,2"
12/03/2011 12.00,"2,2",20,"27,1","0,3",,"27,6","1,1","22,2"
12/03/2011 13.00,"2,2","24,1","33,1","0,4",,"27,6",1,"22,2"
12/03/2011 14.00,2,"16,8","22,2","0,3",,"27,6","1,1","22,2"
12/03/2011 15.00,"2,1",,,"0,3",,"27,6","0,7","22,2"
12/03/2011 16.00,"1,7","14,6","18,9","0,4",,"27,6",,"22,2"
12/03/2011 17.00,"2,2","19,1","23,4","0,4",,"27,6",,"22,2"
12/03/2011 18.00,"1,6",31,"35,4","0,4",,"27,6",,"22,2"
12/03/2011 19.00,"1,7","46,8","51,8","0,6",,"27,6",,"22,2"
12/03/2011 20.00,"2,1",48,"53,6","0,6",,"27,6",,"22,2"
12/03/2011 21.00,"1,5","45,4","50,9","0,5",,"27,6",,"22,2"
12/03/2011 22.00,"1,8","40,8","45,4","0,5",,"27,6",,"22,2"
12/03/2011 23.00,"1,7","35,9","39,6","0,5",,"27,6",,"22,2"
13/03/2011 0.00,"1,7","31,5","35,5","0,5",,"27,6",,"22,2"
13/03/2011 1.00,"1,8","26,2","29,9","0,4",,"14,9",,"12,2"
13/03/2011 2.00,"1,7",,,"0,4",,"14,9",,"12,2"
13/03/2011 3.00,,"17,7","20,3","0,3",,"14,9",,"12,2"
13/03/2011 4.00,2,"11,9","14,4",,,"14,9",,"12,2"
13/03/2011 5.00,"1,6","10,4","12,8","0,2",,"14,9",,"12,2"
13/03/2011 6.00,"1,5","12,1","14,9","0,3",,"14,9",,"12,2"
13/03/2011 7.00,"1,3",13,"16,1","0,3",,"14,9",,"12,2"
13/03/2011 8.00,"1,4","9,9","13,6","0,3",,"14,9",,"12,2"
13/03/2011 9.00,"1,2","7,7","11,3","0,3",,"14,9",,"12,2"
13/03/2011 10.00,"1,9","9,5","13,9","0,3",,"14,9",,"12,2"
13/03/2011 11.00,"1,2","10,1","14,7","0,3",,"14,9",,"12,2"
13/03/2011 12.00,"2,1","12,4","16,9","0,3",,"14,9",,"12,2"
13/03/2011 13.00,"1,9","12,3","16,8","0,3",,"14,9",,"12,2"
13/03/2011 14.00,"1,9","8,7","12,3","0,3",,"14,9",,"12,2"
13/03/2011 15.00,"1,9","8,2","11,6","0,3",,"14,9",,"12,2"
13/03/2011 16.00,"1,8","8,1","11,6","0,3",,"14,9",,"12,2"
13/03/2011 17.00,"1,7",15,"19,2","0,3",,"14,9",,"12,2"
13/03/2011 18.00,"1,8","20,3","24,4","0,3",,"14,9",,"12,2"
13/03/2011 19.00,"1,5","22,3",26,"0,3",,"14,9",,"12,2"
13/03/2011 20.00,"1,6","24,1","28,1","0,4",,"14,9",,"12,2"
13/03/2011 21.00,"1,6","24,1","27,7","0,4",,"14,9",,"12,2"
13/03/2011 22.00,"1,6",18,"21,1","0,3",,"14,9",,"12,2"
13/03/2011 23.00,"1,6","12,1","15,1","0,3",,"14,9",,"12,2"
14/03/2011 0.00,"1,1","8,8","11,6","0,3",,"14,9",,"12,2"
14/03/2011 1.00,"1,4","5,6","8,3","0,3",,"27,4",,"14,9"
14/03/2011 2.00,"1,7","3,4","5,7","0,2",,"27,4",,"14,9"
14/03/2011 3.00,"1,7","2,4","4,9","0,2",,"27,4",,"14,9"
14/03/2011 4.00,"1,7","2,9","5,4","0,2",,"27,4",,"14,9"
14/03/2011 5.00,"1,6","4,4","7,1","0,2",,"27,4",,"14,9"
14/03/2011 6.00,"1,5","9,3","12,3","0,2",,"27,4",,"14,9"
14/03/2011 7.00,"1,8","17,7","23,1","0,3",,"27,4",,"14,9"
14/03/2011 8.00,"1,5","26,6","36,8","0,4",,"27,4",,"14,9"
14/03/2011 9.00,"1,5","24,6","34,1","0,4",,"27,4",,"14,9"
14/03/2011 10.00,"1,5",23,"32,7","0,4",,"27,4",,"14,9"
14/03/2011 11.00,2,"15,4","22,8","0,3",,"27,4",,"14,9"
14/03/2011 12.00,"1,9","15,5","23,5","0,3",,"27,4",,"14,9"
14/03/2011 13.00,2,"20,3","29,1","0,3",,"27,4",,"14,9"
14/03/2011 14.00,"1,7",17,"24,7","0,3",,"27,4",,"14,9"
14/03/2011 15.00,"1,5","12,5","17,6","0,3",,"27,4",,"14,9"
14/03/2011 16.00,"1,5","14,4","19,4","0,3",,"27,4",,"14,9"
14/03/2011 17.00,"1,8","19,4","24,6","0,3",,"27,4",,"14,9"
14/03/2011 18.00,"1,7","23,3","28,6","0,4",,"27,4",,"14,9"
14/03/2011 19.00,"1,5","23,2","28,4","0,4",,"27,4",,"14,9"
14/03/2011 20.00,"1,7","25,9","30,7","0,4",,"27,4",,"14,9"
14/03/2011 21.00,"1,7","21,4","25,6","0,4",,"27,4",,"14,9"
14/03/2011 22.00,"1,6",12,"15,4","0,3",,"27,4",,"14,9"
14/03/2011 23.00,"1,9","9,1",12,"0,3",,"27,4",,"14,9"
15/03/2011 0.00,"1,5","5,8","8,3","0,3",,"27,4",,"14,9"
15/03/2011 1.00,"1,7",3,"5,7","0,3",,20,,"8,8"
15/03/2011 2.00,"1,9",,,"0,2",,20,,"8,8"
15/03/2011 3.00,,"5,2","7,7","0,2",,20,,"8,8"
15/03/2011 4.00,"1,4","3,9","6,5",,,20,,"8,8"
15/03/2011 5.00,"1,2","4,8","7,6","0,2",,20,,"8,8"
15/03/2011 6.00,"1,2","9,1","11,9","0,3",,20,,"8,8"
15/03/2011 7.00,"1,4","14,9","20,1","0,3",,20,,"8,8"
15/03/2011 8.00,"1,3","22,6","32,1","0,4",,20,,"8,8"
15/03/2011 9.00,"1,5",20,"29,2","0,3",,20,,"8,8"
15/03/2011 10.00,"1,5","18,7","27,5","0,3",,20,,"8,8"
15/03/2011 11.00,"1,6","14,4","21,7","0,3",,20,"0,3","8,8"
15/03/2011 12.00,"1,5","15,1","21,4","0,3",,20,"0,8","8,8"
15/03/2011 13.00,"1,5","20,6","28,1","0,3",,20,"0,7","8,8"
15/03/2011 14.00,"1,5","18,8","25,1","0,3",,20,"0,8","8,8"
15/03/2011 15.00,"1,5","12,5","17,6","0,3",,20,"0,8","8,8"
15/03/2011 16.00,"1,3","14,7",20,"0,3",,20,"0,7","8,8"
15/03/2011 17.00,"1,4","16,4","21,4","0,3",,20,"0,8","8,8"
15/03/2011 18.00,"1,4","21,4","27,7","0,3",,20,"0,8","8,8"
15/03/2011 19.00,"1,2","22,5","27,4","0,3",,20,"0,9","8,8"
15/03/2011 20.00,"1,4","23,3",28,"0,3",,20,1,"8,8"
15/03/2011 21.00,"1,4","15,8","19,4","0,3",,20,1,"8,8"
15/03/2011 22.00,"1,4",10,"13,4","0,3",,20,"0,9","8,8"
15/03/2011 23.00,"1,4","6,6","9,3","0,3",,20,"0,8","8,8"
16/03/2011 0.00,"1,3",5,"7,9","0,3",,20,"0,7","8,8"
16/03/2011 1.00,"1,4","3,7","6,6","0,2",,"29,7","0,6","10,4"
16/03/2011 2.00,"1,5","2,2","5,1","0,2",,"29,7","0,6","10,4"
16/03/2011 3.00,"1,4","1,9","4,3","0,2",,"29,7","0,6","10,4"
16/03/2011 4.00,"1,5","1,7","4,5","0,2",,"29,7","0,6","10,4"
16/03/2011 5.00,"1,3","2,2","5,1","0,2",,"29,7","0,6","10,4"
16/03/2011 6.00,"1,5","5,6","8,5","0,2",,"29,7","0,6","10,4"
16/03/2011 7.00,"1,7","10,8","15,4","0,3",,"29,7","0,6","10,4"
16/03/2011 8.00,"1,6","18,2","26,1","0,3",,"29,7","0,6","10,4"
16/03/2011 9.00,"1,6","15,2","21,4","0,3",,"29,7","0,8","10,4"
16/03/2011 10.00,"1,4","11,8","17,5","0,3",,"29,7","0,9","10,4"
16/03/2011 11.00,"1,7","15,7","21,7","0,3",,"29,7","0,8","10,4"
16/03/2011 12.00,"1,3","14,3","20,8","0,3",,"29,7","0,8","10,4"
16/03/2011 13.00,"1,5",15,22,"0,3",,"29,7","0,9","10,4"
16/03/2011 14.00,"1,6","10,9","16,4","0,3",,"29,7","0,9","10,4"
16/03/2011 15.00,"1,4","8,4","12,4","0,3",,"29,7","0,7","10,4"
16/03/2011 16.00,"1,5","10,9","15,4","0,3",,"29,7","0,7","10,4"
16/03/2011 17.00,"1,6","11,8","16,4","0,3",,"29,7","0,7","10,4"
16/03/2011 18.00,"1,4","14,9","19,2","0,3",,"29,7","0,7","10,4"
16/03/2011 19.00,"1,6","12,9","17,5","0,3",,"29,7","0,8","10,4"
16/03/2011 20.00,"1,6","13,7","18,2","0,3",,"29,7","0,8","10,4"
16/03/2011 21.00,"1,6","9,5","13,3","0,3",,"29,7","0,8","10,4"
16/03/2011 22.00,"1,7","6,1","9,2","0,2",,"29,7","0,7","10,4"
16/03/2011 23.00,"1,6","3,9","6,9","0,2",,"29,7","0,6","10,4"
17/03/2011 0.00,"1,5","3,4","6,1","0,2",,"29,7","0,5","10,4"
17/03/2011 1.00,"1,6","2,6","5,3","0,2",,"31,9","0,5","6,4"
17/03/2011 2.00,"1,4",,,"0,2",,"31,9","0,5","6,4"
