"NetC","Comune Bari","","","","","","","","","","","","","",""
"Stat","Carbonara","","","","","","","","","","","","","",""
,SO2,NO2,NOx,PM10,NMHC,CH4,BENZENE,CO
26/10/2011 12.00,"5,02903856","13,83012314","17,94234758","7,32600689","543,83336","595,83412","0,85355691","0,18206271"
26/10/2011 13.00,"5,23443493","15,31229024","20,99670448",,"562,32596","612,98216","1,10141609","0,22005219"
26/10/2011 14.00,"5,27153306","11,03450381","14,5131469","41,02563095","425,690244","608,61087","0,79759445","0,15231443"
26/10/2011 15.00,"5,54569592","12,64775763","16,57922733",,"412,913004","609,76727","0,62240603","0,16571193"
26/10/2011 16.00,"5,87052978","14,08061426","18,14467542","26,37360954","414,26952","611,94777","0,83749848","0,18359468"
26/10/2011 17.00,"5,71942291","16,5569487","21,26648768",,"455,511644","597,63193","0,93012074","0,25084547"
26/10/2011 18.00,"5,68865866","19,00603142","24,50503328","26,37360954","382,83896","559,05913","1,30515373","0,2482615"
26/10/2011 19.00,"5,68775454","18,07935576","22,85008256",,"508,52004","580,63726","1,2779022","0,31330345"
26/10/2011 20.00,"5,48416742","26,06126744","35,27770016","39,07204056","563,362604","561,01031","1,32948545","0,33975128"
26/10/2011 21.00,"5,91758129","24,40516952","37,11161408",,"692,95408","584,94877","1,41383543","0,37295495"
26/10/2011 22.00,"4,76301882","15,63805489","19,19261776","45,42124176","570,80884","560,2023","1,92755976","0,21546326"
26/10/2011 23.00,"5,44344979","13,39143959","15,30429999",,"441,366324","558,92242","1,14764585","0,16847881"
27/10/2011 0.00,"4,93584068","9,78725458","11,29146131","28,32722092","364,55804","598,47963","0,97132246","0,19810592"
27/10/2011 1.00,"5,09328143","9,07991401","11,02558242",,"402,742564","538,38113","2,14719312","0,1793867"
27/10/2011 2.00,"5,09328143","8,97219002","13,63898432","28,81562042","377,095964","594,12206","1,61741036","0,19616387"
27/10/2011 3.00,"4,84716845",,,,"553,950684","556,40333","1,68505306","0,17084143"
27/10/2011 4.00,"5,02722932","19,99890816","33,93922368","32,72283173","593,503484","499,66868","1,06021436","0,14658613"
27/10/2011 5.00,"5,15300069","27,46945544","39,6225672",,"685,441204","606,84932","1,20717798","0,25610894"
27/10/2011 6.00,"4,77478144","29,78354904","35,55524608","17,09399986","769,73316","635,87349","4,0891892",
27/10/2011 7.00,"5,64341741","38,78820864","52,84393248",,"738,88864","629,09581","1,91652938","0,51229244"
27/10/2011 8.00,"5,78909554","49,66307192","66,84996344","18,07081032","883,02312","634,64359","3,7843943","0,71991525"
27/10/2011 9.00,"6,0415424","46,93623488","88,143678",,"907,926684","637,33565","3,11624564","0,83311597"
27/10/2011 10.00,"6,05421015","48,64164328","88,23575992","9,76801014","872,946564","633,69936","3,69517797","0,69665486"
27/10/2011 11.00,"5,6388938","55,25041392","95,28094456",,"904,45572","636,80351","3,72924239","0,98349184"
27/10/2011 12.00,"5,71037466","43,78241","73,5825552","15,62880993","878,542364","636,97011","3,99737749","0,65637615"
27/10/2011 13.00,"6,24693877","39,18014952","76,30101768",,"913,324524","637,90699","4,0750773","0,86659807"
27/10/2011 14.00,"5,22538668","38,7427604","60,1640436","25,39682007","712,683244","630,80444","2,4810254","0,52195495"
27/10/2011 15.00,"5,90853202","54,90906456","104,38309704",,"884,779084","636,26206","1,8774359","0,69897787"
27/10/2011 16.00,"5,90219815","58,94544952","107,1858596","41,02563095","881,666604","634,84596","3,6038534","0,6904524"
27/10/2011 17.00,"5,90400841","62,95977","112,65521208",,"905,05352","639,82877","3,87361062","0,64774932"
27/10/2011 18.00,"6,255986","68,09285904","132,53263176","40,53723145","929,3046","648,73305","2,67697689","0,64055195"
27/10/2011 19.00,"5,28691518","62,55352736","93,53391192",,"855,555484","638,74783","3,12419349","0,51212352"
27/10/2011 20.00,"5,90853202","56,0589796","106,72413072","36,63003159","936,097764","646,47905","3,23482173","0,70874173"
27/10/2011 21.00,"5,88591191","44,80902016","83,38897376",,"977,979044","644,96348","4,38782108","0,7209521"
27/10/2011 22.00,"5,11590155","28,829614","49,51976752","22,95482063","869,07772","643,26808","2,60965861","0,44339318"
27/10/2011 23.00,"5,4000188","32,1028624","65,56722176",,"754,97632","651,62454","2,91039873","0,49570867"
28/10/2011 0.00,"5,14938119","28,77510288","53,95413528","26,37360954","736,881404","653,87511","4,71062196","0,38350635"
28/10/2011 1.00,"4,82635656","30,61419832","68,59179544",,"778,801884","666,45194","2,35660867","0,43251208"
28/10/2011 2.00,"4,72863506","19,56670056","44,5004616","25,88521957","659,63604","680,34295","1,87175901","0,29524362"
28/10/2011 3.00,"4,3096992","15,89503534","28,55289024",,"621,05148","720,47836","4,51272393","0,58104259"
28/10/2011 4.00,"4,01020186","13,43037938","18,2575121","18,07081032","374,077564","784,92365","3,61553162","0,29126282"
28/10/2011 5.00,"4,24726659","13,692549","16,4132141",,"363,573924","704,52004","1,3992364","0,23531952"
28/10/2011 6.00,"4,49971345","25,88865208","31,38808032","18,55920982","495,185964","682,74542","2,4612356","0,410666"
28/10/2011 7.00,"5,14757093","38,37028368","64,1989372",,"766,43644","689,34719","2,73407534","0,77347263"
28/10/2011 8.00,"5,54660105","36,60258232","65,60226872","35,16482162","817,67672","679,70105","3,49079148","0,68090988"
28/10/2011 9.00,"5,80085816","38,75964336","94,13571392",,"971,10552","679,74466","3,40709035","0,80051111"
28/10/2011 10.00,"4,75577981","31,4811756","59,80089744","18,55920982","871,801924","665,55769","4,1612111","0,58278193"
28/10/2011 11.00,"4,72320632","23,54597408","38,98445632",,"777,47124","645,12616","2,51898289","0,45535773"
28/10/2011 12.00,"4,5666707","23,27213744","33,47621376","10,7448101","687,795164","633,766","2,82264282","0,394702"
28/10/2011 13.00,"4,84716845","26,18715352","36,93005056",,"630,97104","631,94418","1,89738842","0,42354507"
28/10/2011 14.00,"4,46895022","34,59347184","49,31485848","23,44322014","731,442404","633,11038","2,27242141","0,47825347"
28/10/2011 15.00,"4,40561146","28,13007056","40,769098",,"697,926404","627,60033","1,97184299","0,43409881"
28/10/2011 16.00,"4,37122872","26,54016608","38,14661792","23,93161964","594,115004","591,34033","2,24598043","0,41285969"
28/10/2011 17.00,"4,76030444","37,62399184","60,47141672",,"783,574484","641,56631","1,90630955","0,49248744"
28/10/2011 18.00,"5,46335654","49,7552112","86,95303736","42,00244141","849,22684","655,12755","3,37886555","0,66361313"
28/10/2011 19.00,"5,92481928","77,77497848","176,63625776",,"967,647884","661,95178","3,92389619","0,94285547"
28/10/2011 20.00,"5,70766028","71,98905616","147,29482048","50,30524063","948,502604","677,7239","3,90929715","0,91200161"
28/10/2011 21.00,"5,50045467","55,66831976","103,54007712",,"871,376604","715,4392","6,59714171","0,81601843"
28/10/2011 22.00,"4,23731321","39,50591608","52,26029448","47,86323166","766,344124","718,2812","6,13483893","0,51668216"
28/10/2011 23.00,"4,35584558","28,37926152","35,12596384",,"653,599044","670,45769","2,59295134","0,36714393"
29/10/2011 0.00,"4,67796507","22,43758768","27,670942","46,39804077","480,91932","654,73555","2,3569331","0,27423634"
29/10/2011 1.00,"4,13235373","21,46158816","30,06516752",,"419,335924","671,15594","1,55674427","0,24208234"
29/10/2011 2.00,"3,98034172","24,21699048","47,2487704","29,30401993","435,56884","635,03216","1,29996296","0,17548628"
29/10/2011 3.00,"4,06177698",,,,"363,228964","637,2793","0,95477689","0,171954"
29/10/2011 4.00,"3,70255936","22,53104624","25,14444432","35,16482162","359,93244","659,56842","1,00830668","0,1864501"
29/10/2011 5.00,"3,81837735","28,50126624","31,35953416",,"370,208524","654,28034","0,98575878","0,17227554"
29/10/2011 6.00,"3,9251471","26,88411576","30,44647768","21,97801971","377,188084","663,25812","1,08779032",
29/10/2011 7.00,"3,99843923","37,80180784","52,3705404",,"507,97516","670,0652","1,13694091","0,37778154"
29/10/2011 8.00,"4,34860759","44,98163552","68,4698672","23,44322014","757,302644","684,55352","2,61663422","0,48060444"
29/10/2011 9.00,"4,75306646","34,50521392","52,414612",,"669,380964","665,58513","2,10112607","0,37151384"
29/10/2011 10.00,"4,44994859","25,97430968","37,8716532","11,72161007","675,656884","635,65005","2,06722336","0,37008555"
29/10/2011 11.00,"4,10701822","23,68486176","32,26870928",,"610,00296","633,44358","1,72966173","0,35906815"
29/10/2011 12.00,"4,52957257","24,02491096","36,2335472","6,83760691","549,111444","630,73437","1,47077218","0,34188906"
29/10/2011 13.00,"4,52414382","29,23845696","44,46417184",,"626,131604","629,81709","2,30161847","0,46449249"
29/10/2011 14.00,"4,5087617","21,38503168","28,50101768","8,79120922","505,873844","586,78627","1,69267649","0,33419889"
29/10/2011 15.00,"4,46713996","17,86001303","23,99791352",,"392,931","567,05936","1,09265666","0,25260229"
29/10/2011 16.00,"4,50423808","19,08780383","27,2611048","12,69841003","422,96408","600,70374","1,04415593","0,28045162"
29/10/2011 17.00,"5,26157968","27,85361448","39,47341208",,"578,746644","629,74408","1,67759133","0,44734486"
29/10/2011 18.00,"4,86164544","38,35990152","58,41181032","22,46640968","636,92748","631,73838","2,21548467","0,50817883"
29/10/2011 19.00,"5,22900618","51,18676384","86,24232784",,"855,833804","636,53401","2,49886867","0,62293133"
29/10/2011 20.00,"4,97655831","59,6774396","73,31407216","25,39682007","635,957084","633,16379","2,14427433","0,43502615"
29/10/2011 21.00,"4,87612244","56,3133712","73,16233584",,"718,014444","682,54599","2,02277741","0,41784123"
29/10/2011 22.00,"5,01184719","47,99659184","57,63624576","38,58362961","669,68692","709,05401","2,13291952","0,38026183"
29/10/2011 23.00,"4,66982195","43,58512984","52,95157808",,"625,52028","703,0275","1,81903976","0,33923635"
30/10/2011 0.00,"3,92062348","32,95815736","38,61740968","36,63003159","586,285","679,25221","1,71198017","0,28929979"
30/10/2011 1.00,"4,4906652","26,54536672","35,33607352",,"574,119084","661,91209","1,6023252","0,27819618"
30/10/2011 2.00,"4,55671833","19,10466958","27,80193312","24,42000961","347,4198","633,47347","1,14213066","0,18109692"
30/10/2011 3.00,"4,52957257","14,98912209","20,57260376",,"340,78716","636,91327","0,88891902","0,17525561"
30/10/2011 4.00,"4,77568657","13,54329637","16,15252246","25,88521957","341,2654","646,81519","0,88745963","0,16765865"
30/10/2011 5.00,"4,5775292","12,65165238","14,29006621",,"339,522764","639,20304","0,83814733","0,13488603"
30/10/2011 6.00,"4,86978856","15,24869712","17,49100086","29,7924099","362,231324","671,6038","0,89167712","0,13900897"
30/10/2011 7.00,"5,03356319","17,02807698","20,46495816",,"460,72348","596,09284","0,91049366","0,17971057"
30/10/2011 8.00,"4,90598258","17,50439442","22,54270944","22,95482063",,,"0,40277166","0,25244851"
30/10/2011 9.00,"4,41827921","17,38369368","21,67374368",,,,,"0,20070271"
30/10/2011 10.00,"4,88064707","16,19354825","22,71909144","12,69841003",,,,"0,24797491"
30/10/2011 11.00,"4,66167884","18,7918855","28,08207936",,,,,"0,3180916"
30/10/2011 12.00,"4,87340807","18,65041471","28,7578184","7,32600689",,,,"0,3967524"
30/10/2011 13.00,"5,01637081","21,11635744","31,40104368",,,,,"0,36585078"
30/10/2011 14.00,"4,74220795","19,28506296","26,61001144","10,25640965",,,,"0,26020974"
30/10/2011 15.00,"4,86616906","12,96574044","16,82824621",,,,,"0,18096528"
30/10/2011 16.00,"4,89783844","14,68282734","23,39611152","15,14041042",,,,"0,20498525"
30/10/2011 17.00,"5,17290643","24,58168536","39,1647388",,,,,"0,45634681"
30/10/2011 18.00,"5,41992454","34,3403804","53,07608752","22,95482063",,,,"0,48002194"
30/10/2011 19.00,"6,11030991","55,1193272","98,15760592",,,,,"1,02340707"
30/10/2011 20.00,"5,10775843","54,14202752","72,56959672","35,65322113",,,,"0,52882146"
30/10/2011 21.00,"5,29596343","44,01991864","61,06025536",,,,,"0,82523008"
30/10/2011 22.00,"5,05346893","37,7330332","53,72068008","44,4444313",,,,"0,8251497"
30/10/2011 23.00,"4,83992944","32,50000392","41,21914456",,,,,"0,6007206"
31/10/2011 0.00,"5,20638505","28,22090968","34,70702552","37,6068306",,,,"0,52774267"
31/10/2011 1.00,"5,16657255","22,23514512","29,19100112",,,,,"0,56904309"
31/10/2011 2.00,"4,7331597","16,14941355","19,83072864","42,49084091",,,,"0,45283667"
31/10/2011 3.00,"4,56033682",,,,,,,"0,30246429"
31/10/2011 4.00,"4,96208131","22,24032664","24,38312416","31,74603081",,,,"0,3029233"
31/10/2011 5.00,"4,74854182","22,54272856","24,6243612",,,,,"0,21737968"
31/10/2011 6.00,"4,96479569","24,39608752","27,6501968","38,0952301",,,,
31/10/2011 7.00,"4,45266296","30,6635088","36,60451344",,,,,"0,97474385"
31/10/2011 8.00,"5,07609006","39,1009736","53,46906088","39,07204056",,,,"0,97730918"
31/10/2011 9.00,"5,21633843","39,79533552","56,96568824",,,,,"0,56626573"
31/10/2011 10.00,"6,2659404","28,91009008","38,81711808","25,39682007",,,,"0,65735708"
31/10/2011 11.00,"6,10126064","34,36894568","49,21629488",,,,,"0,56114905"
31/10/2011 12.00,"6,26865376","32,82187","47,90116392","20,51280975",,,,"0,65019233"
31/10/2011 13.00,"7,13186098","28,20794632","37,1440416",,,,,"0,60412007"
31/10/2011 14.00,"3,90252698","24,64397832","31,79401704","16,60560989",,,,"0,40842803"
31/10/2011 15.00,"5,21090969","21,01513616","26,3571112",,,,,"0,37379724"
31/10/2011 16.00,"5,77461753","24,41685184","33,24794008","27,8388195",,,,"0,47691023"
31/10/2011 17.00,"6,02887465","37,33847288","52,45354032",,,,,"0,61752922"
31/10/2011 18.00,"6,06506765","52,8753084","70,2480272","38,0952301",,,,"0,75378646"
31/10/2011 19.00,"6,54010326","61,20635128","95,50399848",,,,,"0,93024202"
31/10/2011 20.00,"6,59077325","66,4134156","98,83202568","59,58485031",,,,"0,81644016"
31/10/2011 21.00,"5,92662852","62,14470352","82,8883548",,,,,"0,74737896"
31/10/2011 22.00,"5,79995303","53,66571008","67,47767304","57,63124084",,,,"0,54504991"
31/10/2011 23.00,"5,95377327","46,32883072","65,0756848",,,,,"0,55979532"
01/11/2011 0.00,"5,57646017","33,53311488","48,47441976","48,35165024",,,,"0,40123532"
01/11/2011 1.00,"5,2914388","23,7536364","30,40756848",,,,,"0,31346539"
01/11/2011 2.00,"3,8925736","19,7341344","23,45836624","51,28205109",,,,"0,3479191"
01/11/2011 3.00,"3,76408786","18,82823071","22,52066408",,,,,"0,31730872"
01/11/2011 4.00,"4,42008845","14,85285002","17,86452918","42,49084091",,,,"0,27847461"
01/11/2011 5.00,"4,73044532","12,62569506","15,28873822",,,,,"0,24390673"
01/11/2011 6.00,"4,58567232","13,46282602","17,34574048","38,0952301",,,,"0,26845561"
01/11/2011 7.00,"4,72230119","20,62575736","28,5632724",,,,,"0,75714981"
01/11/2011 8.00,"4,69787081","21,8405848","33,20511128","38,58362961",,,,"1,04595564"
01/11/2011 9.00,"5,42444918","22,2416268","33,92884152",,,,,"0,71760389"
01/11/2011 10.00,"5,25796017","19,60824832","28,99775528","34,18803024",,,,"0,54238323"
01/11/2011 11.00,"5,70042128","22,20397952","32,31670048",,,,,"0,46423503"
01/11/2011 12.00,"6,01439765","25,37208704","38,21015368","19,04759979",,,,"0,56502151"
01/11/2011 13.00,"5,98996728","20,42719616","27,8149156",,,,,"0,44819298"
01/11/2011 14.00,"5,67961041","21,05018312","27,95108824","25,88521957",,,,"0,3540668"
01/11/2011 15.00,"5,38644592","15,81975416","19,06423078",,,,,"0,31746483"
01/11/2011 16.00,"5,24619755","13,91577882","19,10313998","31,25761986",,,,"0,3450264"
01/11/2011 17.00,"5,88410165","22,63876832","33,26350376",,,,,"0,39215648"
01/11/2011 18.00,"5,93205828","27,90942576","35,67197368","44,4444313",,,,"0,55997123"
01/11/2011 19.00,"5,54026717","55,51906904","71,69934992",,,,,"0,78539174"
01/11/2011 20.00,"5,78276167","47,3061304","57,37944504","52,2588501",,,,"0,59357216"
01/11/2011 21.00,"5,35930117","34,76218672","39,91179544",,,,,"0,43532439"
01/11/2011 22.00,"5,43168716","35,92120288","40,86634232","36,63003159",,,,"0,38096782"
01/11/2011 23.00,"5,38735105","28,38964368","33,3880132",,,,,"0,4483188"
02/11/2011 0.00,"5,88319754","27,1397884","36,91188656","43,9560318",,,,"1,53866094"
02/11/2011 1.00,"5,58550841","26,3805332","35,67717432",,,,,"1,12612162"
02/11/2011 2.00,"5,36201555","19,38370304","25,2469084","42,97924042",,,,"1,23745718"
02/11/2011 3.00,"5,86510104",,,,,,,"0,79440418"
02/11/2011 4.00,"5,62260654","25,81595784","30,06646768","38,0952301",,,,"0,8751515"
02/11/2011 5.00,"5,38373155","25,78741168","30,97562368",,,,,"0,66369701"
02/11/2011 6.00,"5,01637081","25,41491584","31,25965128","34,18803024",,,,
02/11/2011 7.00,"5,11228306","33,22421216","42,28265632",,,,,"0,66888242"
02/11/2011 8.00,"5,46064217","48,60529616","81,32936736","35,65322113",,,,"0,60630678"
02/11/2011 9.00,"6,58624964","49,20361832","77,17906544",,,,,"0,56025433"
02/11/2011 10.00,"6,49124251","41,31644624","55,17586504","40,53723145",,,,"0,38744988"
02/11/2011 11.00,"6,26141577","38,84920144","55,74007712",,,,,"0,56847573"
02/11/2011 12.00,"5,74385328","32,59734384","45,67425752","29,7924099",,,,"0,60743333"
02/11/2011 13.00,"6,2840369","37,5214704","51,46002688",,,,"0,84041829","0,76038851"
02/11/2011 14.00,"6,38718714","36,46631408","51,43411928","31,25761986",,,"3,23482173","0,68512369"
02/11/2011 15.00,"6,12388177","32,61290752","47,32530776",,,,"2,24208735","0,46644154"
02/11/2011 16.00,"5,71851879","37,31510824","58,68939448","31,25761986","1561,963004","912,53876","3,24877192","0,85433761"
02/11/2011 17.00,"7,04680724","50,34575152","89,54050872",,"1229,4198","756,4718","4,67039351","1,27818208"
02/11/2011 18.00,"6,50481438","55,3088064","90,43155808","34,18803024","1279,82316","715,43528","4,48352586","0,8342565"
02/11/2011 19.00,"7,39335711","71,51273872","149,99249952",,"1144,03828","706,72357","4,95069498","0,93570121"
02/11/2011 20.00,"7,39697559","60,45487792","130,33813376","45,90964127","1030,895124","698,81644","4,26291822","0,78684683"
