"NetC","Regione-Provincia Lecce","","","","","","","","",""
"Stat","S. Barbara","","","","","","","","",""
Parm,SO2,NO2,NOX,CO,O3,PM10
13/04/2011 3.00,"0,1","3,1","6,6",,"83,4","16,3"
13/04/2011 4.00,"0,1","3,1","6,4",,"78,6","16,3"
13/04/2011 5.00,"0,1","3,4","6,7",,"69,9","16,3"
13/04/2011 6.00,"0,1","4,8","8,1",,"69,9","16,3"
13/04/2011 7.00,"0,1","7,7","11,4",,"73,2","16,3"
13/04/2011 8.00,"0,1","6,8","10,6",,"86,7","16,3"
13/04/2011 9.00,0,"7,6","11,7",,"83,6","16,3"
13/04/2011 10.00,"0,2","6,3","10,2",,"87,1","16,3"
13/04/2011 11.00,"0,1","3,6","7,1",,"100,7","16,3"
13/04/2011 12.00,"0,1","3,2","6,4",,"102,4","16,3"
13/04/2011 13.00,"0,1","2,8","5,8",,104,"16,3"
13/04/2011 14.00,"0,1","5,8","9,3",,"100,3","16,3"
13/04/2011 15.00,"0,1","6,4",10,,"76,5","16,3"
13/04/2011 16.00,"0,1",4,7,,"78,4","16,3"
13/04/2011 17.00,"0,1","3,7",7,,"80,8","16,3"
13/04/2011 18.00,"0,1","3,8","6,9",,"78,9","16,3"
13/04/2011 19.00,0,"3,6","6,8",,77,"16,3"
13/04/2011 20.00,"0,1","4,2","7,1",,"78,9","16,3"
13/04/2011 21.00,0,"3,6","6,4",,"83,2","16,3"
13/04/2011 22.00,"0,1","3,1","5,9",,"81,6","16,3"
13/04/2011 23.00,"0,1",3,"5,7",,"74,3","16,3"
14/04/2011 0.00,"0,1","3,2","6,1",,"66,5","16,3"
14/04/2011 1.00,,"3,5","6,3",,"65,6","10,8"
14/04/2011 2.00,"0,6",,,,"62,9","10,8"
14/04/2011 3.00,"0,7","3,2","4,6",,"64,5","10,8"
14/04/2011 4.00,"0,7",3,"4,9",,"57,7","10,8"
14/04/2011 5.00,"0,7","3,2",5,,,"10,8"
14/04/2011 6.00,"0,8","4,1","6,1",,"56,4","10,8"
14/04/2011 7.00,"0,8","6,1","8,4",,"55,2","10,8"
14/04/2011 8.00,1,6,"8,3",,"55,3","10,8"
14/04/2011 9.00,,,,,,"10,8"
14/04/2011 10.00,,,,,,"10,8"
14/04/2011 11.00,"2,6",,,,"83,2","10,8"
14/04/2011 12.00,"0,9","5,6","20,3",,"88,3","10,8"
14/04/2011 13.00,"0,9",4,"11,6",,"90,4","10,8"
14/04/2011 14.00,"1,1","4,3","9,3",,"94,5","10,8"
14/04/2011 15.00,"1,1","3,5","7,4",,96,"10,8"
14/04/2011 16.00,"1,1","3,4","6,9",,"96,7","10,8"
14/04/2011 17.00,"1,1","3,8","6,8",,"97,6","10,8"
14/04/2011 18.00,"1,2","5,6","9,2",,"95,1","10,8"
14/04/2011 19.00,"1,2","8,8","13,1",,"84,6","10,8"
14/04/2011 20.00,"1,1","9,6","12,6",,72,"10,8"
14/04/2011 21.00,"1,1","26,8","30,4",,"36,1","10,8"
14/04/2011 22.00,1,"26,3","29,7",,"30,4","10,8"
14/04/2011 23.00,"1,1","22,8","26,6",,"19,7","10,8"
15/04/2011 0.00,"1,1",18,"20,9",,"26,1","10,8"
15/04/2011 1.00,1,15,"18,3",,"29,4","12,3"
15/04/2011 2.00,"1,2","13,7","16,8",,"33,6","12,3"
15/04/2011 3.00,"1,4",7,"11,2",,"49,8","12,3"
15/04/2011 4.00,"1,2","6,2","11,5",,"41,9","12,3"
15/04/2011 5.00,"1,1","8,7","13,6",,"26,5","12,3"
15/04/2011 6.00,"1,5","13,8","18,2",,"17,7","12,3"
15/04/2011 7.00,"1,3","17,7","23,7",,18,"12,3"
15/04/2011 8.00,1,"8,4",12,,"52,4","12,3"
15/04/2011 9.00,"1,3","8,4","11,6",,"75,8","12,3"
15/04/2011 10.00,"1,4","8,1","11,5",,"89,8","12,3"
15/04/2011 11.00,"1,4","4,7","7,7",,"94,9","12,3"
15/04/2011 12.00,"1,1","3,6","6,2",,"93,6","12,3"
15/04/2011 13.00,"1,2","3,6","5,9",,"91,5","12,3"
15/04/2011 14.00,"1,2","3,4","5,7",,"90,5","12,3"
15/04/2011 15.00,"1,3","4,2",8,,"93,4","12,3"
15/04/2011 16.00,"1,3","4,8","8,7",,"107,9","12,3"
15/04/2011 17.00,"1,4","4,4","8,7",,"112,4","12,3"
15/04/2011 18.00,"1,5","4,2","8,7",,"107,4","12,3"
15/04/2011 19.00,"1,3","6,1","10,8",,"89,8","12,3"
15/04/2011 20.00,"1,3","9,4","14,8",,"76,5","12,3"
15/04/2011 21.00,"1,4","15,9",22,,"52,9","12,3"
15/04/2011 22.00,"1,2","16,1",21,,"40,2","12,3"
15/04/2011 23.00,"1,2","12,1","16,7",,"55,8","12,3"
16/04/2011 0.00,1,"11,2","15,8",,"52,7","12,3"
16/04/2011 1.00,,"11,8","16,2",,"46,9","8,7"
16/04/2011 2.00,"0,5",,,,"47,8","8,7"
16/04/2011 3.00,"0,5","7,1","9,9",,"48,6","8,7"
16/04/2011 4.00,"0,5","6,3","9,7",,"46,9","8,7"
16/04/2011 5.00,"0,5",5,"8,4",,,"8,7"
16/04/2011 6.00,"0,5","5,5",9,,"44,8","8,7"
16/04/2011 7.00,"0,5","7,5",11,,"40,6","8,7"
16/04/2011 8.00,"0,6","9,7","13,8",,33,"8,7"
16/04/2011 9.00,"0,6","12,3","17,7",,"43,6","8,7"
16/04/2011 10.00,"0,5","9,9",16,,"61,3","8,7"
16/04/2011 11.00,"0,5","4,7","9,6",,"86,9","8,7"
16/04/2011 12.00,"0,4","5,8","10,7",,"87,9","8,7"
16/04/2011 13.00,"0,4",5,10,,"83,4","8,7"
16/04/2011 14.00,"0,4","5,2","9,8",,"81,9","8,7"
16/04/2011 15.00,"0,3",4,"8,7",,"83,9","8,7"
16/04/2011 16.00,"0,4",5,"10,2",,"82,1","8,7"
16/04/2011 17.00,"0,4",6,11,,"77,6","8,7"
16/04/2011 18.00,"0,4",6,"10,8",,"73,5","8,7"
16/04/2011 19.00,"0,3","6,8","12,2",,"63,3","8,7"
16/04/2011 20.00,"0,3","8,5",14,,"54,8","8,7"
16/04/2011 21.00,"0,3",10,"15,1",,"51,8","8,7"
16/04/2011 22.00,"0,4","10,6","15,6",,45,"8,7"
16/04/2011 23.00,"0,3","10,4","15,5",,"44,9","8,7"
17/04/2011 0.00,"0,3",6,"10,5",,"61,8","8,7"
17/04/2011 1.00,"0,3","4,6",9,,"61,6","9,9"
17/04/2011 2.00,"0,3","4,8","9,1",,"54,9","9,9"
17/04/2011 3.00,"0,3","4,9","8,9",,"50,4","9,9"
17/04/2011 4.00,"0,3","5,3","9,2",,"40,1","9,9"
17/04/2011 5.00,"0,3","5,7","9,7",,"30,1","9,9"
17/04/2011 6.00,"0,2","5,7","9,8",,"18,8","9,9"
17/04/2011 7.00,"0,2","6,6","10,9",,17,"9,9"
17/04/2011 8.00,"0,3","5,7",10,,"43,4","9,9"
17/04/2011 9.00,"0,2","8,8","14,1",,"49,6","9,9"
17/04/2011 10.00,"0,3","8,7","14,8",,"61,3","9,9"
17/04/2011 11.00,"0,2","4,1",9,,75,"9,9"
17/04/2011 12.00,"0,3","3,6","8,5",,"80,8","9,9"
17/04/2011 13.00,"0,3","3,6",9,,83,"9,9"
17/04/2011 14.00,"0,3","4,1","9,1",,"78,7","9,9"
17/04/2011 15.00,"0,3","4,1","9,4",,"78,9","9,9"
17/04/2011 16.00,"0,2","4,1","9,2",,84,"9,9"
17/04/2011 17.00,"0,3","5,5","11,2",,84,"9,9"
17/04/2011 18.00,"0,3",7,"11,9",,"81,1","9,9"
17/04/2011 19.00,"0,4","6,6","11,5",,"82,2","9,9"
17/04/2011 20.00,"0,4","6,1","12,1",,"85,9","9,9"
17/04/2011 21.00,"0,4","5,2","10,9",,"89,1","9,9"
17/04/2011 22.00,"0,3",5,"10,6",,"84,1","9,9"
17/04/2011 23.00,"0,3","6,4","11,8",,81,"9,9"
18/04/2011 0.00,"0,2","5,2","10,3",,78,"9,9"
18/04/2011 1.00,,"3,9","8,6",,"80,8","18,1"
18/04/2011 2.00,"1,4",,,,"77,6","18,1"
18/04/2011 3.00,"1,3",4,"6,7",,75,"18,1"
18/04/2011 4.00,"1,3","3,9","6,7",,"72,5","18,1"
18/04/2011 5.00,"1,3","5,1","8,3",,,"18,1"
18/04/2011 6.00,"1,2","5,9","9,9",,"60,5","18,1"
18/04/2011 7.00,"1,3","8,2","12,5",,"57,3","18,1"
18/04/2011 8.00,"1,3","10,1","14,9",,58,"18,1"
18/04/2011 9.00,"1,3","6,6","11,6",,"75,4","18,1"
18/04/2011 10.00,"1,5","5,1","10,1",,"84,1","18,1"
18/04/2011 11.00,"1,6","4,7","9,4",,"90,2","18,1"
18/04/2011 12.00,"1,5","4,3","8,8",,"92,8","18,1"
18/04/2011 13.00,"1,4","3,6","8,3",,"93,6","18,1"
18/04/2011 14.00,"1,5","3,2",8,,"94,8","18,1"
18/04/2011 15.00,"1,6","5,8","11,1",,"93,6","18,1"
18/04/2011 16.00,"1,4","4,6","9,1",,"95,9","18,1"
18/04/2011 17.00,"1,3","4,3","8,5",,"97,1","18,1"
18/04/2011 18.00,"1,5","5,2","9,3",,"96,9","18,1"
18/04/2011 19.00,"1,4","5,3","9,7",,"90,9","18,1"
18/04/2011 20.00,"1,5","6,3","11,1",,"85,6","18,1"
18/04/2011 21.00,"1,4","6,3","10,7",,"84,6","18,1"
18/04/2011 22.00,"1,4","6,1","10,7",,"81,8","18,1"
18/04/2011 23.00,"1,7","5,1","9,7",,82,"18,1"
19/04/2011 0.00,"1,5","4,6","8,9",,"77,8","18,1"
19/04/2011 1.00,"1,6","4,4","8,5",,"75,5",25
19/04/2011 2.00,"1,5",4,8,,71,25
19/04/2011 3.00,"1,6","3,6","7,6",,"74,5",25
19/04/2011 4.00,"1,6","3,6","7,7",,"72,9",25
19/04/2011 5.00,"1,6","3,7","7,9",,"69,9",25
19/04/2011 6.00,"1,6","6,4","10,8",,61,25
19/04/2011 7.00,"1,4","13,3","19,7",,"56,2",25
19/04/2011 8.00,"1,5","10,7","16,3",,"67,6",25
19/04/2011 9.00,"1,6",9,"14,5",,"80,3",25
19/04/2011 10.00,2,"8,5","13,8",,"88,4",25
19/04/2011 11.00,"3,3",6,"10,7",,"99,6",25
19/04/2011 12.00,"3,1","5,7","10,6",,"101,5",25
19/04/2011 13.00,"2,5","5,9","11,2",,106,25
19/04/2011 14.00,"2,6","4,4","9,2",,"108,8",25
19/04/2011 15.00,"2,2","5,1","9,6",,"106,5",25
19/04/2011 16.00,"2,3","4,7","9,4",,"104,5",25
19/04/2011 17.00,"2,5","4,3","8,9",,107,25
19/04/2011 18.00,"2,2","5,9","10,6",,"102,3",25
19/04/2011 19.00,2,"7,5","12,2",,"94,7",25
19/04/2011 20.00,"1,5","8,1",13,,"91,3",25
19/04/2011 21.00,"1,8","7,8","12,6",,"84,2",25
19/04/2011 22.00,"1,7","6,7","11,6",,"75,3",25
19/04/2011 23.00,"1,7","5,1","9,7",,"72,8",25
20/04/2011 0.00,"1,8","5,7","10,5",,"70,5",25
20/04/2011 1.00,,"5,4","9,9",,70,28
20/04/2011 2.00,"0,2",,,,"66,2",28
20/04/2011 3.00,"0,2","4,8","6,8",,68,28
20/04/2011 4.00,"0,2","4,6","7,1",,"67,8",28
20/04/2011 5.00,"0,2","4,9","7,7",,,28
20/04/2011 6.00,"0,3","7,6","10,8",,"68,2",28
20/04/2011 7.00,"0,2","11,4",15,,63,28
20/04/2011 8.00,"0,3","12,7","17,7",,"66,7",28
20/04/2011 9.00,"0,2","9,6","14,2",,"76,5",28
20/04/2011 10.00,"0,4","7,6","12,1",,"90,1",28
20/04/2011 11.00,"0,5","5,8","9,6",,"100,7",28
20/04/2011 12.00,"0,7","4,6","8,4",,106,28
20/04/2011 13.00,"0,7","5,3","9,1",,"109,7",28
20/04/2011 14.00,"0,9","4,2",8,,"112,4",28
20/04/2011 15.00,"1,4","4,3","8,2",,"114,1",28
20/04/2011 16.00,"1,5",5,"9,2",,"112,3",28
20/04/2011 17.00,"1,3","4,2","7,8",,"112,6",28
20/04/2011 18.00,"1,2","7,9","11,9",,"108,6",28
20/04/2011 19.00,"0,6","7,9","11,8",,"102,7",28
20/04/2011 20.00,"0,5",10,"14,7",,89,28
20/04/2011 21.00,"0,4","9,9","14,3",,"86,5",28
20/04/2011 22.00,"0,3","9,7","14,4",,"84,5",28
20/04/2011 23.00,"0,3","15,3","19,8",,"56,4",28
21/04/2011 0.00,"0,4","11,6","15,7",,"46,3",28
21/04/2011 1.00,"0,2","7,2",11,,"41,4","33,1"
21/04/2011 2.00,"0,3","6,4","10,1",,"46,8","33,1"
21/04/2011 3.00,"0,2","5,1","8,8",,"38,9","33,1"
21/04/2011 4.00,"0,2",5,"8,8",,"42,5","33,1"
21/04/2011 5.00,"0,3","5,6","9,5",,"25,8","33,1"
21/04/2011 6.00,"0,3","11,4","19,5",,"13,4","33,1"
21/04/2011 7.00,"0,5","21,7","30,2",,"17,8","33,1"
21/04/2011 8.00,"0,4","31,7","40,3",,"52,9","33,1"
21/04/2011 9.00,"0,6","15,4","20,4",,"90,7","33,1"
21/04/2011 10.00,"0,9",10,"14,5",,"101,2","33,1"
21/04/2011 11.00,"1,4","9,2","13,4",,"109,3","33,1"
21/04/2011 12.00,"0,9","5,7","9,9",,"116,2","33,1"
21/04/2011 13.00,"0,7","7,3","11,3",,"116,3","33,1"
21/04/2011 14.00,"1,1","6,1","9,6",,"117,3","33,1"
21/04/2011 15.00,"1,2","4,5","7,3",,"126,9","33,1"
21/04/2011 16.00,"1,5","4,3","6,9",,131,"33,1"
21/04/2011 17.00,"1,5","4,1","6,7",,"129,5","33,1"
21/04/2011 18.00,"1,6","4,6","7,5",,"125,5","33,1"
21/04/2011 19.00,"1,5","5,8","9,4",,"107,5","33,1"
21/04/2011 20.00,"1,2","7,2","11,4",,"84,5","33,1"
21/04/2011 21.00,"0,8","10,6","16,1",,"58,3","33,1"
21/04/2011 22.00,"0,9","29,5","35,3",,"35,5","33,1"
21/04/2011 23.00,1,"13,7","18,4",,"55,7","33,1"
22/04/2011 0.00,"1,1","13,1","17,7",,"55,5","33,1"
22/04/2011 1.00,,"9,1","13,3",,"55,9",21
22/04/2011 2.00,"1,4",,,,"41,8",21
22/04/2011 3.00,"1,4","6,6","8,7",,"50,9",21
22/04/2011 4.00,"1,3","7,4","9,6",,"39,1",21
22/04/2011 5.00,"1,3","8,8","11,5",,,21
22/04/2011 6.00,"1,6","18,5","23,6",,"14,5",21
22/04/2011 7.00,"1,5","28,8","40,2",,"13,3",21
22/04/2011 8.00,"1,9","23,1","33,8",,"43,4",21
22/04/2011 9.00,"1,4","8,9","12,4",,"91,3",21
22/04/2011 10.00,"1,4","4,8","8,1",,"102,7",21
22/04/2011 11.00,"1,5","4,7","7,9",,"106,2",21
22/04/2011 12.00,"1,5",4,"6,8",,"111,6",21
22/04/2011 13.00,"1,4","3,4","6,6",,"115,5",21
22/04/2011 14.00,"1,5","2,8","6,1",,"110,8",21
22/04/2011 15.00,"1,2",3,"6,1",,"110,6",21
22/04/2011 16.00,"1,2","3,3","6,2",,111,21
22/04/2011 17.00,"1,5","3,6","6,3",,"109,5",21
22/04/2011 18.00,"1,2","4,2","7,3",,"105,9",21
22/04/2011 19.00,"1,4","5,1","8,7",,90,21
22/04/2011 20.00,"1,6","17,2","23,6",,"56,6",21
22/04/2011 21.00,"1,1","7,6","11,9",,"59,6",21
22/04/2011 22.00,"1,4","25,1","29,7",,"45,9",21
22/04/2011 23.00,"1,3","10,5","14,7",,"52,9",21
23/04/2011 0.00,"1,3","9,1",13,,"71,7",21
23/04/2011 1.00,"1,2","6,7","10,6",,79,"17,5"
23/04/2011 2.00,"1,5","5,1","8,8",,"77,8","17,5"
23/04/2011 3.00,"1,6","5,4","9,2",,"67,4","17,5"
23/04/2011 4.00,"1,4","4,3",8,,"66,1","17,5"
23/04/2011 5.00,"1,4","11,4","15,3",,"44,2","17,5"
23/04/2011 6.00,"1,4","11,4","15,5",,"34,9","17,5"
23/04/2011 7.00,"1,4","19,8","29,4",,"22,6","17,5"
23/04/2011 8.00,"1,5","8,9","13,1",,"77,4","17,5"
23/04/2011 9.00,"1,5","3,6","7,3",,"101,1","17,5"
23/04/2011 10.00,"1,6","3,8","7,6",,"102,3","17,5"
23/04/2011 11.00,"1,5","3,5","7,3",,"105,3","17,5"
23/04/2011 12.00,"1,5","3,4","7,4",,106,"17,5"
23/04/2011 13.00,"1,7","2,9","6,8",,"107,2","17,5"
23/04/2011 14.00,"1,6","2,4","5,9",,"107,4","17,5"
23/04/2011 15.00,"1,7","2,7","5,8",,"108,8","17,5"
23/04/2011 16.00,2,"2,9","5,9",,"109,6","17,5"
23/04/2011 17.00,"1,9","3,2","5,9",,"109,2","17,5"
23/04/2011 18.00,"1,8","4,3","7,2",,"109,2","17,5"
23/04/2011 19.00,"1,9","6,3","9,8",,"95,9","17,5"
23/04/2011 20.00,"1,7","9,9","14,1",,"77,2","17,5"
23/04/2011 21.00,"1,6","13,3","17,8",,68,"17,5"
23/04/2011 22.00,"1,4","9,1","13,7",,"72,8","17,5"
23/04/2011 23.00,"1,4",8,"12,6",,"74,7","17,5"
24/04/2011 0.00,"1,2","7,7","12,2",,"66,6","17,5"
24/04/2011 1.00,,"6,9","11,4",,69,"12,2"
24/04/2011 2.00,"0,7",,,,"68,5","12,2"
24/04/2011 3.00,"0,8","4,2","6,5",,70,"12,2"
24/04/2011 4.00,"0,8","3,3",6,,"71,9","12,2"
24/04/2011 5.00,"0,8","3,1",6,,,"12,2"
24/04/2011 6.00,"0,7","2,9","5,9",,"62,2","12,2"
24/04/2011 7.00,"0,9","3,3","6,4",,"57,3","12,2"
24/04/2011 8.00,"0,8","2,9","6,2",,"78,6","12,2"
24/04/2011 9.00,"0,8","2,3","5,6",,"92,9","12,2"
24/04/2011 10.00,"0,6","2,3",6,,"94,3","12,2"
24/04/2011 11.00,"0,7","2,3","5,9",,"93,8","12,2"
24/04/2011 12.00,"0,8","2,4","6,1",,"94,1","12,2"
24/04/2011 13.00,"0,7","2,3","5,7",,"95,6","12,2"
24/04/2011 14.00,"0,7",2,"5,7",,"97,5","12,2"
24/04/2011 15.00,"0,7","1,9","5,8",,"99,1","12,2"
24/04/2011 16.00,"0,7","1,9","5,5",,"100,3","12,2"
24/04/2011 17.00,"0,8","2,1","4,8",,"99,3","12,2"
24/04/2011 18.00,"0,7","2,4","5,2",,98,"12,2"
24/04/2011 19.00,"0,8","3,7","7,2",,"88,8","12,2"
24/04/2011 20.00,1,"6,1","9,9",,"74,3","12,2"
24/04/2011 21.00,"0,9","11,7","16,1",,"56,6","12,2"
24/04/2011 22.00,"0,8",8,"12,6",,"53,4","12,2"
24/04/2011 23.00,1,"9,4","14,3",,"34,6","12,2"
25/04/2011 0.00,"0,9","14,2","18,8",,"31,4","12,2"
25/04/2011 1.00,"0,8","11,4","16,3",,"25,7","15,3"
25/04/2011 2.00,"0,7",10,"14,2",,"30,4","15,3"
25/04/2011 3.00,"0,7","8,2","12,4",,"31,8","15,3"
25/04/2011 4.00,"0,6","6,2","10,3",,"35,7","15,3"
25/04/2011 5.00,"0,8","4,2","8,5",,"47,9","15,3"
25/04/2011 6.00,"0,6","4,6",9,,"51,6","15,3"
25/04/2011 7.00,"0,6","10,3","15,2",,"50,4","15,3"
25/04/2011 8.00,"1,7","5,5","10,7",,61,"15,3"
25/04/2011 9.00,"0,6",5,"9,7",,"73,3","15,3"
25/04/2011 10.00,"0,8","3,9","8,1",,"87,3","15,3"
25/04/2011 11.00,"0,8","3,8","7,9",,90,"15,3"
25/04/2011 12.00,"0,7","4,1","8,2",,"94,5","15,3"
25/04/2011 13.00,"0,9","6,7","10,4",,"93,7","15,3"
25/04/2011 14.00,"0,8","5,3","9,2",,"90,2","15,3"
25/04/2011 15.00,"1,2","3,9",8,,"91,6","15,3"
25/04/2011 16.00,1,"4,3","8,4",,84,"15,3"
25/04/2011 17.00,"1,3","3,6",8,,"84,1","15,3"
25/04/2011 18.00,1,"3,7","8,2",,"84,4","15,3"
25/04/2011 19.00,"0,8","3,4",8,,"82,4","15,3"
25/04/2011 20.00,"0,9","3,5","8,3",,"75,8","15,3"
25/04/2011 21.00,"0,9","4,1","9,5",,"53,5","15,3"
25/04/2011 22.00,"0,7","8,8","14,4",,"43,6","15,3"
25/04/2011 23.00,"0,7","9,1","14,4",,"35,3","15,3"
26/04/2011 0.00,"0,9","9,1","14,4",,"34,6","15,3"
26/04/2011 1.00,,4,"9,1",,73,"11,2"
26/04/2011 2.00,"1,2",,,,"80,2","11,2"
26/04/2011 3.00,1,"2,4","5,3",,69,"11,2"
26/04/2011 4.00,"1,2","2,4","5,7",,"69,8","11,2"
26/04/2011 5.00,"1,2","3,9","7,3",,,"11,2"
26/04/2011 6.00,"1,2","6,2","9,9",,"57,5","11,2"
26/04/2011 7.00,"1,3","9,6","13,9",,46,"11,2"
26/04/2011 8.00,"1,2","10,2","14,9",,"55,8","11,2"
26/04/2011 9.00,"1,1","8,8","13,5",,"67,5","11,2"
26/04/2011 10.00,1,"6,8","11,9",,"75,4","11,2"
26/04/2011 11.00,"1,2","7,6","13,1",,"73,8","11,2"
26/04/2011 12.00,"1,1","5,2","10,7",,"83,5","11,2"
26/04/2011 13.00,"1,2","4,1","9,9",,"88,4","11,2"
26/04/2011 14.00,"1,1","3,6",9,,"84,9","11,2"
26/04/2011 15.00,1,"4,5","9,7",,"84,8","11,2"
26/04/2011 16.00,1,"5,4","10,7",,"81,5","11,2"
26/04/2011 17.00,1,"4,3","9,2",,"77,8","11,2"
26/04/2011 18.00,1,"6,6","11,3",,"69,8","11,2"
26/04/2011 19.00,1,"10,4","15,5",,56,"11,2"
26/04/2011 20.00,1,"11,2","17,2",,"41,2","11,2"
26/04/2011 21.00,1,"13,7","19,2",,"32,3","11,2"
26/04/2011 22.00,"1,2","18,5","23,9",,25,"11,2"
